Date,Company_Name,Brand_Name,Symbol Currency,Sub Total,VAT Amount,Total,Customer_Category,Trade_Type,Status,
18 Sep 2024,Hotel Indonesia Sanur International,Meru,Rp,"20,460,000.",0.,"20,460,000.",Hotel,Local,Terproses,
04 Feb 2025,Hotel Indonesia Sanur International,Meru,Rp,"48,050,000.",0.,"48,050,000.",Hotel,Local,Terproses,
04 Feb 2025,Hotel Indonesia Sanur International,Meru,Rp,"68,940,000.",0.,"68,940,000.",Hotel,Local,Terproses,
04 Feb 2025,Hotel Indonesia Sanur International,Meru,Rp,"48,000,000.",0.,"48,000,000.",Hotel,Local,Terproses,
04 Feb 2025,Hotel Indonesia Sanur International,Meru,Rp,"35,750,000.",0.,"35,750,000.",Hotel,Local,Terproses,
26 Jun 2024,Hotel Pandan Arum,Maya Ubud,Rp,"7,500,000.","825,000.","8,325,000.",Hotel,Local,Terproses,
25 Jul 2024,Hotel Pandan Arum,Maya Ubud,Rp,"25,412,500.","2,795,375.","28,207,875.",Hotel,Local,Terproses,
25 Oct 2024,Hotel Pandan Arum,Maya Ubud,Rp,"8,800,000.","968,000.","9,768,000.",Hotel,Local,Terproses,
25 Oct 2024,Hotel Pandan Arum,Maya Ubud,Rp,"5,625,000.","618,750.","6,243,750.",Hotel,Local,Terproses,
04 Nov 2024,Hotel Pandan Arum,Maya Ubud,Rp,"2,520,000.","277,200.","2,797,200.",Hotel,Local,Terproses,
06 Jan 2025,Hotel Pandan Arum,Maya Ubud,Rp,"30,600,000.","3,366,000.","33,966,000.",Hotel,Local,Terproses,
06 Jan 2025,Hotel Pandan Arum,Maya Ubud,Rp,"15,247,500.","1,677,225.","16,924,725.",Hotel,Local,Terproses,
07 Feb 2025,Hotel Pandan Arum,Maya Ubud,Rp,"9,450,000.","1,039,500.","10,489,500.",Hotel,Local,Terproses,
27 Feb 2025,Hotel Pandan Arum,Maya Ubud,Rp,"440,000.","48,400.","488,400.",Hotel,Local,Terproses,
20 Dec 2024,Hotel Permata Hijau,Hotel Permata Hijau,Rp,"77,400,000.","8,514,000.","85,914,000.",Hotel,Local,Terproses,
13 Jan 2025,"Indoguna Utama, PT",Indoguna Utama,Rp,"25,175,000.","2,769,250.","27,944,250.",Restaurant,Umum,Terproses,
01 Jan 2024,Indonesia Adventure Sport,Nihi Sumba,Rp,"19,680,000.","2,164,800.","21,844,800.",Hotel,Local,Terproses,
03 Jan 2024,Indonesia Adventure Sport,Nihi Sumba,Rp,"30,360,000.","3,339,600.","33,699,600.",Hotel,Local,Terproses,
18 Jan 2024,Indonesia Adventure Sport,Nihi Sumba,Rp,"3,360,000.","369,600.","3,729,600.",Hotel,Local,Terproses,
21 Mar 2024,Indonesia Adventure Sport,Nihi Sumba,Rp,"7,000,000.","770,000.","7,770,000.",Hotel,Local,Terproses,
29 Apr 2024,Indonesia Adventure Sport,Nihi Sumba,Rp,"10,500,000.","1,155,000.","11,655,000.",Hotel,Local,Terproses,
19 Jun 2024,Indonesia Adventure Sport,Nihi Sumba,Rp,"21,720,000.","2,389,200.","24,109,200.",Hotel,Local,Terproses,
03 Oct 2024,Indonesia Adventure Sport,Nihi Sumba,Rp,"23,280,000.","2,560,800.","25,840,800.",Hotel,Local,Terproses,
08 Oct 2024,Indonesia Adventure Sport,Nihi Sumba,Rp,"24,127,000.","2,653,970.","26,780,970.",Hotel,Local,Terproses,
09 Jan 2025,Indonesia Adventure Sport,Nihi Sumba,Rp,"7,000,000.","770,000.","7,770,000.",Hotel,Local,Terproses,
15 Jan 2025,Indonesia Adventure Sport,Nihi Sumba,Rp,"25,200,000.","2,772,000.","27,972,000.",Hotel,Local,Terproses,
24 Jan 2025,Indonesia Adventure Sport,Nihi Sumba,Rp,"17,500,000.","1,925,000.","19,425,000.",Hotel,Local,Terproses,
28 Jan 2025,Indonesia Adventure Sport,Nihi Sumba,Rp,"4,925,000.","541,750.","5,466,750.",Hotel,Local,Sebagian diproses,
04 Feb 2025,Indonesia Adventure Sport,Nihi Sumba,Rp,"144,879,750.","15,936,773.","160,816,523.",Hotel,Local,Terproses,
13 Feb 2025,Indonesia Adventure Sport,Nihi Sumba,Rp,"4,560,000.","501,600.","5,061,600.",Hotel,Local,Terproses,
13 Feb 2025,Indonesia Adventure Sport,Nihi Sumba,Rp,"9,600,000.","1,056,000.","10,656,000.",Hotel,Local,Terproses,
17 Feb 2025,Indonesia Adventure Sport,Nihi Sumba,Rp,"28,980,000.","3,187,800.","32,167,800.",Hotel,Local,Terproses,
07 Mar 2025,Indonesia Adventure Sport,Nihi Sumba,Rp,"9,240,000.","1,016,400.","10,256,400.",Hotel,Local,Terproses,
24 Dec 2024,Intercontinental Bandung Dago,Hotel Dago Pakar,Rp,"6,070,000.","667,700.","6,737,700.",Hotel,Local,Terproses,
24 Dec 2024,Intercontinental Bandung Dago,Hotel Dago Pakar,Rp,"5,810,000.","639,100.","6,449,100.",Hotel,Local,Terproses,
26 Mar 2025,"Island Explora, PT",Lago Ledge,Rp,"351,475,000.","38,662,250.","390,137,250.",Hotel,Local,Sebagian diproses,
21 Mar 2024,"JTB Trading, Inc. ( Six Sense Kyoto)",Six Sense Kyoto,$,"1,070.25",0.,"1,070.25",Hotel,Export,Sebagian diproses,
29 Mar 2024,"JTB Trading, Inc. ( Six Sense Kyoto)",Six Sense Kyoto,$,"2,531.25",0.,"2,531.25",Hotel,Export,Sebagian diproses,
16 Jan 2025,Japa Putra Wijaka,Japa Ubud,Rp,"106,172,500.","11,678,975.","117,851,475.",Hotel,Local,Terproses,
20 Sep 2024,Jayasom Amaala,Jayasom Amaala,$,"1,076.5",0.,"2,062.15",Hotel,Export,Terproses,
29 May 2024,Jeffrey Grimes,Jeffrey Grimes,$,"2,673.",0.,"2,673.",Personal,Export,Terproses,
05 Jun 2024,Jen,Jennifer,Rp,"42,700,000.","4,697,000.","47,397,000.",Personal,Local,Ditutup,
10 Dec 2024,Jen,Jennifer,Rp,"42,700,000.","4,697,000.","47,397,000.",Personal,Local,Terproses,
25 Jun 2024,Jimbaran Greenhill,Raffles Bali,Rp,"133,190,000.","14,650,900.","147,840,900.",Hotel,Local,Terproses,
20 Nov 2024,Jimbaran Greenhill,Raffles Bali,Rp,"4,440,000.","488,400.","4,928,400.",Hotel,Local,Terproses,
04 Mar 2024,Jimbaran Villas,Bvlgari,Rp,"36,280,500.","3,990,855.","40,271,355.",Hotel,Local,Terproses,
01 Jul 2024,Jimbaran Villas,Bvlgari,Rp,"2,690,000.","295,900.","2,985,900.",Hotel,Local,Terproses,
09 Sep 2024,Jimbaran Villas,Bvlgari,Rp,"38,489,250.","4,233,817.","42,723,067.",Hotel,Local,Terproses,
11 Nov 2024,Jimbaran Villas,Bvlgari,Rp,"5,040,000.","554,400.","5,594,400.",Hotel,Local,Terproses,
02 Jan 2024,Kafe Ubud,Hanoman Kafe,Rp,"28,000,000.","3,080,000.","31,080,000.",Restaurant,Local,Sebagian diproses,
27 Jan 2025,Kaia Restaurant,Kaia Restaurant,Rp,"16,200,000.","1,782,000.","17,982,000.",Restaurant,Local,Menunggu diproses,
04 Jan 2024,Kala Hospitality Group,Kala Uluwatu,Rp,"149,600,000.","16,456,000.","166,056,000.",Restaurant,Local,Terproses,
18 Sep 2024,Kala Hospitality Group,Kala Uluwatu,Rp,"19,000,000.","2,090,000.","21,090,000.",Restaurant,Local,Terproses,
05 Feb 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"204,036,250.","22,443,987.","226,480,237.",Hotel,Local,Terproses,
05 Feb 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"15,200,000.","1,672,000.","16,872,000.",Hotel,Local,Terproses,
21 Feb 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"45,000,000.","4,950,000.","49,950,000.",Hotel,Local,Terproses,
15 Apr 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"123,025,000.","13,532,750.","136,557,750.",Hotel,Local,Terproses,
20 May 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"56,525,000.","6,217,750.","62,742,750.",Hotel,Local,Terproses,
29 May 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"2,970,000.","326,700.","3,296,700.",Hotel,Local,Terproses,
06 Jun 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"1,265,000.","139,150.","1,404,150.",Hotel,Local,Terproses,
20 Aug 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"216,006,250.","23,760,687.","239,766,937.",Hotel,Local,Terproses,
10 Sep 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"13,900,000.","1,529,000.","15,429,000.",Hotel,Local,Terproses,
23 Sep 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"310,500,000.","34,155,000.","344,655,000.",Hotel,Local,Terproses,
02 Oct 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"437,755,250.","48,153,077.","485,908,327.",Hotel,Local,Terproses,
07 Oct 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"860,000.","94,600.","954,600.",Hotel,Local,Terproses,
07 Oct 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"800,000.","88,000.","888,000.",Hotel,Local,Terproses,
26 Dec 2024,Karang Mas Sejahtera,Ayana Hospitality,Rp,"5,040,000.","554,400.","5,594,400.",Hotel,Local,Terproses,
23 Jan 2025,Karang Mas Sejahtera,Ayana Hospitality,Rp,"630,613,380.","69,367,472.","699,980,852.",Hotel,Local,Terproses,
20 May 2024,Karya Agung Kisma Lestari,Laguna Hotel Bali,Rp,"22,000,000.","2,420,000.","24,420,000.",Hotel,Local,Terproses,
02 Jul 2024,Karya Agung Kisma Lestari,Laguna Hotel Bali,Rp,"6,000,000.","660,000.","6,660,000.",Hotel,Local,Terproses,
07 Feb 2024,Kebun Bistro Ubud,Kebun Bistro,Rp,"16,720,000.","1,839,200.","18,559,200.",Restaurant,Local,Terproses,
17 Mar 2025,Kebun Bistro Ubud,Kebun Bistro,Rp,"275,000.","30,250.","305,250.",Restaurant,Local,Terproses,
12 Dec 2024,Keraton At The Plaza,Plaza Indonesia Mandiri,Rp,"1,900,000.","209,000.","2,109,000.",Hotel,Local,Terproses,
10 Mar 2025,Keraton At The Plaza,Plaza Indonesia Mandiri,Rp,"40,250,000.","4,427,500.","44,677,500.",Hotel,Local,Terproses,
16 Jul 2024,Kevala Keramik Bali,KKB,Rp,"63,480,000.","6,982,800.","70,462,800.",Umum,Local,Menunggu diproses,
16 Jul 2024,Kevala Keramik Bali,KKB,Rp,"116,031,200.","12,763,432.","128,794,632.",Umum,Local,Menunggu diproses,
16 Jul 2024,Kevala Keramik Bali,KKB,Rp,"367,368,000.","40,410,480.","407,778,480.",Umum,Local,Menunggu diproses,
16 Jul 2024,Kevala Keramik Bali,KKB,Rp,"588,384,000.","64,722,240.","653,106,240.",Umum,Local,Menunggu diproses,
24 Jul 2024,Kevala Keramik Bali,KKB,Rp,"379,032,000.","41,693,520.","420,725,520.",Umum,Local,Menunggu diproses,
20 Nov 2024,Kevala Keramik Bali,KKB,Rp,"34,450,000.",0.,"34,450,000.",Umum,Local,Terproses,
26 Jul 2024,Kiros Hospitality Solutions Pvt. Ltd.,Kiros,$,"2,760.5",0.,"2,760.5",Hotel,Export,Terproses,
02 Jan 2025,"Kopi Bar Sela, PT",Chella Uluwatu,Rp,"4,560,000.","501,600.","5,061,600.",Restaurant,Local,Sebagian diproses,
23 Jan 2025,"Kopi Bar Sela, PT",Chella Uluwatu,Rp,"199,865,000.","21,985,150.","221,850,150.",Restaurant,Local,Terproses,
20 Mar 2025,"Kopi Bar Sela, PT",Chella Uluwatu,Rp,"1,925,000.","211,750.","2,136,750.",Restaurant,Local,Terproses,
05 Mar 2024,Kreasi Cipta Karsa,The Langham Jakarta,Rp,"37,000,000.","4,070,000.","41,070,000.",Hotel,Local,Terproses,
17 Feb 2025,Kreasi Cipta Karsa,The Langham Jakarta,Rp,"170,650,000.","18,771,500.","189,421,500.",Hotel,Local,Sebagian diproses,
30 Jan 2025,"LOMBOK KULINA UTAMA, PT",Lombok Kulina Utama,Rp,"118,152,000.","12,996,720.","131,148,720.",Restaurant,Local,Terproses,
13 Sep 2024,Leisure Oceans Private Limited (Six Sense Kanuhura),Six Sense Kanuhura,$,"1,500.",0.,"1,500.",Hotel,Export,Terproses,
19 Dec 2024,Leisure Oceans Private Limited (Six Sense Kanuhura),Six Sense Kanuhura,$,"1,885.",0.,"1,885.",Hotel,Export,Terproses,
19 Feb 2025,Leisure Oceans Private Limited (Six Sense Kanuhura),Six Sense Kanuhura,$,468.,0.,468.,Hotel,Export,Terproses,
17 Mar 2025,Leisure Oceans Private Limited (Six Sense Kanuhura),Six Sense Kanuhura,$,780.,0.,780.,Hotel,Export,Terproses,
27 May 2024,Leisure Ventures Langkawi Sdn Bhd,Four Seasons Resort Langkawi,$,"10,098.",0.,"10,098.",Hotel,Export,Terproses,
21 Feb 2024,"Loka Neka Jaya, PT",Locavore NXT,Rp,"66,000,000.","7,260,000.","73,260,000.",Restaurant,Local,Terproses,
18 Nov 2024,"Loka Neka Jaya, PT",Locavore NXT,Rp,"9,500,000.","1,045,000.","10,545,000.",Restaurant,Local,Terproses,
23 Jul 2024,Loloan Bali,Mexicola Seminyak,Rp,"9,250,000.","1,017,500.","10,267,500.",Restaurant,Local,Terproses,
29 Jan 2025,Loloan Bali,Mexicola Seminyak,Rp,"209,800,000.","23,078,000.","232,878,000.",Restaurant,Local,Terproses,
05 Jun 2024,MG Hotel Supplies LLC,MG Hotel,$,348.,0.,348.,Agent,Export,Terproses,
11 Jun 2024,MG Hotel Supplies LLC,MG Hotel,$,"3,610.",0.,"3,610.",Agent,Export,Terproses,
11 Jun 2024,MG Hotel Supplies LLC,MG Hotel,$,"1,482.",0.,"1,482.",Agent,Export,Terproses,
13 Feb 2025,MG Hotel Supplies LLC,MG Hotel,$,276.,0.,276.,Agent,Export,Terproses,
27 Aug 2024,MNC Land Tbk,Park Hyatt Jakarta,Rp,"19,320,000.","2,125,200.","21,445,200.",Hotel,Local,Terproses,
27 May 2024,MTS Investments Indonesia,Further Hotel,Rp,"8,200,000.","902,000.","9,102,000.",Hotel,Local,Terproses,
03 Jan 2024,Mactan Seascapes Service INC (Crimson),Crimson / Boracay,$,780.,0.,780.,Hotel,Export,Terproses,
21 May 2024,Mactan Seascapes Service INC (Crimson),Crimson / Boracay,$,"9,500.",0.,"9,500.",Hotel,Export,Terproses,
26 Jul 2024,Mactan Seascapes Service INC (Crimson),Crimson / Boracay,$,"23,873.88",0.,"23,873.88",Hotel,Export,Terproses,
24 Jan 2025,Made by Umah,Made by Umah,Rp,"300,000.","33,000.","333,000.",Personal,Umum,Menunggu diproses,
06 Feb 2025,Made by Umah,Made by Umah,$,"1,860.",204.6,"2,064.6",Personal,Umum,Terproses,
13 Jan 2025,"Makasar Boga Utama, CV",Makasar Boga Utama,Rp,"10,070,000.","1,107,700.","11,177,700.",Restaurant,Umum,Terproses,
30 Jan 2025,"Makasar Boga Utama, CV",Makasar Boga Utama,Rp,"15,390,000.","1,692,900.","17,082,900.",Restaurant,Umum,Terproses,
29 Apr 2024,Mandara Spa Indonesia,Mandara Spa,Rp,"19,500,000.","2,145,000.","21,645,000.",SPA,Local,Terproses,
13 Mar 2025,Mandara Spa Indonesia,Mandara Spa,Rp,"4,500,000.","495,000.","4,995,000.",SPA,Local,Terproses,
03 Oct 2024,Margaret Bistro Canggu,Margaret Bistro Canggu,Rp,"111,225,000.","12,234,750.","123,459,750.",Restaurant,Local,Terproses,
30 Jan 2024,Marina Bay Sands,MBS,$,"7,740.",0.,"7,740.",Hotel,Export,Terproses,
24 Oct 2024,Marloe Marloe Indonesia,Marloe,$,"1,450.",0.,"1,450.",Artist Collaboration,Local,Terproses,
12 Jan 2024,Maya Resort,Maya Sanur,Rp,"69,084,000.","7,599,240.","76,683,240.",Hotel,Local,Terproses,
07 Feb 2024,Maya Resort,Maya Sanur,Rp,"6,750,000.","742,500.","7,492,500.",Hotel,Local,Terproses,
08 Mar 2024,Maya Resort,Maya Sanur,Rp,"10,640,000.","1,170,400.","11,810,400.",Hotel,Local,Sebagian diproses,
23 May 2024,Maya Resort,Maya Sanur,Rp,"20,995,000.","2,309,450.","23,304,450.",Hotel,Local,Terproses,
23 May 2024,Maya Resort,Maya Sanur,Rp,"6,032,500.","663,575.","6,696,075.",Hotel,Local,Terproses,
04 Jul 2024,Maya Resort,Maya Sanur,Rp,"5,400,000.","594,000.","5,994,000.",Hotel,Local,Terproses,
16 Aug 2024,Maya Resort,Maya Sanur,Rp,"4,275,000.","470,250.","4,745,250.",Hotel,Local,Terproses,
30 Sep 2024,Maya Resort,Maya Sanur,Rp,"36,028,750.","3,963,162.","39,991,912.",Hotel,Local,Terproses,
30 Sep 2024,Maya Resort,Maya Sanur,Rp,"19,950,000.","2,194,500.","22,144,500.",Hotel,Local,Terproses,
30 Sep 2024,Maya Resort,Maya Sanur,Rp,"85,547,500.","9,410,225.","94,957,725.",Hotel,Local,Terproses,
30 Sep 2024,Maya Resort,Maya Sanur,Rp,"15,983,750.","1,758,212.","17,741,962.",Hotel,Local,Terproses,
03 Dec 2024,Maya Resort,Maya Sanur,Rp,"13,500,000.","1,485,000.","14,985,000.",Hotel,Local,Terproses,
09 May 2024,Michael Lorenti,Michael Lorenti,Rp,"30,960,000.","3,405,600.","34,365,600.",Personal,Local,Terproses,
21 May 2024,Michael Lorenti,Michael Lorenti,Rp,"3,450,000.","379,500.","3,829,500.",Personal,Local,Terproses,
17 Jun 2024,Milk Bar,Milk Bar,Rp,"6,360,000.","699,600.","7,059,600.",Restaurant,Local,Terproses,
04 Apr 2024,"Mimosa Cityscapes, INC.","Mimosa Cityscapes, INC.",$,"4,652.5",0.,"4,652.5",Restaurant,Export,Terproses,
31 Jul 2024,Mitra Mulia Boga Nusantara,Waterbom,Rp,"21,120,000.","2,323,200.","23,443,200.",Restaurant,Local,Terproses,
02 Aug 2024,Monokuro,Monokuro,Rp,"5,100,000.","561,000.","5,661,000.",Restaurant,Local,Terproses,
26 Nov 2024,Monokuro,Monokuro,Rp,"16,050,000.","1,765,500.","17,815,500.",Restaurant,Local,Terproses,
20 May 2024,Mozaic Ubud,Mozaic Ubud,Rp,"49,970,000.","5,496,700.","55,466,700.",Restaurant,Local,Terproses,
06 Mar 2024,Mushka Dua Bali,Blanche Bistro,Rp,"18,000,000.","1,980,000.","19,980,000.",Restaurant,Local,Sebagian diproses,
20 Aug 2024,NEW TOP LIMITED,Capella Taipei,$,"27,507.25",0.,"27,507.25",Hotel,Export,Terproses,
07 Oct 2024,NEW TOP LIMITED,Capella Taipei,$,"8,759.",0.,"8,759.",Hotel,Export,Terproses,
27 May 2024,Nae UM,Nae UM,$,500.,0.,500.,Restaurant,Export,Terproses,
18 Apr 2024,Nativa Graha Saji,Billy Ho,Rp,"5,880,000.","646,800.","6,526,800.",Restaurant,Local,Terproses,
23 Jul 2024,Nativa Graha Saji,Billy Ho,Rp,"3,300,000.","363,000.","3,663,000.",Restaurant,Local,Terproses,
02 Oct 2024,Nativa Graha Saji,Billy Ho,Rp,"15,575,000.","1,713,250.","17,288,250.",Restaurant,Local,Terproses,
02 Dec 2024,Nativa Graha Saji,Billy Ho,Rp,"7,795,000.","857,450.","8,652,450.",Restaurant,Local,Terproses,
09 Jan 2025,Nativa Graha Saji,Billy Ho,Rp,"4,600,000.","506,000.","5,106,000.",Restaurant,Local,Menunggu diproses,
21 Nov 2024,Naughty Nuris Sanur,Naughty Nuris Sanur,Rp,"5,200,000.","572,000.","5,772,000.",Restaurant,Local,Terproses,
19 Mar 2024,Nusadua Graha International,The Westin Resort Nusa Dua,Rp,"175,775,000.","19,335,250.","195,110,250.",Hotel,Local,Terproses,
12 Apr 2024,Nusadua Graha International,The Westin Resort Nusa Dua,Rp,"33,000,000.","3,630,000.","36,630,000.",Hotel,Local,Terproses,
16 Jul 2024,Nusadua Graha International,The Westin Resort Nusa Dua,Rp,"14,000,000.","1,540,000.","15,540,000.",Hotel,Local,Terproses,
18 Jul 2024,Nusadua Graha International,The Westin Resort Nusa Dua,Rp,"42,379,500.","4,661,745.","47,041,245.",Hotel,Local,Terproses,
16 Sep 2024,Nusadua Graha International,The Westin Resort Nusa Dua,Rp,"22,800,000.","2,508,000.","25,308,000.",Hotel,Local,Terproses,
27 Dec 2024,Nusadua Graha International,The Westin Resort Nusa Dua,Rp,"15,960,000.","1,755,600.","17,715,600.",Hotel,Local,Terproses,
08 Feb 2024,Nusantara Island Resort,Amankila Hotel,Rp,"14,380,000.","1,581,800.","15,961,800.",Hotel,Local,Terproses,
06 Feb 2024,Nusantara Ubud,CIPATI YUDHA PERSADA/JVJ Gastro Warung,Rp,"22,250,000.","2,447,500.","24,697,500.",Restaurant,Local,Terproses,
11 Jun 2024,Nusantara Ubud,CIPATI YUDHA PERSADA/JVJ Gastro Warung,Rp,"23,802,000.","2,618,220.","26,420,220.",Restaurant,Local,Terproses,
19 Jan 2024,Optimist Pererenan,Optimist Pererenan,Rp,"161,975,000.","17,817,250.","179,792,250.",Restaurant,Local,Terproses,
04 Jun 2024,Optimist Pererenan,Optimist Pererenan,Rp,"38,665,000.","4,253,150.","42,918,150.",Restaurant,Local,Terproses,
24 Dec 2024,Original Vision (Antigua) Ltd,Giuseppe Tulumello Architect (Sandy Toes),$,"31,491.9",0.,"31,491.9",Umum,Export,Sebagian diproses,
26 Mar 2025,"PNB Merdeka Tower Hotel Sdn Bhd d/b/a Park Hyatt, Kuala Lumpur",Park Hyatt Kuala Lumpur,$,"30,650.",0.,"29,117.5",Hotel,Export,Sebagian diproses,
27 May 2024,PT Autogrill Services Indonesia,Wolf Gang Puck,Rp,"122,554,750.","13,481,022.","136,035,772.",Restaurant,Local,Terproses,
04 Jun 2024,PT Autogrill Services Indonesia,Wolf Gang Puck,Rp,"635,000.","69,850.","704,850.",Restaurant,Local,Menunggu diproses,
09 Dec 2024,PT Autogrill Services Indonesia,Wolf Gang Puck,Rp,"139,650,000.","15,361,500.","155,011,500.",Restaurant,Local,Terproses,
31 May 2024,PT Caterison Sukses,Hilton Bali,Rp,"501,306,200.","55,000,000.","555,000,000.",Hotel,Local,Terproses,
18 Mar 2025,PT Caterison Sukses,Hilton Bali,Rp,"12,000,000.","1,320,000.","13,320,000.",Hotel,Local,Terproses,
25 Mar 2025,PT Caterison Sukses,Hilton Bali,Rp,"158,935,000.","17,482,850.","176,417,850.",Hotel,Local,Terproses,
09 Aug 2024,PT MDA ABS TAMORA,Age Butcher Bali,Rp,"137,910,000.","15,170,100.","153,080,100.",Restaurant,Local,Terproses,
11 Mar 2025,PT Vatos Tamora Indonesia,Agave & Azul,Rp,"63,780,000.","7,015,800.","70,795,800.",Restaurant,Local,Terproses,
22 Jan 2024,Pablo Long Time Asian Restaurant,Pablo Long Time,Rp,"134,450,000.","14,789,500.","149,239,500.",Restaurant,Local,Terproses,
20 Mar 2024,Pablo Long Time Asian Restaurant,Pablo Long Time,Rp,"4,200,000.","462,000.","4,662,000.",Restaurant,Local,Terproses,
18 Apr 2024,Pablo Long Time Asian Restaurant,Pablo Long Time,Rp,"5,600,000.","616,000.","6,216,000.",Restaurant,Local,Terproses,
06 Jun 2024,Pablo Long Time Asian Restaurant,Pablo Long Time,Rp,"9,750,000.","1,072,500.","10,822,500.",Restaurant,Local,Terproses,
03 Sep 2024,Pablo Long Time Asian Restaurant,Pablo Long Time,Rp,"2,520,000.","277,200.","2,797,200.",Restaurant,Local,Terproses,
02 Oct 2024,Pacific Resorts Buana Indonesia,St Regis Bali,Rp,"1,545,000.","169,950.","1,714,950.",Hotel,Local,Menunggu diproses,
19 Dec 2024,Pacific Resorts Buana Indonesia,St Regis Bali,Rp,"70,000,000.","7,700,000.","77,700,000.",Hotel,Local,Terproses,
18 Nov 2024,Pahdi Alam Sejahtera,Pahdi,Rp,"230,499,750.","25,354,972.","255,854,722.",Restaurant,Local,Terproses,
31 Jan 2025,Pak Dio,Dio,Rp,"28,242,000.","3,106,620.","31,348,620.",Personal,Local,Terproses,
13 Jan 2025,"Palembang Boga Utama, CV",Palembang Boga Utama,Rp,"10,070,000.","1,107,700.","11,177,700.",Restaurant,Umum,Terproses,
30 Jan 2025,"Palembang Boga Utama, CV",Palembang Boga Utama,Rp,"26,622,000.","2,928,420.","29,550,420.",Restaurant,Umum,Terproses,
28 Feb 2025,Paola Buendia,Paola Buendia,Rp,"4,320,000.","475,200.","4,795,200.",Personal,Local,Terproses,
13 Jan 2025,"Pasar Tani Indoguna, CV",Pasar Tani Indoguna,Rp,"10,070,000.","1,107,700.","11,177,700.",Umum,Umum,Terproses,
13 Jan 2025,"Pasar Tani Indoguna, CV",Pasar Tani Indoguna,Rp,"10,070,000.","1,107,700.","11,177,700.",Umum,Umum,Terproses,
30 Jan 2025,"Pasar Tani Indoguna, CV",Pasar Tani Indoguna,Rp,"13,230,000.","1,455,300.","14,685,300.",Umum,Umum,Terproses,
30 Jan 2025,"Pasar Tani Indoguna, CV",Pasar Tani Indoguna,Rp,"13,230,000.","1,455,300.","14,685,300.",Umum,Umum,Terproses,
01 Jan 2024,Patina Maldives Fari Islands,Patina Maldives,$,"5,514.",0.,"5,514.",Hotel,Export,Terproses,
01 Jan 2024,Patina Maldives Fari Islands,Patina Maldives,$,"5,785.",0.,"5,785.",Hotel,Export,Terproses,
01 Jan 2024,Patina Maldives Fari Islands,Patina Maldives,$,"3,792.",0.,"3,792.",Hotel,Export,Terproses,
01 Jan 2024,Patina Maldives Fari Islands,Patina Maldives,$,"9,805.",0.,"9,805.",Hotel,Export,Sebagian diproses,
01 Jan 2024,Patina Maldives Fari Islands,Patina Maldives,$,"4,314.",0.,"4,314.",Hotel,Export,Sebagian diproses,
01 Jan 2024,Patina Maldives Fari Islands,Patina Maldives,$,"3,672.",0.,"3,672.",Hotel,Export,Terproses,
29 Mar 2024,Patina Maldives Fari Islands,Patina Maldives,$,"3,000.",0.,"3,000.",Hotel,Export,Terproses,
17 Apr 2024,Patina Maldives Fari Islands,Patina Maldives,$,900.,0.,900.,Hotel,Export,Terproses,
03 Dec 2024,Paul McAllister,Paul McAllister,$,205.2,0.,205.2,Personal,Export,Terproses,
06 Aug 2024,Permadani Khatulistiwa Nusantara,St Regis Hotel Jakarta,Rp,"383,891,060.","38,043,258.","383,891,060.",Hotel,Local,Terproses,
23 May 2024,Prapat Agung Permai,Menjangan Dynasty Resort,Rp,"5,760,000.","633,600.","6,393,600.",Hotel,Local,Terproses,
12 Sep 2024,Prapat Agung Permai,Menjangan Dynasty Resort,Rp,"87,150,000.","9,586,500.","96,736,500.",Hotel,Local,Terproses,
13 Mar 2024,Pribadi Boga Utama,Buzo Restaurant/Salazon,Rp,"43,740,000.","4,811,400.","48,551,400.",Restaurant,Local,Sebagian diproses,
10 Jun 2024,Pribadi Boga Utama,Buzo Restaurant/Salazon,Rp,"5,700,000.","627,000.","6,327,000.",Restaurant,Local,Menunggu diproses,
09 Sep 2024,Pribadi Boga Utama,Buzo Restaurant/Salazon,Rp,"14,880,000.","1,636,800.","16,516,800.",Restaurant,Local,Terproses,
18 Nov 2024,Pribadi Boga Utama,Buzo Restaurant/Salazon,Rp,"6,240,000.","686,400.","6,926,400.",Restaurant,Local,Terproses,
14 Jan 2025,"Prima Adhitama International Development, PT",Ayana Midplaza Jakarta,Rp,"7,908,911.","770,000.","8,678,911.",Hotel,Local,Sebagian diproses,
28 May 2024,Prima Fenomena Jaya,Prima Fenomena Jaya,Rp,"3,800,000.","418,000.","4,218,000.",Restaurant,Local,Terproses,
26 Jun 2024,Prima Fenomena Jaya,Prima Fenomena Jaya,Rp,"26,560,000.","2,921,600.","29,481,600.",Restaurant,Local,Terproses,
