invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Country,Total_USD
INV-00032/KEVALA/OUT/05/2025,2025-05-19,"makasar boga utama, cv",Makasar Boga Utama,17082900.0,Restaurant,Umum,60.0,Indonesia,1053.8301023213762
INV-00032/KEVALA/OUT/06/2025,2025-06-16,bambootel resort,Bambootel,15052988.0,Hotel,Local,115.0,Indonesia,928.606494464198
INV-00033/KEVALA/OUT/02/2025,2025-02-17,boa development,Nihi Rote,5328000.0,Hotel,Local,35.0,Indonesia,328.67995394039025
INV-00033/KEVALA/OUT/03/2025,2025-03-19,"indoguna utama, pt",Indoguna Utama,27944250.0,Restaurant,Umum,50.0,Indonesia,1723.8578834269424
INV-00033/KEVALA/OUT/04/2025,2025-04-21,abirupa nusa cipta,Tejaprana Bisma,44666400.0,Hotel,Local,356.0,Indonesia,2755.4336138669382
INV-00033/KEVALA/OUT/05/2025,2025-05-19,"surabaya boga, cv",Surabaya Boga,13666320.0,Restaurant,Umum,48.0,Indonesia,843.064081857101
INV-00034/KEVALA/OUT/02/2025,2025-02-18,harmoni cakrawala bali,Mandarin Oriental Bali,1154400.0,Hotel,Local,8.0,Indonesia,71.21399002041788
INV-00034/KEVALA/OUT/03/2025,2025-03-19,"citra kirana pantai, pt",Swissotel Jakarta PIK Avenue,15107100.0,Hotel,Umum,40.0,Indonesia,931.9446194018147
INV-00034/KEVALA/OUT/04/2025,2025-04-21,amanda arumdhani,Four Season Sayan,30114300.0,Hotel,Local,139.0,Indonesia,1857.7264896672473
INV-00034/KEVALA/OUT/05/2025,2025-05-19,"pasar tani indoguna, cv",Pasar Tani Indoguna,14685300.0,Umum,Umum,60.0,Indonesia,905.9241230482005
INV-00035/KEVALA/OUT/02/2025,2025-02-18,bali bounty,Kudeta,4329000.0,Restaurant,Local,30.0,Indonesia,267.05246257656705
INV-00035/KEVALA/OUT/03/2025,2025-03-19,"citra kirana pantai, pt",Swissotel Jakarta PIK Avenue,24997200.0,Hotel,Umum,200.0,Indonesia,1542.0567839036642
INV-00035/KEVALA/OUT/05/2025,2025-05-19,"pasar tani indoguna, cv",Pasar Tani Indoguna,14685300.0,Umum,Umum,60.0,Indonesia,905.9241230482005
INV-00036/KEVALA/OUT/03/2025,2025-03-19,cempaka interior,Cempaka Interior,9057600.0,Agent,Local,15.0,Indonesia,558.7559216986634
INV-00036/KEVALA/OUT/04/2025,2025-04-21,badan canggu international,Regent Canggu,39520440.0,Hotel,Local,130.0,Indonesia,2437.9835583528443
INV-00036/KEVALA/OUT/05/2025,2025-05-19,"bali boga utama, cv",Bali Boga Utama,43036920.0,Restaurant,Umum,168.0,Indonesia,2654.912327953502
INV-00037/KEVALA/OUT/05/2025,2025-05-19,"cipaku boga utama, cv",Cipaku Boga Utama,135464400.0,Restaurant,Umum,516.0,Indonesia,8356.687828934422
INV-00038/KEVALA/OUT/04/2025,2025-04-22,wynncor bali,Andaz Bali,3663000.0,Hotel,Local,15.0,Indonesia,225.9674683340183
INV-00038/KEVALA/OUT/05/2025,2025-05-19,pak dio,Dio,31348620.0,Personal,Local,120.0,Indonesia,1933.870678996771
INV-00039/KEVALA/OUT/03/2025,2025-03-20,"kopi bar sela, pt",Chella Uluwatu,1520700.0,Restaurant,Local,7.0,Indonesia,93.8107368538197
INV-00039/KEVALA/OUT/04/2025,2025-04-22,cahaya warna prima,Six Sense Uluwatu,177156000.0,Hotel,Local,800.0,Indonesia,10928.608468517976
INV-00039/KEVALA/OUT/05/2025,2025-05-19,"lombok kulina utama, pt",Lombok Kulina Utama,131148720.0,Restaurant,Local,528.0,Indonesia,8090.457066242705
INV-00040/KEVALA/OUT/03/2025,2025-03-20,badan canggu international,Regent Canggu,73482000.0,Hotel,Local,190.0,Indonesia,4533.044364761216
INV-00040/KEVALA/OUT/04/2025,2025-04-22,vista padang asri,Suarga Resort,2037960.0,Hotel,Local,24.0,Indonesia,125.72008238219927
INV-00041/KEVALA/OUT/03/2025,2025-03-20,riviera bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,13997100.0,Restaurant,Local,74.0,Indonesia,863.4696289975668
INV-00042/KEVALA/OUT/03/2025,2025-03-20,alterize,Alterize,200000.0,Umum,Umum,50.0,Indonesia,12.337836108873507
INV-00042/KEVALA/OUT/04/2025,2025-04-25,bali perkasa sukses,Indigo Bali,4617600.0,Hotel,Local,26.0,Indonesia,284.8559600816715
INV-00043/KEVALA/OUT/04/2025,2025-06-26,"pnb merdeka tower hotel sdn bhd d/b/a park hyatt, kuala lumpur",Park Hyatt Kuala Lumpur,29117.5,Hotel,Export,951.0,Malaysia,29117.5
INV-00043/KEVALA/OUT/05/2025,2025-05-20,badan canggu international,Regent Canggu,28871100.0,Hotel,Local,144.0,Indonesia,1781.0345004144895
INV-00043/KEVALA/OUT/06/2025,2025-06-17,keraton at the plaza,Plaza Indonesia Mandiri,46248715.0,Hotel,Local,102.0,Indonesia,2853.045329579999
INV-00044/KEVALA/OUT/02/2025,2025-02-20,beyond bamboo (six senses london),Six Senses London,4958.0,Hotel,Export,1.0,United Kingdom,4958.0
INV-00044/KEVALA/OUT/04/2025,2025-04-28,solana retreat ubud,Bali Wellness Retreat,30747000.0,Hotel,Local,135.0,Indonesia,1896.7572341976686
INV-00044/KEVALA/OUT/05/2025,2025-05-20,fairmont jakarta - pt senayan trikarya sempana,Fairmont Jakarta,6530407.0,Hotel,Local,5.0,Indonesia,402.8554564512016
INV-00044/KEVALA/OUT/06/2025,2025-06-18,bali bounty,Kudeta,11988000.0,Restaurant,Local,30.0,Indonesia,739.529896365878
INV-00045/KEVALA/OUT/04/2025,2025-04-28,wynncor bali,Andaz Bali,29082000.0,Hotel,Local,226.0,Indonesia,1794.0447485912966
INV-00045/KEVALA/OUT/05/2025,2025-05-20,tabula rasa,Swe Development Lombok,100965600.0,Hotel,Local,486.0,Indonesia,6228.485127170395
INV-00046/KEVALA/OUT/04/2025,2025-04-29,bali perkasa sukses,Indigo Bali,710400.0,Hotel,Local,4.0,Indonesia,43.823993858718694
INV-00046/KEVALA/OUT/06/2025,2025-06-18,leisure oceans private limited (six sense kanuhura),Six Sense Kanuhura,1337.46,Hotel,Export,73.0,Maldives,1337.46
INV-00047/KEVALA/OUT/04/2025,2025-04-29,indonesia adventure sport,Nihi Sumba,32167800.0,Hotel,Local,184.0,Indonesia,1984.405221915106
INV-00047/KEVALA/OUT/06/2025,2025-06-18,leisure oceans private limited (six sense kanuhura),Six Sense Kanuhura,780.0,Hotel,Export,60.0,Maldives,780.0
INV-00048/KEVALA/OUT/04/2025,2025-04-29,anaamaya resort seminyak,Alila Seminyak,9917850.0,Hotel,Local,66.0,Indonesia,611.8240392619556
INV-00049/KEVALA/OUT/02/2025,2025-02-21,intercontinental bandung dago,Hotel Dago Pakar,6449100.0,Hotel,Local,25.0,Indonesia,397.83969424868064
INV-00049/KEVALA/OUT/04/2025,2025-04-29,tanadewa resort & spa ubud,Tanadewa Resort & Spa Ubud,42757200.0,Hotel,Local,168.0,Indonesia,2637.6566303716318
INV-00050/KEVALA/OUT/04/2025,2025-04-30,dragon tea temple,Zest Ubud,9157500.0,Restaurant,Umum,100.0,Indonesia,564.9186708350456
INV-00050/KEVALA/OUT/05/2025,2025-05-22,ali bey maldives private limited (joali being),Joali Being,640.0,Hotel,Export,1.0,Maldives,640.0
INV-00051/KEVALA/OUT/01/2025,2025-01-30,wpc logistics - bali branch,WPC Logistics,954.0,Agent,Umum,100.0,Indonesia,0.05885147823932663
INV-00051/KEVALA/OUT/03/2025,2025-03-24,samanvaya,Zen Happy,24647550.0,Hotel,Local,191.0,Indonesia,1520.487161926326
INV-00051/KEVALA/OUT/04/2025,2025-04-30,indonesia adventure sport,Nihi Sumba,160816523.0,Hotel,Local,608.0,Indonesia,9920.639521864434
INV-00051/KEVALA/OUT/05/2025,2025-05-22,greenland rajawali utama,Four Seasons Hotel Jakarta,17490071.0,Hotel,Local,68.0,Indonesia,1078.948147652807
INV-00052/KEVALA/OUT/03/2025,2025-03-25,bali perkasa sukses,Indigo Bali,8325000.0,Hotel,Local,100.0,Indonesia,513.5624280318598
INV-00052/KEVALA/OUT/04/2025,2025-04-30,mandara spa indonesia,Mandara Spa,4995000.0,SPA,Local,50.0,Indonesia,308.1374568191158
INV-00053/KEVALA/OUT/03/2025,2025-03-25,indonesia adventure sport,Nihi Sumba,7770000.0,Hotel,Local,25.0,Indonesia,479.32493282973576
INV-00053/KEVALA/OUT/04/2025,2025-04-30,anaamaya resort seminyak,Alila Seminyak,3063600.0,Hotel,Local,12.0,Indonesia,188.9909735157244
INV-00054/KEVALA/OUT/03/2025,2025-03-25,indonesia adventure sport,Nihi Sumba,19425000.0,Hotel,Local,5.0,Indonesia,1198.3123320743393
INV-00054/KEVALA/OUT/04/2025,2025-04-30,bali perkasa sukses,Indigo Bali,17393700.0,Hotel,Local,153.0,Indonesia,1073.0030996345656
INV-00054/KEVALA/OUT/05/2025,2025-05-23,duta jaya perkasa,Jumeirah Bali,16650000.0,Hotel,Local,50.0,Indonesia,1027.1248560637196
INV-00055/KEVALA/OUT/03/2025,2025-03-25,indonesia adventure sport,Nihi Sumba,5061600.0,Hotel,Local,24.0,Indonesia,312.2459562433707
INV-00055/KEVALA/OUT/04/2025,2025-04-30,bokashi berawa,Bokashi Berawa,9490500.0,Restaurant,Local,90.0,Indonesia,585.4611679563201
INV-00055/KEVALA/OUT/05/2025,2025-05-23,pt vatos tamora indonesia,Agave & Azul,70795800.0,Restaurant,Local,336.0,Indonesia,4367.3348879829355
INV-00056/KEVALA/OUT/03/2025,2025-03-26,indonesia adventure sport,Nihi Sumba,27972000.0,Hotel,Local,120.0,Indonesia,1725.5697581870486
INV-00056/KEVALA/OUT/04/2025,2025-04-30,dwimukti graha kencana,Kitsune,77200500.0,Restaurant,Local,300.0,Indonesia,4762.435582615446
INV-00057/KEVALA/OUT/01/2025,2025-01-01,bukit uluwatu villa,Alila Uluwatu,268898.0,Hotel,Local,2.0,Indonesia,16.58809727001934
INV-00057/KEVALA/OUT/03/2025,2025-03-26,vista padang asri,Suarga Resort,4662000.0,Hotel,Local,5.0,Indonesia,287.59495969784143
INV-00058/KEVALA/OUT/02/2025,2025-02-25,badan canggu international,Regent Canggu,132328650.0,Hotel,Local,540.0,Indonesia,8163.245981042421
INV-00058/KEVALA/OUT/03/2025,2025-03-26,ungasan semesta resort,QQ Siti Agung Makmur (LXR),16158270.0,Hotel,Local,80.0,Indonesia,996.7904353146376
INV-00058/KEVALA/OUT/06/2025,2025-06-19,cakrawala bima pratiwi,Abisena,6127200.0,Hotel,Local,48.0,Indonesia,377.9819470314488
INV-00059/KEVALA/OUT/02/2025,2025-02-25,intercontinental bandung dago,Hotel Dago Pakar,6737700.0,Hotel,Local,71.0,Indonesia,415.6431917537851
INV-00059/KEVALA/OUT/03/2025,2025-03-27,riviera bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,6726600.0,Restaurant,Local,60.0,Indonesia,414.95844184974266
INV-00059/KEVALA/OUT/06/2025,2025-06-20,tanjung benoa indonesia,Holiday in Benoa,10389600.0,Hotel,Local,36.0,Indonesia,640.925910183761
INV-00060/KEVALA/OUT/03/2025,2025-03-27,amanda arumdhani,Four Season Sayan,17970900.0,Hotel,Local,91.0,Indonesia,1108.6100946447746
INV-00060/KEVALA/OUT/06/2025,2025-06-20,nusadua graha international,The Westin Resort Nusa Dua,12559650.0,Hotel,Local,112.0,Indonesia,774.7945164240657
INV-00061/KEVALA/OUT/01/2025,2025-01-15,bali perkasa sukses,Indigo Bali,2575200.0,Hotel,Local,8.0,Indonesia,158.86197773785528
INV-00061/KEVALA/OUT/06/2025,2025-06-20,nusadua graha international,The Westin Resort Nusa Dua,13320000.0,Hotel,Local,100.0,Indonesia,821.6998848509755
INV-00062/KEVALA/OUT/03/2025,2025-03-27,ungasan semesta resort,QQ Siti Agung Makmur (LXR),2769450.0,Hotel,Local,16.0,Indonesia,170.84510105859866
INV-00062/KEVALA/OUT/06/2025,2025-06-20,sustainable luxury hospitality (thailand) limited head office,Six Senses Yao Noi,202.0,Hotel,Export,28.0,Thailand,202.0
INV-00062/KEVALA/OUT/11/2024,2024-11-30,pt caterison sukses,Hilton Bali,555000000.0,Hotel,Local,3116.0,Indonesia,34237.49520212398
INV-00064/KEVALA/OUT/02/2025,2025-02-17,al ghalia w.l.l,Jihad,4536.9,Agent,Export,2.0,Bahrain,4536.9
INV-00064/KEVALA/OUT/06/2025,2025-06-23,bali radiance,Bali Radiance,3885000.0,Hotel,Local,125.0,Indonesia,239.66246641486788
INV-00065/KEVALA/OUT/06/2025,2025-06-24,sejahtera indoco,Nusa Dua Beach,5194800.0,Hotel,Local,36.0,Indonesia,320.4629550918805
INV-00067/KEVALA/OUT/05/2025,2025-05-24,shelter indonesia group,Shelter Pererenan,2752800.0,Restaurant,Local,8.0,Indonesia,169.81797620253494
INV-00067/KEVALA/OUT/06/2025,2025-06-24,nusadua graha international,The Westin Resort Nusa Dua,13320000.0,Hotel,Local,100.0,Indonesia,821.6998848509755
INV-00068/KEVALA/OUT/05/2025,2025-05-24,shelter indonesia group,Shelter Pererenan,4495500.0,Restaurant,Local,30.0,Indonesia,277.32371113720427
INV-00068/KEVALA/OUT/06/2025,2025-06-24,nusadua graha international,The Westin Resort Nusa Dua,20246400.0,Hotel,Local,152.0,Indonesia,1248.9838249734828
INV-00069/KEVALA/OUT/05/2025,2025-05-24,shelter indonesia group,Shelter Pererenan,1082250.0,Restaurant,Local,15.0,Indonesia,66.76311564414176
INV-00069/KEVALA/OUT/06/2025,2025-06-24,nusadua graha international,The Westin Resort Nusa Dua,2358750.0,Hotel,Local,10.0,Indonesia,145.50935460902693
INV-00070/KEVALA/OUT/05/2025,2025-05-26,indonesia adventure sport,Nihi Sumba,10256400.0,Hotel,Local,48.0,Indonesia,632.7089113352512
INV-00070/KEVALA/OUT/06/2025,2025-06-25,ulu garden,Merta Surya Buana,12876000.0,Restaurant,Local,80.0,Indonesia,794.3098886892764
INV-00071/KEVALA/OUT/05/2025,2025-05-31,"artisan kuliner indonesia, pt",Bakerman,63591900.0,Restaurant,Local,274.0,Indonesia,3922.932200259366
INV-00072/KEVALA/OUT/02/2025,2025-02-27,boa development,Nihi Rote,43345500.0,Hotel,Local,270.0,Indonesia,2673.948375285883
INV-00072/KEVALA/OUT/05/2025,2025-05-27,loloan bali,Mexicola Seminyak,232878000.0,Restaurant,Local,920.0,Indonesia,14366.052986811223
INV-00072/KEVALA/OUT/06/2025,2025-06-25,spirit real-estate development company,Grand Hyatt Kuwait,135.0,Hotel,Export,3.0,Kuwait,135.0
INV-00073/KEVALA/OUT/02/2025,2025-02-27,karang mas sejahtera,Ayana Hospitality,5594400.0,Hotel,Local,24.0,Indonesia,345.11395163740974
INV-00074/KEVALA/OUT/02/2025,2025-02-27,belmond jimbaran puri bali,Bali Resort & Leisure,53124600.0,Hotel,Local,265.0,Indonesia,3277.2130407473073
INV-00074/KEVALA/OUT/06/2025,2025-06-25,six sense fiji,Six Sense,4427.0,Hotel,Export,379.0,Fiji,4427.0
INV-00075/KEVALA/OUT/06/2025,2025-06-25,leisure ventures langkawi sdn bhd,Four Seasons Resort Langkawi,4815.0,Hotel,Export,410.0,Malaysia,4815.0
INV-00076/KEVALA/OUT/02/2025,2025-02-27,tanjung benoa indonesia,Holiday in Benoa,46553400.0,Hotel,Local,216.0,Indonesia,2871.8410975541597
INV-00077/KEVALA/OUT/02/2025,2025-02-27,tanjung benoa indonesia,Holiday in Benoa,29992200.0,Hotel,Local,236.0,Indonesia,1850.19424072278
INV-00077/KEVALA/OUT/05/2025,2025-05-30,"kopi bar sela, pt",Chella Uluwatu,221850150.0,Restaurant,Local,1160.0,Indonesia,13685.75395714502
INV-00078/KEVALA/OUT/02/2025,2025-02-27,bali radiance,Bali Radiance,43956000.0,Hotel,Local,220.0,Indonesia,2711.6096200082193
INV-00078/KEVALA/OUT/05/2025,2025-05-30,ulu garden,Merta Surya Buana,38295000.0,Restaurant,Local,150.0,Indonesia,2362.3871689465545
INV-00078/KEVALA/OUT/06/2025,2025-06-26,"baguio mountainscapes, inc.",Filinvest 2,546.0,Agent,Export,42.0,Philippines,546.0
INV-00079/KEVALA/OUT/05/2025,2025-05-30,ulu garden,Merta Surya Buana,138835470.0,Restaurant,Local,800.0,Indonesia,8564.646374792123
INV-00079/KEVALA/OUT/06/2025,2025-06-26,"baguio mountainscapes, inc.",Filinvest 2,3228.0,Agent,Export,269.0,Philippines,3228.0
INV-00080/KEVALA/OUT/02/2025,2025-02-28,"balikpapan boga utama, cv",Balikpapan Boga Utama,11177700.0,Umum,Umum,20.0,Indonesia,689.543153370777
INV-00080/KEVALA/OUT/05/2025,2025-05-31,surasang pik,Surasang,46059450.0,Local,Local,311.0,Indonesia,2841.369726824269
INV-00080/KEVALA/OUT/06/2025,2025-06-26,bumi canggu nusantara,Motel Mexicola Canggu,78088500.0,Restaurant,Local,450.0,Indonesia,4817.215574938844
INV-00081/KEVALA/OUT/05/2025,2025-05-30,gili meno house,Gili Meno House,10789200.0,Hotel,Local,96.0,Indonesia,665.5769067292902
INV-00081/KEVALA/OUT/06/2025,2025-06-26,samara lombok,Samara Lombok,55594350.0,Hotel,Local,319.0,Indonesia,3429.569894396759
INV-00082/KEVALA/OUT/02/2025,2025-02-28,bali radiance,Bali Radiance,3108000.0,Hotel,Local,100.0,Indonesia,191.7299731318943
INV-00082/KEVALA/OUT/05/2025,2025-05-31,cap karoso development,Cap Karoso,272172000.0,Hotel,Local,1815.0,Indonesia,16790.0676471216
INV-00082/KEVALA/OUT/06/2025,2025-06-26,mukti organics,Mukti Organics (Skincare),11100.0,Personal,Export,600.0,Australia,11100.0
INV-00083/KEVALA/OUT/06/2025,2025-06-26,four seasons resort maldives at kuda huraa,HPL Resorts Private Limited,5102.5,Hotel,Export,450.0,Maldives,5102.5
INV-00084/KEVALA/OUT/06/2025,2025-06-26,usaha liburan uluwatu,Uluwatu Surf Villa,180610320.0,Hotel,Local,897.0,Indonesia,11141.702638655994
INV-00085/KEVALA/OUT/06/2025,2025-06-27,kala hospitality group,Kala Uluwatu,115023750.0,Restaurant,Local,400.0,Indonesia,7095.720880640195
INV-00086/KEVALA/OUT/06/2025,2025-06-27,bukit uluwatu villa,Alila Uluwatu,6882000.0,Hotel,Local,20.0,Indonesia,424.54494050633735
INV-00087/KEVALA/OUT/04/2025,2025-04-30,badan canggu international,Regent Canggu,216494400.0,Hotel,Local,995.0,Indonesia,13355.362128444523
INV-00087/KEVALA/OUT/05/2025,2025-05-31,pt caterison sukses,Hilton Bali,13320000.0,Hotel,Local,72.0,Indonesia,821.6998848509755
INV-00087/KEVALA/OUT/06/2025,2025-06-27,"cprc (maldives) pvt, ltd (ritz carlton maldives)",Ritz Carlton Maldives,20600.75,Hotel,Export,1650.0,Maldives,20600.75
INV-00088/KEVALA/OUT/03/2025,2025-03-31,karang mas sejahtera,Ayana Hospitality,210978144.0,Hotel,Local,1100.0,Indonesia,13015.068816131572
INV-00088/KEVALA/OUT/04/2025,2025-04-30,greek restaurant in uluwatu,Greek Restaurant,363349065.0,Restaurant,Local,1755.0,Indonesia,22414.706071412136
INV-00088/KEVALA/OUT/05/2025,2025-05-31,pt caterison sukses,Hilton Bali,176417850.0,Hotel,Local,1356.0,Indonesia,10883.07259989915
INV-00089/KEVALA/OUT/03/2025,2025-03-31,karang mas sejahtera,Ayana Hospitality,358206402.0,Hotel,Local,2315.0,Indonesia,22097.459405126297
INV-00091/KEVALA/OUT/02/2025,2025-02-28,samabe luxury resort,Samabe Luxury Resort,17582400.0,Hotel,Local,45.0,Indonesia,1084.6438480032878
INV-00092/KEVALA/OUT/02/2025,2025-02-28,nusadua graha international,The Westin Resort Nusa Dua,5150400.0,Hotel,Local,34.0,Indonesia,317.72395547571057
INV-00092/KEVALA/OUT/03/2025,2025-03-31,fairmont jakarta - pt senayan trikarya sempana,Fairmont Jakarta,185703000.0,Hotel,Local,820.0,Indonesia,11455.865894630684
INV-00093/KEVALA/OUT/02/2025,2025-02-28,the oberoi beach resort bali,Oberoi Beach,128010750.0,Hotel,Local,1058.0,Indonesia,7896.878268369896
INV-00093/KEVALA/OUT/03/2025,2025-03-31,karang mas sejahtera,Ayana Hospitality,130796306.0,Hotel,Local,540.0,Indonesia,8068.716935370343
INV-00093/KEVALA/OUT/05/2025,2025-05-31,shelter indonesia group,Shelter Pererenan,19758000.0,Restaurant,Local,210.0,Indonesia,1218.8548291956138
INV-00094/KEVALA/OUT/02/2025,2025-02-28,pahdi alam sejahtera,Pahdi,255854723.0,Restaurant,Local,882.0,Indonesia,15783.468200276146
INV-00094/KEVALA/OUT/05/2025,2025-05-31,riviera bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,2797200.0,Restaurant,Local,24.0,Indonesia,172.55697581870487
INV-00095/KEVALA/OUT/02/2025,2025-02-28,"prima adhitama international development, pt",Ayana Midplaza Jakarta,8678911.0,Hotel,Local,51.0,Indonesia,535.3949076074974
INV-00095/KEVALA/OUT/05/2025,2025-05-31,cap karoso development,Cap Karoso,31872263.0,Hotel,Local,155.0,Indonesia,1966.1737865645653
INV-00096/KEVALA/OUT/05/2025,2025-05-31,duta jaya perkasa,Jumeirah Bali,17343750.0,Hotel,Local,125.0,Indonesia,1069.9217250663744
INV-00096/KEVALA/OUT/06/2025,2025-06-30,samanvaya,Zen Happy,143450850.0,Hotel,Local,782.0,Indonesia,8849.365384892986
INV-00097/KEVALA/OUT/06/2025,2025-06-30,samanvaya,Zen Happy,10184250.0,Hotel,Local,85.0,Indonesia,628.258036958975
INV-00098/KEVALA/OUT/05/2025,2025-06-10,graha agung indah sentosa,Indigo Bintan,193825000.0,Hotel,Local,1305.0,Indonesia,11956.905419012037
INV-00100/KEVALA/OUT/02/2025,2025-02-28,boa development,Nihi Rote,9906750.0,Hotel,Local,21.0,Indonesia,611.1392893579131
INV-00100/KEVALA/OUT/04/2025,2025-04-30,hotel indonesia sanur international,Meru,35750000.0,Hotel,Local,450.0,Indonesia,2205.388204461139
INV-00100/KEVALA/OUT/06/2025,2025-06-30,"bandung pakar, pt",Indigo Bandung,230000000.0,Hotel,Local,996.0,Indonesia,14188.511525204533
INV-00101/KEVALA/OUT/02/2025,2025-02-28,boa development,Nihi Rote,6132750.0,Hotel,Local,13.0,Indonesia,378.32432198347
INV-00102/KEVALA/OUT/02/2025,2025-02-28,handara golf & resort bali,Sarana Buana Handara,248684400.0,Hotel,Local,888.0,Indonesia,15341.136850167713
INV-00102/KEVALA/OUT/04/2025,2025-04-10,"kopi bar sela, pt",Chella Uluwatu,2136750.0,Restaurant,Local,35.0,Indonesia,131.81435652817734
INV-00102/KEVALA/OUT/06/2025,2025-06-30,bali perkasa sukses,Indigo Bali,41275350.0,Hotel,Local,232.0,Indonesia,2546.2425181819603
INV-00103/KEVALA/OUT/04/2025,2025-04-30,hotel indonesia sanur international,Meru,48050000.0,Hotel,Local,574.0,Indonesia,2964.16512515686
INV-00103/KEVALA/OUT/06/2025,2025-06-30,nusadua graha international,The Westin Resort Nusa Dua,17449200.0,Hotel,Local,,Indonesia,1076.426849154778
INV-00104/KEVALA/OUT/02/2025,2025-02-18,al ghalia w.l.l,Jihad,705.13,Agent,Export,1.0,Bahrain,705.13
INV-00104/KEVALA/OUT/04/2025,2025-04-30,hotel indonesia sanur international,Meru,68940000.0,Hotel,Local,662.0,Indonesia,4252.852106728697
INV-00104/KEVALA/OUT/06/2025,2025-06-30,nusadua graha international,The Westin Resort Nusa Dua,17582400.0,Hotel,Local,132.0,Indonesia,1084.6438480032878
INV-00105/KEVALA/OUT/04/2025,2025-04-30,hotel indonesia sanur international,Meru,48000000.0,Hotel,Local,320.0,Indonesia,2961.0806661296415
INV-00105/KEVALA/OUT/06/2025,2025-06-30,nusadua graha international,The Westin Resort Nusa Dua,4162500.0,Hotel,Local,15.0,Indonesia,256.7812140159299
INV-00106/KEVALA/OUT/06/2025,2025-06-30,bukit uluwatu villa,Alila Uluwatu,1376400.0,Hotel,Local,4.0,Indonesia,84.90898810126747
