invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type
INV-1675/KEVALA/OUT/I/2024,24 Jan 2024,The Sanubari Hotel,MDA ABS Kuningan,"42,046,800.",Hotel,Local
INV-1676/KEVALA/OUT/I/2024,01 Feb 2024,Yen Group Indonesia,Yen Senopati,"13,908,300.",Restaurant,Local
INV-1677/KEVALA/OUT/I/2024,26 Jan 2024,PT Autogrill Services Indonesia,Wolf Gang Puck,"53,621,325.",Restaurant,Local
INV-1678/KEVALA/OUT/I/2024,26 Jan 2024,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"9,879,000.",Hotel,Local
INV-1679/KEVALA/OUT/I/2024,23 Mar 2024,Bali Perkasa Sukses,Indigo Bali,"16,146,615.",Hotel,Local
INV-1680/KEVALA/OUT/2024,23 Mar 2024,Bali Perkasa Sukses,Indigo Bali,"3,774,000.",Hotel,Local
INV-1682/KEVALA/OUT/I/2024,26 Jan 2024,Bali Boga Anugrah,Peggy Brass,"172,716,000.",Restaurant,Local
INV-1683/KEVALA/OUT/II/2024,08 Mar 2024,"Hai Ha Handicraft Co., Ltd",Hai Ha,"1,050.",Hotel,Export
INV-1685/KEVALA/OUT/I/2024,23 Mar 2024,Hotel Pandan Arum,Maya Ubud,"5,272,500.",Hotel,Local
INV-1686/KEVALA/OUT/I/2024,29 Jan 2024,PMJ Sakti Gamat,Maua Penida,"9,324,000.",Hotel,Local
INV-1687/KEVALA/OUT/I/2024,29 Jan 2024,Bali Bounty,Kudeta,"7,792,200.",Restaurant,Local
INV-1688/KEVALA/OUT/I/2024,23 Mar 2024,Bokashi Berawa,Bokashi Berawa,"16,650,000.",Restaurant,Local
INV-1689/KEVALA/OUT/I/2024,01 Mar 2024,Maya Resort,Maya Sanur,"896,325.",Hotel,Local
INV-1690/KEVALA/OUT/I/2024,23 Mar 2024,Bali Perkasa Sukses,Indigo Bali,"6,803,745.",Hotel,Local
INV-1691/KEVALA/OUT/I/2024,30 Jan 2024,Taurus Gemilang,Revolver Taurus,"12,598,500.",Restaurant,Local
INV-1692/KEVALA/OUT/I/2024,01 May 2024,Samanvaya,Zen Happy,"11,155,500.",Hotel,Local
INV-1693/KEVALA/OUT/I/2024,23 Mar 2024,Bali Perkasa Sukses,Indigo Bali,"10,051,050.",Hotel,Local
INV-1695/KEVALA/OUT/VII/2023,30 Jan 2024,Surya Jaya Plastik SJP,SJP-Beatrice,"80,752,500.",Personal,Local
INV-1696/KEVALA/OUT/I/2024,16 Feb 2024,MG Hotel Supplies LLC,MG Hotel,864.,Agent,Export
INV-1697/KEVALA/OUT/I/2024,01 Mar 2024,Maya Resort,Maya Sanur,"1,708,290.",Hotel,Local
INV-1698/KEVALA/OUT/I/2024,23 Mar 2024,Hotel Pandan Arum,Maya Ubud,"4,592,347.",Hotel,Local
INV-1699/KEVALA/OUT/I/2024,01 Mar 2024,Abirupa Nusa Cipta,Tejaprana Bisma,"6,660,000.",Hotel,Local
INV-1700/KEVALA/OUT/XI/2023,31 Jan 2024,Japa Putra Wijaka,Japa Ubud,"22,866,000.",Hotel,Local
INV-1702/KEVALA/OUT/I/2024,01 Feb 2024,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"14,407,800.",Hotel,Local
INV-1703/KEVALA/OUT/I/2024,01 Feb 2024,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"15,800,000.",Hotel,Local
INV-1704/KEVALA/OUT/I/2024,01 Feb 2024,Bali Nusaintan,The Ritz Carlton Bali,"11,632,800.",Hotel,Local
INV-1705/KEVALA/OUT/I/2024,01 Feb 2024,"Loka Neka Jaya, PT",Locavore NXT,"3,413,250.",Restaurant,Local
INV-1707/KEVALA/OUT/I/2024,01 Feb 2024,Dewata Jaya Land,Amnaya Resort,"11,222,100.",Hotel,Local
INV-1708/KEVALA/OUT/I/2024,02 Feb 2024,Griya Bali Dwipa,The Legian,"45,004,950.",Hotel,Local
INV-1710/KEVALA/OUT/I/2024,02 Feb 2024,Bali Perkasa Sukses,Indigo Bali,"9,990,000.",Hotel,Local
INV-1711/KEVALA/OUT/I/2024,02 Feb 2024,Bali Perkasa Sukses,Indigo Bali,"2,821,065.",Hotel,Local
INV-1712/KEVALA/OUT/I/2024,06 Feb 2024,Sutera Bali,Mamasan Dimsum,"3,663,000.",Restaurant,Local
INV-1713/KEVALA/OUT/I/2024,06 Feb 2024,Nativa Graha Saji,Billy Ho,"1,465,200.",Restaurant,Local
INV-1715/KEVALA/OUT/I/2024,07 Feb 2024,Maya Resort,Maya Sanur,"10,465,912.",Hotel,Local
INV-1716/KEVALA/OUT/I/2024,07 Feb 2024,Maya Resort,Maya Sanur,"7,492,500.",Hotel,Local
INV-1717/KEVALA/OUT/I/2024,08 Feb 2024,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"6,909,750.",Hotel,Local
INV-1718/KEVALA/OUT/I/2024,08 Feb 2024,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"8,158,500.",Hotel,Local
INV-1719/KEVALA/OUT/I/2024,09 Feb 2024,Griya Bali Dwipa,The Legian,"4,917,300.",Hotel,Local
INV-1720/KEVALA/OUT/I/2024,09 Feb 2024,Bottega,Bottega,"15,262,500.",Restaurant,Local
INV-1721/KEVALA/OUT/I/2024,09 Feb 2024,Shelter Indonesia Group,Shelter Seminyak,"28,049,700.",Restaurant,Local
INV-1722/KEVALA/OUT/II/2024,09 Feb 2024,Bali Perkasa Sukses,Indigo Bali,"4,506,045.",Hotel,Local
INV-1723/KEVALA/OUT/II/2024,12 Feb 2024,Bokashi Berawa,Bokashi Berawa,"170,229,600.",Restaurant,Local
INV-1724/KEVALA/OUT/II/2024,12 Feb 2024,Bali Perkasa Sukses,Indigo Bali,"8,857,800.",Hotel,Local
INV-1725/KEVALA/OUT/II/2024,13 Feb 2024,Sejahtera Indoco,Nusa Dua Beach,"282,737,812.",Hotel,Local
INV-1726/KEVALA/OUT/II/2024,13 Feb 2024,Seniman Industries,Seniman Caffe,"3,552,000.",Hotel,Local
INV-1727/KEVALA/OUT/II/2024,17 Feb 2024,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"3,885,000.",Hotel,Local
INV-1728/KEVALA/OUT/II/2024,17 Feb 2024,Indonesia Adventure Sport,Nihi Sumba,"38,295,000.",Hotel,Local
INV-1732/KEVALA/OUT/V/2024,14 May 2024,Patina Maldives Fari Islands,Patina Maldives,"37,372.5",Hotel,Export
INV-1733/KEVALA/OUT/II/2024,19 Feb 2024,Clandestino Food Group,Riviera,"10,256,400.",Restaurant,Local
INV-1735/KEVALA/OUT/II/2024,21 Feb 2024,Vista Padang Asri,Suarga Resort,"2,497,500.",Hotel,Local
INV-1736/KEVALA/OUT/II/2024,23 Feb 2024,Graha Alam Lestari,The Apurva Kempinski Bali,"173,283,626.",Hotel,Local
INV-1741/KEVALA/OUT/II/2024,26 Feb 2024,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"9,190,800.",Hotel,Local
INV-1742/KEVALA/OUT/II/2024,26 Feb 2024,Indonesia Adventure Sport,Nihi Sumba,"33,699,600.",Hotel,Local
INV-1743/KEVALA/OUT/II/2024,26 Feb 2024,Maya Resort,Maya Sanur,"2,109,000.",Hotel,Local
INV-1744/KEVALA/OUT/II/2024,26 Feb 2024,Maya Resort,Maya Sanur,"421,800.",Hotel,Local
INV-1745/KEVALA/OUT/II/2024,25 Apr 2024,Hotel Pandan Arum,Maya Ubud,"2,114,272.",Hotel,Local
INV-1746/KEVALA/OUT/II/2024,26 Feb 2024,Bali Perkasa Sukses,Indigo Bali,"19,785,750.",Hotel,Local
INV-1747/KEVALA/OUT/II/2024,26 Feb 2024,Abirupa Nusa Cipta,Tejaprana Bisma,"16,983,000.",Hotel,Local
INV-1751/KEVALA/OUT/II/2024,29 Feb 2024,Kala Hospitality Group,Kala Uluwatu,"166,056,000.",Restaurant,Local
INV-1752/KEVALA/OUT/II/2024,23 Mar 2024,Prima Fenomena Jaya,Prima Fenomena Jaya,"72,333,150.",Restaurant,Local
INV-1753/KEVALA/OUT/II/2024,23 Mar 2024,Prima Fenomena Jaya,Prima Fenomena Jaya,"68,398,200.",Restaurant,Local
INV-1754/KEVALA/OUT/II/2024,29 Feb 2024,The Lombok Lodge,Lombok Lodge,"67,710,000.",Hotel,Local
INV-1755/KEVALA/OUT/II/2024,04 Mar 2024,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"23,842,800.",Hotel,Local
INV-1756/KEVALA/OUT/II/2024,04 Mar 2024,Bokashi Berawa,Bokashi Berawa,"3,996,000.",Restaurant,Local
INV-1757/KEVALA/OUT/II/2024,04 Mar 2024,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"5,427,900.",Hotel,Local
INV-1758/KEVALA/OUT/III/2024,04 Mar 2024,Maya Resort,Maya Sanur,"14,014,305.",Hotel,Local
INV-1759/KEVALA/OUT/III/2024,05 Mar 2024,Batu Mejan Sukses Bersama Bali,La Brisa,"6,393,600.",Restaurant,Local
INV-1760/KEVALA/OUT/III/2024,26 Mar 2024,Karang Mas Sejahtera,Ayana Hospitality,"16,872,000.",Hotel,Local
INV-1761/KEVALA/OUT/III/2024,05 Mar 2024,Hotel Indonesia Sanur International,Meru,"1,599,693,000.",Hotel,Local
INV-1762/KEVALA/OUT/III/2024,05 Mar 2024,Hotel Indonesia Sanur International,Meru,"116,064,000.",Hotel,Local
INV-1763/KEVALA/OUT/III/2024,06 Mar 2024,Revolver Cinta kopi,Revolver,"32,495,250.",Restaurant,Local
INV-1764/KEVALA/OUT/III/2024,07 Mar 2024,Cahaya Warna Prima,Six Sense Uluwatu,"22,200,000.",Hotel,Local
INV-1765/KEVALA/OUT/III/2024,08 Mar 2024,Maya Resort,Maya Sanur,"11,810,400.",Hotel,Local
INV-1766/KEVALA/OUT/III/2024,14 Mar 2024,Renarte General Trading LLC,Renarte,508.8,Agent,Export
INV-1767/KEVALA/OUT/III/2024,13 Mar 2024,Kafe Ubud,Hanoman Kafe,"31,080,000.",Restaurant,Local
INV-1768/KEVALA/OUT/III/2024,13 Mar 2024,Amanda Arumdhani,Four Season Sayan,"29,559,300.",Hotel,Local
INV-1769/KEVALA/OUT/III/2024,14 Mar 2024,Bali Perkasa Sukses,Indigo Bali,"4,528,800.",Hotel,Local
INV-1770/KEVALA/OUT/III/2024,14 Mar 2024,Six Senses Amaala,Amaala,525.45,Hotel,Export
INV-1771/KEVALA/OUT/III/2024,15 Mar 2024,Maya Resort,Maya Sanur,"37,550,745.",Hotel,Local
INV-1772/KEVALA/OUT/III/2024,15 Mar 2024,Amanda Arumdhani,Four Season Sayan,"37,945,350.",Hotel,Local
INV-1773/KEVALA/OUT/III/2024,23 Mar 2024,Bali Bayad Development,Begawan Sweet and Sawah,"118,631,250.",Restaurant,Local
INV-1774/KEVALA/OUT/III/2024,08 Mar 2024,Brett Hospitality Group,Mason Uluwatu,"29,270,700.",Restaurant,Local
INV-1775/KEVALA/OUT/III/2024,23 Mar 2024,Bukit Uluwatu Villa,Alila Uluwatu,"9,706,950.",Hotel,Local
INV-1776/KEVALA/OUT/III/2024,23 Mar 2024,Dapur Karya Enak,Woo Bo Restaurant,"94,405,500.",Restaurant,Local
INV-1778/KEVALA/OUT/III/2024,23 Mar 2024,Bukit Uluwatu Villa,Alila Uluwatu,"10,989,000.",Hotel,Local
INV-1779/KEVALA/OUT/III/2024,23 Mar 2024,Bukit Uluwatu Villa,Alila Uluwatu,"6,594,510.",Hotel,Local
INV-1780/KEVALA/OUT/III/2024,23 Mar 2024,Jaddi Globalindo,AW Kitchen,"45,421,200.",Restaurant,Local
INV-1782/KEVALA/OUT/III/2024,23 Mar 2024,Bali Perkasa Sukses,Indigo Bali,"6,554,550.",Hotel,Local
INV-1783/KEVALA/OUT/III/2024,23 Mar 2024,Bali Perkasa Sukses,Indigo Bali,"13,691,850.",Hotel,Local
INV-1784/KEVALA/OUT/III/2024,25 Mar 2024,Bali Perkasa Sukses,Indigo Bali,"4,334,550.",Hotel,Local
INV-1785/KEVALA/OUT/III/2024,26 Mar 2024,Bukit Uluwatu Villa,Alila Uluwatu,"5,494,500.",Hotel,Local
INV-1786/KEVALA/OUT/III/2024,26 Mar 2024,Bukit Uluwatu Villa,Alila Uluwatu,"5,006,100.",Hotel,Local
INV-1789/KEVALA/OUT/III/2024,26 Mar 2024,Selera Dapur Sedap,Jin Joo,"78,854,400.",Restaurant,Local
INV-1790/KEVALA/OUT/III/2024,26 Mar 2024,Dapur Karya Enak,Woo Bo Restaurant,"12,987,000.",Restaurant,Local
INV-1791/KEVALA/OUT/III/2024,26 Mar 2024,The Sanubari Hotel,MDA ABS Kuningan,"7,492,500.",Hotel,Local
INV-1792/KEVALA/OUT/III/2024,27 Mar 2024,Indonesia Adventure Sport,Nihi Sumba,"3,729,600.",Hotel,Local
INV-1793/KEVALA/OUT/III/2024,26 Mar 2024,Amanda Arumdhani,Four Season Sayan,"28,904,400.",Hotel,Local
INV-1796/KEVALA/OUT/III/2024,19 Apr 2024,Simon Burgess,Simon Burgess,"1,840.",Personal,Export
INV-1797/KEVALA/OUT/III/2024,29 Mar 2024,Nusantara Ubud,CIPATI YUDHA PERSADA/JVJ Gastro Warung,"24,697,500.",Restaurant,Local
INV-1800/KEVALA/OUT/III/2024,28 Mar 2024,Sheraton Melbourne Hotel,Sheraton,624.,Hotel,Export
INV-1802/KEVALA/OUT/III/2024,29 Mar 2024,Sharon Frances,Sharon Frances,"17,138,400.",Personal,Local
INV-1803/KEVALA/OUT/III/2024,31 Mar 2024,Bukit Uluwatu Villa,Alila Uluwatu,"10,439,550.",Hotel,Local
INV-1804/KEVALA/OUT/III/2024,31 Mar 2024,Abirupa Nusa Cipta,Tejaprana Bisma,"43,401,000.",Hotel,Local
INV-1805/KEVALA/OUT/IV/2024,01 Apr 2024,Mushka Dua Bali,Blanche Bistro,"19,980,000.",Restaurant,Local
INV-1806/KEVALA/OUT/IV/2024,01 Apr 2024,Artisan Kuliner Indonesia,Artisan,"53,946,000.",Restaurant,Local
INV-1807/KEVALA/OUT/IV/2024,02 Apr 2024,Abirupa Nusa Cipta,Tejaprana Bisma,"27,916,500.",Hotel,Local
INV-1808/KEVALA/OUT/IV/2024,02 Apr 2024,Amanda Arumdhani,Four Season Sayan,"56,032,800.",Hotel,Local
INV-1809/KEVALA/OUT/IV/2024,03 Apr 2024,Bali Perkasa Sukses,Indigo Bali,"22,410,900.",Hotel,Local
INV-1810/KEVALA/OUT/IV/2024,04 Apr 2024,Indonesia Adventure Sport,Nihi Sumba,"33,699,600.",Hotel,Local
INV-1811/KEVALA/OUT/IV/2024,04 Apr 2024,Shelter Indonesia Group,Shelter Pererenan,"15,706,500.",Restaurant,Local
INV-1812/KEVALA/OUT/IV/2024,09 Apr 2024,Amanda Arumdhani,Four Season Sayan,"53,685,150.",Hotel,Local
INV-1814/KEVALA/OUT/IV/2024,16 May 2024,Four Seasons Resort Seychelles Petit Anse Development LTD,Four Seasons Resort Seychelles,366.,Hotel,Export
INV-1815/KEVALA/OUT/IV/2024,16 Apr 2024,Bukit Uluwatu Villa,Alila Uluwatu,"10,352,970.",Hotel,Local
INV-1816/KEVALA/OUT/IV/2024,16 Apr 2024,Bukit Uluwatu Villa,Alila Uluwatu,"2,308,800.",Hotel,Local
INV-1817/KEVALA/OUT/IV/2024,17 Apr 2024,Amanda Arumdhani,Four Season Sayan,"15,506,700.",Hotel,Local
INV-1818/KEVALA/OUT/IV/2024,25 Apr 2024,Jimbaran Villas,Bvlgari,"15,390,427.",Hotel,Local
INV-1819/KEVALA/OUT/IV/2024,18 Apr 2024,Dapur Asian Lokal,Hujan Lokal,"5,860,800.",Restaurant,Local
INV-1820/KEVALA/OUT/IV/2024,18 Apr 2024,Brett Hospitality Group,Mason Pererenan Barvera,"21,489,600.",Restaurant,Local
INV-1821/KEVALA/OUT/IV/2024,19 Apr 2024,Batu Mejan Sukses Bersama Bali,La Brisa,"5,061,600.",Restaurant,Local
INV-1822/KEVALA/OUT/IV/2024,19 Apr 2024,Pribadi Boga Utama,Buzo Restaurant/Salazon,"48,551,400.",Restaurant,Local
INV-1824/KEVALA/OUT/IV/2024,22 Apr 2024,Bali Perkasa Sukses,Indigo Bali,"7,215,000.",Hotel,Local
INV-1825/KEVALA/OUT/IV/2024,23 Apr 2024,Karang Mas Sejahtera,Ayana Hospitality,"226,480,237.",Hotel,Local
INV-1826/KEVALA/OUT/IV/2024,23 Apr 2024,Fortuna Paradiso Optima,The Luxury Collection,"250,612,470.",Hotel,Local
INV-1827/KEVALA/OUT/IV/2024,24 Apr 2024,Anaamaya Resort Seminyak,Alila Seminyak,"438,450.",Hotel,Local
INV-1828/KEVALA/OUT/IV/2024,24 Apr 2024,Bukit Uluwatu Villa,Alila Uluwatu,"1,953,600.",Hotel,Local
INV-1830/KEVALA/OUT/IV/2024,26 Apr 2024,Wynncor Bali,Andaz Bali,"24,142,500.",Hotel,Local
INV-1831/KEVALA/OUT/IV/2024,26 Apr 2024,Kebun Bistro Ubud,Kebun Bistro,"18,559,200.",Restaurant,Local
INV-1832/KEVALA/OUT/IV/2024,08 May 2024,Amanda Arumdhani,Four Season Sayan,"46,031,700.",Hotel,Local
INV-1835/KEVALA/OUT/V/2024,02 May 2024,Bengawan Villa,Bengawan Villa,"60,517,200.",Hotel,Local
INV-1836/KEVALA/OUT/V/2024,02 May 2024,Bukit Uluwatu Villa,Alila Uluwatu,"3,740,700.",Hotel,Local
INV-1837/KEVALA/OUT/V/2024,02 May 2024,Indonesia Adventure Sport,Nihi Sumba,"21,844,800.",Hotel,Local
INV-1838/KEVALA/OUT/V/2024,02 May 2024,Jimbaran Villas,Bvlgari,"11,246,242.",Hotel,Local
INV-1839/KEVALA/OUT/IV/2024,30 Apr 2024,Grand Hyatt Jakarta,Plaza Indonesia Realty,"44,955,000.",Hotel,Local
INV-1839/KEVALA/OUT/V/2024,06 May 2024,Bali Radiance,Bali Radiance,"45,732,000.",Hotel,Local
INV-1840/KEVALA/OUT/V/2024,07 May 2024,Nusadua Graha International,The Westin Resort Nusa Dua,"47,186,100.",Hotel,Local
INV-1841/KEVALA/OUT/V/2024,07 May 2024,Sejahtera Indoco,Nusa Dua Beach,"5,594,400.",Hotel,Local
INV-1842/KEVALA/OUT/V/2024,10 May 2024,Buana Giri Fortuna,Bali Good Food Catering,"56,743,200.",Restaurant,Local
INV-1843/KEVALA/OUT/V/2024,10 May 2024,Bali Radiance,Bali Radiance,"122,100,000.",Hotel,Local
INV-1844/KEVALA/OUT/V/2024,13 May 2024,Nusadua Graha International,The Westin Resort Nusa Dua,"69,691,350.",Hotel,Local
INV-1845/KEVALA/OUT/V/2024,13 May 2024,Fortuna Paradiso Optima,The Luxury Collection,"13,956,307.",Hotel,Local
INV-1846/KEVALA/OUT/V/2024,14 May 2024,Maya Resort,Maya Sanur,"14,652,277.",Hotel,Local
INV-1847/KEVALA/OUT/V/2024,14 May 2024,Indonesia Adventure Sport,Nihi Sumba,"7,770,000.",Hotel,Local
INV-1848/KEVALA/OUT/V/2024,15 May 2024,Ulekan Berawa,Ni Wayan Jonti,"12,187,800.",Restaurant,Local
INV-1849/KEVALA/OUT/V/2024,15 May 2024,Karang Mas Sejahtera,Ayana Hospitality,"49,950,000.",Hotel,Local
INV-1850/KEVALA/OUT/V/2024,16 May 2024,HUGO BOSS South East Asia Pte.Ltd.,HUGO BOSS,"5,954.04",Hotel,Local
INV-1851/KEVALA/OUT/V/2024,16 May 2024,Bali Perkasa Sukses,Indigo Bali,"6,060,600.",Hotel,Local
INV-1852/KEVALA/OUT/V/2024,29 Aug 2024,Optimist Pererenan,Optimist Pererenan,"179,792,250.",Restaurant,Local
INV-1853/KEVALA/OUT/V/2024,18 May 2024,"JTB Trading, Inc. ( Six Sense Kyoto)",Six Sense Kyoto,"1,225.",Hotel,Export
INV-1855/KEVALA/OUT/V/2024,20 May 2024,Wahana Duta Jaya Rucika,Ibu Ming/Elaine,"38,206,200.",Personal,Local
INV-1856/KEVALA/OUT/V/2024,23 May 2024,Bukit Uluwatu Villa,Alila Uluwatu,"8,757,900.",Hotel,Local
INV-1857/KEVALA/OUT/V/2024,23 May 2024,Nusadua Graha International,The Westin Resort Nusa Dua,"51,953,550.",Hotel,Local
INV-1858/KEVALA/OUT/V/2024,23 May 2024,Jimbaran Villas,Bvlgari,"8,963,250.",Hotel,Local
INV-1859/KEVALA/OUT/V/2024,23 May 2024,Sutera Bali,Mamasan,"25,308,000.",Restaurant,Local
INV-1860/KEVALA/OUT/V/2024,23 May 2024,Nativa Graha Saji,Billy Ho,"6,526,800.",Restaurant,Local
INV-1861/KEVALA/OUT/V/2024,24 May 2024,Bokashi Berawa,Bokashi Berawa,"5,827,500.",Restaurant,Local
INV-1862/KEVALA/OUT/V/2024,24 May 2024,Amanda Arumdhani,Four Season Sayan,"18,037,500.",Hotel,Local
INV-1863/KEVALA/OUT/V/2024,24 May 2024,Grand Hyatt Jakarta,Plaza Indonesia Realty,"1,408,268.",Hotel,Local
INV-1864/KEVALA/OUT/V/2024,24 May 2024,Grand Hyatt Jakarta,Plaza Indonesia Realty,"26,640,000.",Hotel,Local
INV-1865/KEVALA/OUT/V/2024,24 May 2024,Greenland Rajawali Utama,Four Seasons Hotel Jakarta,"1,531,800.",Hotel,Local
INV-1866/KEVALA/OUT/V/2024,27 May 2024,Amanda Arumdhani,Four Season Sayan,"27,350,400.",Hotel,Local
INV-1867/KEVALA/OUT/V/2024,28 May 2024,Good Food Guys,Milk & Madu Berawa,"27,500,250.",Restaurant,Local
INV-1868/KEVALA/OUT/V/2024,28 May 2024,Good Food Cafe,Milk & Madu Beach Road,"42,485,250.",Restaurant,Local
INV-1869/KEVALA/OUT/V/2024,29 May 2024,Amanda Arumdhani,Four Season Sayan,"7,642,350.",Hotel,Local
INV-1870/KEVALA/OUT/V/2024,30 May 2024,Jimbaran Villas,Bvlgari,"4,671,435.",Hotel,Local
INV-1871/KEVALA/OUT/V/2024,30 May 2024,Bukit Uluwatu Villa,Alila Uluwatu,"5,577,750.",Hotel,Local
INV-1872/KEVALA/OUT/V/2024,31 May 2024,Wana Kamala Gemilang,Omma Bali,"46,714,350.",Restaurant,Local
INV-1873/KEVALA/OUT/V/2024,31 May 2024,Bali Perkasa Sukses,Indigo Bali,"1,864,800.",Hotel,Local
INV-1874/KEVALA/OUT/V/2024,31 May 2024,Anaamaya Resort Seminyak,Alila Seminyak,"4,773,000.",Hotel,Local
INV-1875/KEVALA/OUT/V/2024,31 May 2024,Bokashi Berawa,Bokashi Berawa,"31,135,500.",Restaurant,Local
INV-1876/KEVALA/OUT/VI/2024,07 Jun 2024,Sungguh Sangat Nikmat,Bodass Dessert Bar,"44,888,400.",Restaurant,Local
INV-1877/KEVALA/OUT/V/2024,31 May 2024,Shelter Indonesia Group,Shelter Canggu,"197,644,935.",Restaurant,Local
INV-1878/KEVALA/OUT/VI/2024,03 Jun 2024,Bali General Supply,BGS,"6,127,200.",Restaurant,Local
INV-1879/KEVALA/OUT/VI/2024,03 Jun 2024,Bukit Uluwatu Villa,Alila Uluwatu,"4,978,350.",Hotel,Local
INV-1880/KEVALA/OUT/VI/2024,06 Jun 2024,Boa Development,Nihi Rote,"39,904,500.",Hotel,Local
INV-1883/KEVALA/OUT/VI/2024,05 Jun 2024,Good Food People,Milk & Madu Ubud,"7,459,200.",Restaurant,Local
INV-1884/KEVALA/OUT/VI/2024,05 Jun 2024,Santanera,Santanera,"27,139,500.",Restaurant,Local
INV-1886/KEVALA/OUT/VI/2024,10 Jun 2024,Mandara Spa Indonesia,Mandara Spa,"21,645,000.",SPA,Local
INV-1887/KEVALA/OUT/VI/2024,12 Jun 2024,Nusadua Graha International,The Westin Resort Nusa Dua,"20,135,400.",Hotel,Local
INV-1888/KEVALA/OUT/VI/2024,13 Jun 2024,Indonesia Adventure Sport,Nihi Sumba,"11,655,000.",Hotel,Local
INV-1889/KEVALA/OUT/VI/2024,13 Jun 2024,MTS Investments Indonesia,Further Hotel,"9,102,000.",Hotel,Local
INV-1890/KEVALA/OUT/VI/2024,17 Jun 2024,Success Venture Hotel Investment,Pan Pacific Hotel,"6,915,690.",Hotel,Local
INV-1891/KEVALA/OUT/VI/2024,19 Jun 2024,Da Maria,Da Maria,"2,097,900.",Restaurant,Local
INV-1893/KEVALA/OUT/VI/2024,19 Jun 2024,Balcony,Balcony,"84,823,980.",Restaurant,Local
INV-1894/KEVALA/OUT/VI/2024,21 Jun 2024,Bukit Uluwatu Villa,Alila Uluwatu,"18,037,500.",Hotel,Local
INV-1897/KEVALA/OUT/VI/2024,25 Jun 2024,Sutera Bali,Mamasan,"7,059,600.",Restaurant,Local
INV-1898/KEVALA/OUT/VI/2024,26 Jun 2024,Mactan Seascapes Service INC (Crimson),Crimson / Boracay,730.,Hotel,Export
INV-1899/KEVALA/OUT/VI/2024,28 Jun 2024,"Loka Neka Jaya, PT",Locavore NXT,"73,260,000.",Restaurant,Local
INV-1900/KEVALA/OUT/VI/2024,28 Jun 2024,Karang Mas Sejahtera,Ayana Hospitality,"136,557,750.",Hotel,Local
INV-1902/KEVALA/OUT/VI/2024,30 Jun 2024,Badan Canggu International,Regent Canggu,"622,217,160.",Hotel,Local
INV-1903/KEVALA/OUT/VI/2024,30 Jun 2024,Badan Canggu International,Regent Canggu,"1,278,705,792.",Hotel,Local
INV-1904/KEVALA/OUT/VI/2024,28 Jun 2024,Hamish & Raisa,Hamish & Raisa,"11,194,350.",Personal,Local
INV-1907/KEVALA/OUT/VI/2024,30 Jun 2024,Good Food Cafe,Milk & Madu Uluwatu,"75,147,000.",Restaurant,Local
INV-1908/KEVALA/OUT/VII/2024,02 Jul 2024,Pablo Long Time Asian Restaurant,Pablo Long Time,"149,239,500.",Restaurant,Local
INV-1909/KEVALA/OUT/VII/2024,02 Jul 2024,Pablo Long Time Asian Restaurant,Pablo Long Time,"4,662,000.",Restaurant,Local
INV-1910/KEVALA/OUT/VII/2024,02 Jul 2024,Pablo Long Time Asian Restaurant,Pablo Long Time,"6,216,000.",Restaurant,Local
INV-1911/KEVALA/OUT/VII/2024,02 Jul 2024,Bumi Canggu Nusantara,Motel Mexicola Canggu,"30,136,500.",Restaurant,Local
INV-1913/KEVALA/OUT/VII/2024,03 Jul 2024,Nusadua Graha International,The Westin Resort Nusa Dua,"6,143,850.",Hotel,Local
INV-1914/KEVALA/OUT/VII/2024,03 Jul 2024,Graha Alam Lestari,The Apurva Kempinski Bali,"73,159,101.",Hotel,Local
INV-1915/KEVALA/OUT/VII/2024,04 Jul 2024,Seniman Industries,Seniman Caffe,"4,262,400.",Hotel,Local
INV-1916/KEVALA/OUT/VII/2024,05 Jul 2024,Wakatobi Resort,Wakatobi,"1,598,400.",Hotel,Local
INV-1917/KEVALA/OUT/VII/2024,05 Jul 2024,Duta Jaya Perkasa,Jumeirah Bali,"16,816,500.",Hotel,Local
INV-1918/KEVALA/OUT/VII/2024,05 Jul 2024,Michael Lorenti,Michael Lorenti,"34,365,600.",Personal,Local
INV-1919/KEVALA/OUT/VII/2024,05 Jul 2024,Michael Lorenti,Michael Lorenti,"3,829,500.",Personal,Local
INV-1920/KEVALA/OUT/VII/2024,05 Jul 2024,Karya Agung Kisma Lestari,Laguna Hotel Bali,"24,420,000.",Hotel,Local
