invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type
SI.2023.05.00318,31 May 2023,Revenue Studio,Studio,"3,800,000.",Studio,Local
SI.2023.05.00319,31 May 2023,Revenue Studio,Studio,"2,156,000.",Studio,Local
SI.2023.06.00003,07 Feb 2023,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"537,517.5",Hotel,Local
SI.2023.06.00004,09 Jun 2023,Lynley Le Grand,Lynley Le Grand,"2,500,000.",Hotel,Local
SI.2023.06.00005,02 Jun 2023,Shed Shop,Shed Shop,"355,000.",Retail,Local
SI.2023.06.00006,03 Jun 2023,Shed Shop,Shed Shop,"450,000.",Retail,Local
SI.2023.06.00007,04 Jun 2023,Shed Shop,Shed Shop,"4,085,000.",Retail,Local
SI.2023.06.00008,05 Jun 2023,Shed Shop,Shed Shop,"675,000.",Retail,Local
SI.2023.06.00009,06 Jun 2023,Shed Shop,Shed Shop,"2,520,000.",Retail,Local
SI.2023.06.00010,07 Jun 2023,Shed Shop,Shed Shop,"12,538,000.",Retail,Local
SI.2023.06.00011,08 Jun 2023,Shed Shop,Shed Shop,"7,375,000.",Retail,Local
SI.2023.06.00012,01 Jun 2023,Ubud Shop,Home Ubud,"14,711,250.",Retail,Local
SI.2023.06.00013,02 Jun 2023,Ubud Shop,Home Ubud,"10,457,000.",Retail,Local
SI.2023.06.00014,03 Jun 2023,Ubud Shop,Home Ubud,"5,107,000.",Retail,Local
SI.2023.06.00015,04 Jun 2023,Ubud Shop,Home Ubud,"8,135,000.",Retail,Local
SI.2023.06.00016,05 Jun 2023,Ubud Shop,Home Ubud,"2,205,000.",Retail,Local
SI.2023.06.00017,06 Jun 2023,Ubud Shop,Home Ubud,"5,350,000.",Retail,Local
SI.2023.06.00018,07 Jun 2023,Ubud Shop,Home Ubud,"6,007,000.",Retail,Local
SI.2023.06.00019,08 Jun 2023,Ubud Shop,Home Ubud,"1,000,000.",Retail,Local
SI.2023.06.00020,01 Jun 2023,Sanur Shop,Home Sanur,"5,909,500.",Retail,Local
SI.2023.06.00021,02 Jun 2023,Sanur Shop,Home Sanur,"4,420,000.",Retail,Local
SI.2023.06.00022,03 Jun 2023,Sanur Shop,Home Sanur,"1,400,000.",Retail,Local
SI.2023.06.00023,04 Jun 2023,Sanur Shop,Home Sanur,"3,245,000.",Retail,Local
SI.2023.06.00024,05 Jun 2023,Sanur Shop,Home Sanur,"1,905,000.",Retail,Local
SI.2023.06.00025,06 Jun 2023,Sanur Shop,Home Sanur,"3,070,000.",Retail,Local
SI.2023.06.00026,07 Jun 2023,Sanur Shop,Home Sanur,"4,055,000.",Retail,Local
SI.2023.06.00027,08 Jun 2023,Sanur Shop,Home Sanur,"5,105,000.",Retail,Local
SI.2023.06.00028,04 Jun 2023,Bazzar Labrisa,Bazzar Labrisa,"3,140,000.",Retail,Local
SI.2023.06.00029,12 Jun 2023,Clandestino Food Group,Riviera,"10,461,750.",Restaurant,Local
SI.2023.06.00030,11 Jun 2023,Sanur Shop,Home Sanur,"1,744,000.",Retail,Local
SI.2023.06.00031,09 Jun 2023,Ubud Shop,Home Ubud,"2,980,000.",Retail,Local
SI.2023.06.00032,10 Jun 2023,Ubud Shop,Home Ubud,"5,080,000.",Retail,Local
SI.2023.06.00033,11 Jun 2023,Ubud Shop,Home Ubud,"6,814,000.",Retail,Local
SI.2023.06.00034,09 Jun 2023,Shed Shop,Shed Shop,"2,580,000.",Retail,Local
SI.2023.06.00035,10 Jun 2023,Shed Shop,Shed Shop,"160,000.",Retail,Local
SI.2023.06.00036,11 Jun 2023,Shed Shop,Shed Shop,"1,770,000.",Retail,Local
SI.2023.06.00037,09 Jun 2023,Uluwatu Shop,Home Uluwatu,"1,280,000.",Retail,Local
SI.2023.06.00038,10 Jun 2023,Uluwatu Shop,Home Uluwatu,"385,000.",Retail,Local
SI.2023.06.00039,11 Jun 2023,Uluwatu Shop,Home Uluwatu,"6,191,000.",Retail,Local
SI.2023.06.00040,01 Jun 2023,Uluwatu Shop,Home Uluwatu,"12,322,000.",Retail,Local
SI.2023.06.00041,02 Jun 2023,Uluwatu Shop,Home Uluwatu,"1,102,000.",Retail,Local
SI.2023.06.00042,05 Jun 2023,Uluwatu Shop,Home Uluwatu,"1,290,000.",Retail,Local
SI.2023.06.00043,06 Jun 2023,Uluwatu Shop,Home Uluwatu,"1,930,000.",Retail,Local
SI.2023.06.00044,07 Jun 2023,Uluwatu Shop,Home Uluwatu,"145,000.",Retail,Local
SI.2023.06.00045,08 Jun 2023,Uluwatu Shop,Home Uluwatu,"1,002,000.",Retail,Local
SI.2023.06.00046,11 Jun 2023,Bazzar Labrisa,Bazzar Labrisa,"4,265,000.",Retail,Local
SI.2023.06.00048,04 Jun 2023,Uluwatu Shop,Home Uluwatu,"60,000.",Retail,Local
SI.2023.06.00049,20 Feb 2023,Sanur Shop,Home Sanur,"9,248,000.",Retail,Local
SI.2023.06.00073,03 May 2023,Prima Ismaya Sejahtera,Ismaya,"46,564,535.",Restaurant,Local
SI.2023.06.00086,12 Jun 2023,Sanur Shop,Home Sanur,"1,000,000.",Retail,Local
SI.2023.06.00087,13 Jun 2023,Sanur Shop,Home Sanur,"4,006,500.",Retail,Local
SI.2023.06.00088,14 Jun 2023,Sanur Shop,Home Sanur,"1,502,000.",Retail,Local
SI.2023.06.00089,15 Jun 2023,Sanur Shop,Home Sanur,"1,194,000.",Retail,Local
SI.2023.06.00090,16 Jun 2023,Sanur Shop,Home Sanur,"750,000.",Retail,Local
SI.2023.06.00091,17 Jun 2023,Sanur Shop,Home Sanur,"2,630,000.",Retail,Local
SI.2023.06.00092,19 Jun 2023,Sanur Shop,Home Sanur,"6,528,500.",Retail,Local
SI.2023.06.00093,01 Jun 2023,Lobby Shop,Home Lobby,"945,000.",Retail,Local
SI.2023.06.00094,02 Jun 2023,Lobby Shop,Home Lobby,"1,230,000.",Retail,Local
SI.2023.06.00095,07 Jun 2023,Lobby Shop,Home Lobby,"700,000.",Retail,Local
SI.2023.06.00096,12 Jun 2023,Lobby Shop,Home Lobby,"780,000.",Retail,Local
SI.2023.06.00097,13 Jun 2023,Lobby Shop,Home Lobby,"889,000.",Retail,Local
SI.2023.06.00098,16 Jun 2023,Lobby Shop,Home Lobby,"2,019,000.",Retail,Local
SI.2023.06.00099,19 Jun 2023,Lobby Shop,Home Lobby,"630,000.",Retail,Local
SI.2023.06.00100,12 Jun 2023,Shed Shop,Shed Shop,"1,685,000.",Retail,Local
SI.2023.06.00101,13 Jun 2023,Shed Shop,Shed Shop,"4,195,000.",Retail,Local
SI.2023.06.00102,14 Jun 2023,Shed Shop,Shed Shop,"1,935,000.",Retail,Local
SI.2023.06.00103,15 Jun 2023,Shed Shop,Shed Shop,"200,000.",Retail,Local
SI.2023.06.00104,16 Jun 2023,Shed Shop,Shed Shop,"1,815,000.",Retail,Local
SI.2023.06.00105,17 Jun 2023,Shed Shop,Shed Shop,"3,675,000.",Retail,Local
SI.2023.06.00106,18 Jun 2023,Shed Shop,Shed Shop,"4,830,000.",Retail,Local
SI.2023.06.00107,19 Jun 2023,Shed Shop,Shed Shop,"6,532,500.",Retail,Local
SI.2023.06.00108,12 Jun 2023,Ubud Shop,Home Ubud,"7,005,000.",Retail,Local
SI.2023.06.00109,13 Jun 2023,Ubud Shop,Home Ubud,"6,920,000.",Retail,Local
SI.2023.06.00110,14 Jun 2023,Ubud Shop,Home Ubud,"5,395,000.",Retail,Local
SI.2023.06.00111,15 Jun 2023,Ubud Shop,Home Ubud,"4,212,000.",Retail,Local
SI.2023.06.00112,16 Jun 2023,Ubud Shop,Home Ubud,"8,603,000.",Retail,Local
SI.2023.06.00113,17 Jun 2023,Ubud Shop,Home Ubud,"3,498,000.",Retail,Local
SI.2023.06.00114,18 Jun 2023,Ubud Shop,Home Ubud,"1,767,000.",Retail,Local
SI.2023.06.00115,19 Jun 2023,Ubud Shop,Home Ubud,"5,940,000.",Retail,Local
SI.2023.06.00116,20 Jun 2023,Ubud Shop,Home Ubud,"6,578,000.",Retail,Local
SI.2023.06.00121,12 Jun 2023,Uluwatu Shop,Home Uluwatu,"450,000.",Retail,Local
SI.2023.06.00122,13 Jun 2023,Uluwatu Shop,Home Uluwatu,"2,012,000.",Retail,Local
SI.2023.06.00123,15 Jun 2023,Uluwatu Shop,Home Uluwatu,"475,000.",Retail,Local
SI.2023.06.00124,16 Jun 2023,Uluwatu Shop,Home Uluwatu,"3,860,000.",Retail,Local
SI.2023.06.00125,17 Jun 2023,Uluwatu Shop,Home Uluwatu,"2,498,000.",Retail,Local
SI.2023.06.00126,18 Jun 2023,Uluwatu Shop,Home Uluwatu,"4,200,000.",Retail,Local
SI.2023.06.00127,19 Jun 2023,Uluwatu Shop,Home Uluwatu,"1,657,000.",Retail,Local
SI.2023.06.00128,20 Jun 2023,Uluwatu Shop,Home Uluwatu,"2,325,000.",Retail,Local
SI.2023.06.00129,18 Jun 2023,Bazzar Labrisa,Bazzar Labrisa,"5,635,000.",Retail,Local
SI.2023.06.00130,01 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00131,01 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00132,02 Jun 2023,Revenue Studio,Studio,"2,822,400.",Studio,Local
SI.2023.06.00133,02 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00134,02 Jun 2023,Revenue Studio,Studio,"275,000.",Studio,Local
SI.2023.06.00135,02 Jun 2023,Revenue Studio,Studio,"300,000.",Studio,Local
SI.2023.06.00136,02 Jun 2023,Revenue Studio,Studio,"200,000.",Studio,Local
SI.2023.06.00137,03 Jun 2023,Revenue Studio,Studio,"500,000.",Studio,Local
SI.2023.06.00138,03 Jun 2023,Revenue Studio,Studio,"500,000.",Studio,Local
SI.2023.06.00139,03 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00140,03 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00141,03 Jun 2023,Revenue Studio,Studio,"2,100,000.",Studio,Local
SI.2023.06.00142,04 Jun 2023,Revenue Studio,Studio,"250,000.",Studio,Local
SI.2023.06.00144,05 Jun 2023,Revenue Studio,Studio,"250,000.",Studio,Local
SI.2023.06.00145,06 Jun 2023,Revenue Studio,Studio,"2,500,000.",Studio,Local
SI.2023.06.00146,07 Jun 2023,Revenue Studio,Studio,"1,200,000.",Studio,Local
SI.2023.06.00147,07 Jun 2023,Revenue Studio,Studio,"1,250,000.",Studio,Local
SI.2023.06.00148,10 Jun 2023,Revenue Studio,Studio,"500,000.",Studio,Local
SI.2023.06.00149,10 Jun 2023,Revenue Studio,Studio,"1,200,000.",Studio,Local
SI.2023.06.00150,10 Jun 2023,Revenue Studio,Studio,"800,000.",Studio,Local
SI.2023.06.00151,10 Jun 2023,Revenue Studio,Studio,"1,200,000.",Studio,Local
SI.2023.06.00152,11 Jun 2023,Revenue Studio,Studio,"700,000.",Studio,Local
SI.2023.06.00153,11 Jun 2023,Revenue Studio,Studio,"900,000.",Studio,Local
SI.2023.06.00155,13 Jun 2023,Revenue Studio,Studio,"2,000,000.",Studio,Local
SI.2023.06.00156,14 Jun 2023,Revenue Studio,Studio,"800,000.",Studio,Local
SI.2023.06.00157,14 Jun 2023,Revenue Studio,Studio,"900,000.",Studio,Local
SI.2023.06.00158,14 Jun 2023,Revenue Studio,Studio,"1,200,000.",Studio,Local
SI.2023.06.00159,15 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00160,15 Jun 2023,Revenue Studio,Studio,"800,000.",Studio,Local
SI.2023.06.00161,16 Jun 2023,Revenue Studio,Studio,"240,000.",Studio,Local
SI.2023.06.00162,16 Jun 2023,Revenue Studio,Studio,"800,000.",Studio,Local
SI.2023.06.00163,16 Jun 2023,Revenue Studio,Studio,"1,440,000.",Studio,Local
SI.2023.06.00164,17 Jun 2023,Revenue Studio,Studio,"500,000.",Studio,Local
SI.2023.06.00165,17 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00166,17 Jun 2023,Revenue Studio,Studio,"2,000,000.",Studio,Local
SI.2023.06.00167,18 Jun 2023,Revenue Studio,Studio,"1,360,000.",Studio,Local
SI.2023.06.00168,18 Jun 2023,Revenue Studio,Studio,"1,150,000.",Studio,Local
SI.2023.06.00169,18 Jun 2023,Revenue Studio,Studio,"1,450,000.",Studio,Local
SI.2023.06.00193,20 Jun 2023,Shed Shop,Shed Shop,"4,557,500.",Retail,Local
SI.2023.06.00194,21 Jun 2023,Shed Shop,Shed Shop,"1,270,000.",Retail,Local
SI.2023.06.00195,22 Jun 2023,Shed Shop,Shed Shop,"1,600,000.",Retail,Local
SI.2023.06.00196,23 Jun 2023,Shed Shop,Shed Shop,"2,917,500.",Retail,Local
SI.2023.06.00197,24 Jun 2023,Shed Shop,Shed Shop,"2,915,000.",Retail,Local
SI.2023.06.00198,25 Jun 2023,Shed Shop,Shed Shop,"475,000.",Retail,Local
SI.2023.06.00199,20 Jun 2023,Sanur Shop,Home Sanur,"5,230,000.",Retail,Local
SI.2023.06.00200,21 Jun 2023,Sanur Shop,Home Sanur,"900,000.",Retail,Local
SI.2023.06.00201,22 Jun 2023,Sanur Shop,Home Sanur,"1,479,000.",Retail,Local
SI.2023.06.00202,23 Jun 2023,Sanur Shop,Home Sanur,"955,000.",Retail,Local
SI.2023.06.00203,24 Jun 2023,Sanur Shop,Home Sanur,"1,920,000.",Retail,Local
SI.2023.06.00204,25 Jun 2023,Sanur Shop,Home Sanur,"950,000.",Retail,Local
SI.2023.06.00205,26 Jun 2023,Sanur Shop,Home Sanur,"7,593,000.",Retail,Local
SI.2023.06.00206,21 Jun 2023,Ubud Shop,Home Ubud,"4,620,000.",Retail,Local
SI.2023.06.00207,22 Jun 2023,Ubud Shop,Home Ubud,"5,934,000.",Retail,Local
SI.2023.06.00208,23 Jun 2023,Ubud Shop,Home Ubud,"4,070,000.",Retail,Local
SI.2023.06.00209,24 Jun 2023,Ubud Shop,Home Ubud,"15,887,850.",Retail,Local
SI.2023.06.00210,25 Jun 2023,Ubud Shop,Home Ubud,"2,184,000.",Retail,Local
SI.2023.06.00211,26 Jun 2023,Ubud Shop,Home Ubud,"4,866,000.",Retail,Local
SI.2023.06.00212,23 Jun 2023,Lobby Shop,Home Lobby,"12,954,000.",Retail,Local
SI.2023.06.00213,21 Jun 2023,Uluwatu Shop,Home Uluwatu,"3,485,000.",Retail,Local
SI.2023.06.00214,22 Jun 2023,Uluwatu Shop,Home Uluwatu,"1,385,000.",Retail,Local
SI.2023.06.00215,23 Jun 2023,Uluwatu Shop,Home Uluwatu,"545,000.",Retail,Local
SI.2023.06.00216,24 Jun 2023,Uluwatu Shop,Home Uluwatu,"3,265,000.",Retail,Local
SI.2023.06.00217,25 Jun 2023,Uluwatu Shop,Home Uluwatu,"909,000.",Retail,Local
SI.2023.06.00218,26 Jun 2023,Uluwatu Shop,Home Uluwatu,"320,000.",Retail,Local
SI.2023.06.00219,27 Jun 2023,Uluwatu Shop,Home Uluwatu,"11,692,500.",Retail,Local
SI.2023.06.00220,25 Jun 2023,Bazzar Labrisa,Bazzar Labrisa,"5,575,000.",Retail,Local
SI.2023.06.00221,26 Jun 2023,Lobby Shop,Home Lobby,"590,000.",Retail,Local
SI.2023.06.00222,20 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00223,20 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00224,20 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00225,21 Jun 2023,Revenue Studio,Studio,"2,200,000.",Studio,Local
SI.2023.06.00226,21 Jun 2023,Revenue Studio,Studio,"500,000.",Studio,Local
SI.2023.06.00227,22 Jun 2023,Revenue Studio,Studio,"920,000.",Studio,Local
SI.2023.06.00228,22 Jun 2023,Revenue Studio,Studio,"500,000.",Studio,Local
SI.2023.06.00229,23 Jun 2023,Revenue Studio,Studio,"1,100,000.",Studio,Local
SI.2023.06.00230,25 Jun 2023,Revenue Studio,Studio,"500,000.",Studio,Local
SI.2023.06.00232,26 Jun 2023,Revenue Studio,Studio,"250,000.",Studio,Local
SI.2023.06.00233,26 Jun 2023,Revenue Studio,Studio,"725,000.",Studio,Local
SI.2023.06.00248,27 Jun 2023,Ubud Shop,Home Ubud,"8,565,000.",Retail,Local
SI.2023.06.00249,28 Jun 2023,Ubud Shop,Home Ubud,"3,265,000.",Retail,Local
SI.2023.06.00250,29 Jun 2023,Ubud Shop,Home Ubud,"6,299,000.",Retail,Local
SI.2023.06.00251,27 Jun 2023,Sanur Shop,Home Sanur,"450,000.",Retail,Local
SI.2023.06.00252,28 Jun 2023,Sanur Shop,Home Sanur,"6,895,000.",Retail,Local
SI.2023.06.00253,29 Jun 2023,Sanur Shop,Home Sanur,"480,000.",Retail,Local
SI.2023.06.00254,28 Jun 2023,Uluwatu Shop,Home Uluwatu,"1,689,000.",Retail,Local
SI.2023.06.00255,29 Jun 2023,Uluwatu Shop,Home Uluwatu,"3,655,000.",Retail,Local
SI.2023.06.00256,27 Jun 2023,Shed Shop,Shed Shop,"75,000.",Retail,Local
SI.2023.06.00257,28 Jun 2023,Shed Shop,Shed Shop,"18,855,000.",Retail,Local
SI.2023.06.00258,29 Jun 2023,Shed Shop,Shed Shop,"4,845,000.",Retail,Local
SI.2023.06.00259,30 Jun 2023,Shed Shop,Shed Shop,"3,780,000.",Retail,Local
SI.2023.06.00260,28 Jun 2023,Lobby Shop,Home Lobby,"2,350,000.",Retail,Local
SI.2023.06.00261,30 Jun 2023,Lobby Shop,Home Lobby,"11,673,500.",Retail,Local
SI.2023.06.00263,21 Jun 2023,Renarte General Trading LLC,Renarte,"9,073.",Agent,Export
SI.2023.06.00264,12 Jun 2023,Dong Hai Hospitality,Dong Hai,"11,927.2",Hotel,Export
SI.2023.06.00265,20 Jun 2023,Niyama Private Island Maldives,Niyama Private Island Maldives,990.,Hotel,Export
SI.2023.06.00266,26 Jun 2023,Rosewood Hotels (HK) Limited,Rosewood Hotels,850.,Hotel,Export
SI.2023.06.00267,16 Jun 2023,Waldorf Astoria Maldives Ithaa Fushi,Waldorf Astoria,"2,847.3",Hotel,Export
SI.2023.06.00268,12 Jun 2023,Kiros Hospitality Solutions Pvt. Ltd.,Kiros,"1,100.",Hotel,Export
SI.2023.06.00269,01 Jun 2023,MG Hotel Supplies LLC,MG Hotel,"3,030.",Agent,Export
SI.2023.06.00270,02 Jun 2023,Wooden Fish Village,Eden Kitchen,"58,330,000.",Restaurant,Local
SI.2023.06.00271,15 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"13,736,250.",Hotel,Local
SI.2023.06.00272,23 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"7,142,850.",Hotel,Local
SI.2023.06.00273,28 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"17,049,600.",Hotel,Local
SI.2023.06.00274,23 Jun 2023,Mandra Alila,Alila Manggis,"11,716,050.",Hotel,Local
SI.2023.06.00275,01 Jun 2023,Ocean Palms Beach Resort,Ocean Palms Beach Resort,"41,126,469.91",Hotel,Local
SI.2023.06.00276,27 Jun 2023,Grand Indonesia,Grand Indonesia,"79,958,450.",Restaurant,Local
SI.2023.06.00277,28 Jun 2023,Indonesia Adventure Sport,Nihi Sumba,"19,425,000.",Hotel,Local
SI.2023.06.00278,27 Jun 2023,Autogrill Services Indonesia,Autogrill,"22,408,125.",Restaurant,Local
SI.2023.06.00279,08 Jun 2023,Prima Ismaya Sejahtera,Ismaya,"40,049,910.",Restaurant,Local
SI.2023.06.00280,28 Jun 2023,Anaamaya Resort Seminyak,Alila Seminyak,"13,486,500.",Hotel,Local
SI.2023.06.00281,15 Jun 2023,The Sanubari Hotel,MDA ABS Kuningan,"9,240,000.",Hotel,Local
SI.2023.06.00282,27 Jun 2023,Patina Maldives Fari Islands,Patina Maldives,472.5,Hotel,Export
SI.2023.06.00284,21 Jun 2023,Trigana Putra Mandiri,Padma Bandung,"104,394,360.",Hotel,Local
SI.2023.06.00285,22 Jun 2023,Saji Cipta Dewata,Sijin,"9,990,000.",Restaurant,Local
SI.2023.06.00286,21 Jun 2023,Griya Bali Dwipa,The Legian,"2,164,500.",Hotel,Local
SI.2023.06.00287,28 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"2,075,700.",Hotel,Local
SI.2023.06.00288,28 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"2,510,900.",Hotel,Local
SI.2023.06.00289,15 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"20,146,500.",Hotel,Local
SI.2023.06.00290,23 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"12,143,050.",Hotel,Local
SI.2023.06.00291,23 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"2,641,800.",Hotel,Local
SI.2023.06.00292,15 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"13,813,950.",Hotel,Local
SI.2023.06.00293,19 Jun 2023,Amanda Arumdhani,Four Season Sayan,"8,788,150.",Hotel,Local
SI.2023.06.00294,06 May 2023,Sushi Tei Indonesia,Sushi Tei,"47,596,800.",Restaurant,Local
SI.2023.06.00295,23 Jun 2023,Bali Perkasa Sukses,Indigo Bali,"6,371,400.",Hotel,Local
SI.2023.06.00296,06 Jun 2023,Bali Turtle Island Development,Bali Turtle,"21,479,999.9",Restaurant,Local
SI.2023.06.00297,20 Jun 2023,Tirtha Bridal,Tirtha Bridal,"163,525,000.",Agent,Local
SI.2023.06.00298,19 Jun 2023,Palembang Boga Utama,Animale Kuliner Indonesia,"10,267,500.",Restaurant,Local
SI.2023.06.00299,12 Jun 2023,Maya Resort,Maya Sanur,"9,490,500.",Hotel,Local
SI.2023.06.00300,08 Jun 2023,Saji Cipta Dewata,Sijin,"6,216,000.",Restaurant,Local
SI.2023.06.00301,08 Jun 2023,Brett Hospitality Group,Mason Pererenan Barvera,"3,330,000.",Restaurant,Local
SI.2023.06.00302,01 Jun 2023,Puri Zuqni,Padma Resort Legian,"156,741,878.",Hotel,Local
SI.2023.06.00303,07 Jun 2023,Shelter Indonesia Group,Shelter Seminyak,"6,660,000.",Restaurant,Local
SI.2023.06.00304,13 Jun 2023,Kafe Ubud,Hanoman Kafe,"8,325,000.",Restaurant,Local
SI.2023.06.00305,08 Jun 2023,Kafe Ubud,Hanoman Kafe,"22,755,000.",Restaurant,Local
SI.2023.06.00306,21 Jun 2023,Kristal Tee Indonesia,Gula Jawa,"232,411,800.",Restaurant,Local
SI.2023.06.00307,08 Jun 2023,Byus Management Group,Miss Fish Canggu,"20,493,375.",Restaurant,Local
SI.2023.06.00308,08 Jun 2023,Kebun Bistro Ubud,Kebun Bistro,"95,182,500.",Restaurant,Local
SI.2023.06.00309,19 Jun 2023,Four Season Sayan (Consignment),Consignment,"3,052,500.",Hotel,Local
SI.2023.06.00310,01 Jun 2023,Boy and Cow,Boy and Cow,"32,536,200.",Restaurant,Local
SI.2023.06.00311,01 Jun 2023,Seniman Industries,Seniman Caffe,"6,127,200.",Hotel,Local
SI.2023.06.00312,01 Jun 2023,Seniman Industries,Seniman Caffe,"8,524,800.",Hotel,Local
SI.2023.06.00313,01 Jun 2023,Hotel Pandan Arum,Maya Ubud,"24,295,680.",Hotel,Local
SI.2023.06.00314,12 Jun 2023,Wooden Fish Village,Eden Kitchen,"166,832,445.",Restaurant,Local
SI.2023.06.00316,28 Jun 2023,Revenue Studio,Studio,"1,200,000.",Studio,Local
SI.2023.06.00317,30 Jun 2023,Ubud Shop,Home Ubud,"10,412,000.",Retail,Local
SI.2023.06.00318,30 Jun 2023,Uluwatu Shop,Home Uluwatu,"7,280,000.",Retail,Local
SI.2023.06.00319,30 Jun 2023,Sanur Shop,Home Sanur,"6,355,000.",Retail,Local
SI.2023.06.00320,28 Jun 2023,Revenue Studio,Studio,"720,000.",Studio,Local
SI.2023.06.00321,28 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00322,29 Jun 2023,Revenue Studio,Studio,"1,600,000.",Studio,Local
SI.2023.06.00323,29 Jun 2023,Revenue Studio,Studio,"2,400,000.",Studio,Local
SI.2023.06.00324,30 Apr 2023,Sanur Shop,Home Sanur,"2,525,000.",Retail,Local
SI.2023.06.00340,01 Jun 2023,Revenue Studio,Studio,"600,000.",Studio,Local
SI.2023.06.00344,30 Jun 2023,Jia,Jia,"1,302,000.",Artist Collaboration,Local
SI.2023.06.00345,30 Jun 2023,Jia,Jia,0.,Artist Collaboration,Local
SI.2023.06.00346,30 Jun 2023,Jia,Jia,"1,636,600.",Artist Collaboration,Local
SI.2023.06.00347,30 Jun 2023,Bumi Canggu Nusantara,Motel Mexicola Canggu,"116,772,000.",Restaurant,Local
SI.2023.06.00348,14 Jun 2023,Kreasi Cipta Karsa,The Langham Jakarta,"4,988,875.",Hotel,Local
SI.2023.06.00349,30 Jun 2023,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"2,522,000.",Hotel,Local
SI.2023.06.00351,30 Jun 2023,Revenue Studio,Studio,"1,764,000.",Studio,Local
SI.2023.06.00352,30 Jun 2023,Revenue Studio,Studio,"1,600,000.",Studio,Local
SI.2023.06.00353,01 Jun 2023,Artisan Kuliner Indonesia,Artisan,"30,308,040.",Restaurant,Local
SI.2023.06.00356,19 Jun 2023,Bukit Uluwatu Villa,Alila Uluwatu,"14,452,200.",Hotel,Local
SI.2023.06.00358,01 Jun 2023,Artisan Kuliner Indonesia,Artisan,"231,551,055.",Restaurant,Local
SI.2023.07.00001,06 Jun 2023,Bali Nusaintan,The Ritz Carlton Bali,"30,408,450.",Hotel,Local
SI.2023.07.00006,06 Jul 2023,Luma,Luma,"8,000,000.",Restaurant,Local
SI.2023.07.00007,01 Aug 2023,MDA ABS Kuningan,Aged Butchered Steakhouse,"9,748,200.",Restaurant,Local
SI.2023.07.00009,01 Jul 2023,Ubud Shop,Home Ubud,"12,144,000.",Retail,Local
SI.2023.07.00010,02 Jul 2023,Ubud Shop,Home Ubud,"7,010,000.",Retail,Local
SI.2023.07.00011,03 Jul 2023,Ubud Shop,Home Ubud,"1,870,000.",Retail,Local
SI.2023.07.00012,04 Jul 2023,Ubud Shop,Home Ubud,"3,725,000.",Retail,Local
SI.2023.07.00013,05 Jul 2023,Ubud Shop,Home Ubud,"5,550,000.",Retail,Local
SI.2023.07.00014,06 Jul 2023,Ubud Shop,Home Ubud,"280,000.",Retail,Local
SI.2023.07.00015,01 Jul 2023,Sanur Shop,Home Sanur,"12,589,000.",Retail,Local
SI.2023.07.00016,03 Jul 2023,Sanur Shop,Home Sanur,"2,070,000.",Retail,Local
SI.2023.07.00017,04 Jul 2023,Sanur Shop,Home Sanur,"560,000.",Retail,Local
SI.2023.07.00018,05 Jul 2023,Sanur Shop,Home Sanur,"3,010,000.",Retail,Local
SI.2023.07.00019,06 Jul 2023,Sanur Shop,Home Sanur,"1,050,000.",Retail,Local
SI.2023.07.00020,01 Jul 2023,Shed Shop,Shed Shop,"125,000.",Retail,Local
SI.2023.07.00021,02 Jul 2023,Shed Shop,Shed Shop,"3,375,000.",Retail,Local
SI.2023.07.00022,03 Jul 2023,Shed Shop,Shed Shop,"6,340,000.",Retail,Local
SI.2023.07.00023,04 Jul 2023,Shed Shop,Shed Shop,"100,000.",Retail,Local
SI.2023.07.00024,05 Jul 2023,Shed Shop,Shed Shop,"6,140,000.",Retail,Local
SI.2023.07.00025,06 Jul 2023,Shed Shop,Shed Shop,"9,600,000.",Retail,Local
SI.2023.07.00026,01 Jul 2023,Uluwatu Shop,Home Uluwatu,"3,711,000.",Retail,Local
