invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type
INV-1579/KEVALA/OUT/I/2024,30/Apr/24,Bokashi Berawa,Bokashi Berawa,"15,601,000.00",Restaurant,Local
INV-1580/KEVALA/OUT/I/2024,02/Jan/24,Menara Permata Properti,Mamaka/Ovolo,"6,660,000.00",Hotel,Local
INV-1581/KEVALA/OUT/I/2024,03/Jan/24,Kilo Kitchen Perenan,Kilo Jakarta,"121,212,000.00",Restaurant,Local
INV-1582/KEVALA/OUT/I/2024,03/Jan/24,Kilo Kitchen Perenan,Kilo Saudi,"121,212,000.00",Restaurant,Export
INV-1583/KEVALA/OUT/I/2024,04/Jan/24,Prima Ismaya Sejahtera,Ismaya,"11,655,000.00",Restaurant,Local
INV-1584/KEVALA/OUT/I/2024,04/Jan/24,Dharma Canella,Cuca Restaurant,"25,696,500.00",Restaurant,Local
INV-1585/KEVALA/OUT/II/2024,13/Feb/24,Ali Bey Maldives Private Limited (Joali Being),Joali Being,600,Hotel,Export
INV-1587/KEVALA/OUT/I/2024,04/Jan/24,Bali Perkasa Sukses,Indigo Bali,"12,720,600.00",Hotel,Local
INV-1588/KEVALA/OUT/I/2024,04/Jan/24,Bali Perkasa Sukses,Indigo Bali,"8,352,750.00",Hotel,Local
INV-1589/KEVALA/OUT/I/2024,04/Jan/24,Bali Perkasa Sukses,Indigo Bali,"4,129,200.00",Hotel,Local
INV-1590/KEVALA/OUT/I/2024,04/Jan/24,Bali Perkasa Sukses,Indigo Bali,"3,479,850.00",Hotel,Local
INV-1591/KEVALA/OUT/I/2024,01/Feb/24,Tanjung Benoa Indonesia,Holiday in Benoa,"10,200,900.00",Hotel,Local
INV-1592/KEVALA/OUT/I/2024,04/Jan/24,Maya Resort,Maya Sanur,"2,720,610.00",Hotel,Local
INV-1593/KEVALA/OUT/I/2024,04/Jan/24,Maya Resort,Maya Sanur,"5,451,765.00",Hotel,Local
INV-1594/KEVALA/OUT/I/2024,04/Jan/24,Maya Resort,Maya Sanur,"10,038,840.00",Hotel,Local
INV-1595/KEVALA/OUT/I/2024,04/Jan/24,Maya Resort,Maya Sanur,"1,544,842.00",Hotel,Local
INV-1596/KEVALA/OUT/I/2024,13/Jan/24,Renarte General Trading LLC,Renarte,"1,440.00",Agent,Export
INV-1597/KEVALA/OUT/I/2024,05/Jan/24,Batu Mejan Sukses Bersama Bali,La Brisa,"87,135,000.00",Restaurant,Local
INV-1598/KEVALA/OUT/2024,05/Jan/24,Anaamaya Resort Seminyak,Alila Seminyak,"9,018,750.00",Hotel,Local
INV-1600/KEVALA/OUT/I/2024,05/Jan/24,Gili Meno House,Gili Meno House,"45,482,250.00",Hotel,Local
INV-1601/KEVALA/OUT/I/2024,08/Jan/24,Nusadua Graha International,The Westin Resort Nusa Dua,"3,368,850.00",Hotel,Local
INV-1602/KEVALA/OUT/I/2024,08/Jan/24,Hotel Pandan Arum,Maya Ubud,"2,430,622.00",Hotel,Local
INV-1603/KEVALA/OUT/I/2024,08/Jan/24,Hotel Pandan Arum,Maya Ubud,"4,755,795.00",Hotel,Local
INV-1604/KEVALA/OUT/I/2024,08/Jan/24,Hotel Pandan Arum,Maya Ubud,"15,311,340.00",Hotel,Local
INV-1605/KEVALA/OUT/I/2024,08/Jan/24,Maya Resort,Maya Sanur,"537,795.00",Hotel,Local
INV-1606/KEVALA/OUT/I/2024,08/Jan/24,Maya Resort,Maya Sanur,"1,629,202.00",Hotel,Local
INV-1607/KEVALA/OUT/I/2024,08/Jan/24,Maya Resort,Maya Sanur,"2,942,055.00",Hotel,Local
INV-1608/KEVALA/OUT/I/2024,08/Jan/24,Maya Resort,Maya Sanur,"1,898,100.00",Hotel,Local
INV-1609/KEVALA/OUT/I/2024,01/Mar/24,Bali Perkasa Sukses,Indigo Bali,"6,576,750.00",Hotel,Local
INV-1610/KEVALA/OUT/I/2024,01/Mar/24,Bali Perkasa Sukses,Indigo Bali,"10,533,900.00",Hotel,Local
INV-1611/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"20,768,655.00",Hotel,Local
INV-1613/KEVALA/OUT/I/2024,09/Jan/24,"Loka Neka Jaya, PT",Locavore NXT,"5,594,400.00",Restaurant,Local
INV-1614/KEVALA/OUT/I/2024,09/Jan/24,Indonesia Adventure Sport,Nihi Sumba,"31,368,600.00",Hotel,Local
INV-1615/KEVALA/OUT/2024,09/Jan/24,Abirupa Nusa Cipta,Tejaprana Bisma,"16,927,500.00",Hotel,Local
INV-1616/KEVALA/OUT/I/2024,01/Feb/24,Ungasan Semesta Resort,QQ Siti Agung Makmur (LXR),"5,280,214.00",Hotel,Local
INV-1617/KEVALA/OUT/I2024,09/Jan/24,PT Grand Indonesia,Hotel Indonesia Kempinski Jakarta,"7,992,000.00",Hotel,Local
INV-1620/KEVALA/OUT/I/2024,10/Jan/24,Amanda Arumdhani,Four Season Sayan,"17,515,245.00",Hotel,Local
INV-1621/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"20,899,080.00",Hotel,Local
INV-1622/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"5,411,250.00",Hotel,Local
INV-1623/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"4,084,800.00",Hotel,Local
INV-1624/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"5,239,200.00",Hotel,Local
INV-1625/KEVALA/OUT/I/2024,23/Mar/24,Maya Resort,Maya Sanur,"1,898,100.00",Hotel,Local
INV-1626/KEVALA/OUT/I/2024,11/Jan/24,Usaha Liburan Uluwatu,Mana Uluwatu Restaurant,"4,162,500.00",Restaurant,Local
INV-1627/KEVALA/OUT/I/2024,23/Mar/24,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"5,161,500.00",Hotel,Local
INV-1628/KEVALA/OUT/I/2024,11/Jan/24,Menara Permata Properti,Mamaka/Ovolo,"9,768,000.00",Hotel,Local
INV-1629/KEVALA/OUT/I/2024,11/Jan/24,Dwimukti Graha Kencana,Kitsune,"421,911,000.00",Restaurant,Local
INV-1630/KEVALA/OUT/I2024,11/Jan/24,Graha Alam Lestari,The Apurva Kempinski Bali,"59,037,431.00",Hotel,Local
INV-1631/KEVALA/OUT/I/2024,12/Jan/24,Adhya Bogaindo Group,Yen Gunawarman,"113,486,400.00",Restaurant,Local
INV-1632/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"17,804,400.00",Hotel,Local
INV-1633/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"1,154,400.00",Hotel,Local
INV-1634/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"18,292,245.00",Hotel,Local
INV-1635/KEVALA/OUT/I/2024,16/Jan/24,Hotel Pandan Arum,Maya Ubud,"14,631,187.00",Hotel,Local
INV-1636/KEVALA/OUT/I/2024,16/Jan/24,Hotel Pandan Arum,Maya Ubud,"13,334,152.00",Hotel,Local
INV-1637/KEVALA/OUT/I/2024,16/Jan/24,Saji Cipta Dewata,Sijin,"8,703,000.00",Restaurant,Local
INV-1638/KEVALA/OUT/I/2024,16/Jan/24,Bokashi Berawa,Bokashi Berawa,"23,154,600.00",Restaurant,Local
INV-1639/KEVALA/OUT/I/2024,16/Jan/24,Anaamaya Resort Seminyak,Alila Seminyak,"15,956,250.00",Hotel,Local
INV-1640/KEVALA/OUT/I/2024,16/Jan/24,Usaha Liburan Uluwatu,Uluwatu Surf Villa,"521,700.00",Hotel,Local
INV-1641/KEVALA/OUT/I/2024,14/Mar/24,Casa Neos Miami,Casa Neos,"2,762.50",Restaurant,Export
INV-1642/KEVALA/OUT/I/2024,16/Jan/24,Sejahtera Indoco,Nusa Dua Beach,"56,732,100.00",Hotel,Local
INV-1644/KEVALA/OUT/I/2024,17/Jan/24,"Loka Neka Jaya, PT",Locavore NXT,"12,959,250.00",Restaurant,Local
INV-1645/KEVALA/OUT/I/2024,17/Jan/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"7,770,000.00",Hotel,Local
INV-1646/KEVALA/OUT/I/2024,23/Mar/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"632,700.00",Hotel,Local
INV-1648/KEVALA/OUT/I/2024,17/Jan/24,Marloe Marloe Indonesia,Marloe,"111,222,000.00",Artist Collaboration,Local
INV-1649/KEVALA/OUT/I/2024,18/Jan/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"21,678,300.00",Hotel,Local
INV-1650/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"11,077,800.00",Hotel,Local
INV-1651/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"12,221,100.00",Hotel,Local
INV-1652/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"11,738,250.00",Hotel,Local
INV-1653/KEVALA/OUT/I/2024,18/Jan/24,Kreasi Cipta Karsa,The Langham Jakarta,"10,966,800.00",Hotel,Local
INV-1654/KEVALA/OUT/I/2024,18/Jan/24,Interconexindo Pratama,Interconexindo Pratama,"4,260,000.00",Umum,Local
INV-1655/KEVALA/OUT/I/2024,19/Jan/24,Graha Alam Lestari,The Apurva Kempinski Bali,"326,786,775.00",Hotel,Local
INV-1656/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"4,104,225.00",Hotel,Local
INV-1659/KEVALA/OUT/2024,22/Jan/24,The Asa Maia,Asa Maia,"11,272,050.00",Hotel,Local
INV-1660/KEVALA/OUT/I/2024,22/Jan/24,Colamoed Properties Management,Le Reserve,"17,760,000.00",Restaurant,Local
INV-1661/KEVALA/OUT/I/2024,22/Jan/24,Shelter Indonesia Group,Shelter Seminyak,"16,650,000.00",Restaurant,Local
INV-1662/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"18,992,100.00",Hotel,Local
INV-1663/KEVALA/OUT/I/2024,29/Jan/24,Heritage Hospitality Pte Ltd,Kee's 21 Carpenter,"5,940.00",Hotel,Export
INV-1664/KEVALA/OUT/I/2024,23/Jan/24,"Loka Neka Jaya, PT",Locavore NXT,"3,674,100.00",Restaurant,Local
INV-1665/KEVALA/OUT/I/2024,23/Jan/24,Jembatan Tjampuhan,The Lynked Ubud,"26,806,500.00",Restaurant,Local
INV-1666/KEVALA/OUT/I/2024,23/Jan/24,Graha Alam Lestari,The Apurva Kempinski Bali,"643,720,218.00",Hotel,Local
INV-1667/KEVALA/OUT/I/2024,23/Mar/24,Hotel Pandan Arum,Maya Ubud,"9,443,047.00",Hotel,Local
INV-1668/KEVALA/OUT/I/2024,23/Mar/24,Maya Resort,Maya Sanur,"10,218,105.00",Hotel,Local
INV-1669/KEVALA/OUT/I/2024,23/Jan/24,Para Bandung Propertindo,The Trans Luxury Hotel Bandung,"86,746,500.00",Hotel,Local
INV-1670/KEVALA/OUT/I/2024,24/Jan/24,Mushka Dua Bali,Blanche Bistro,"79,032,000.00",Restaurant,Local
INV-1671/KEVALA/OUT/I/2024,24/Jan/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"5,128,200.00",Hotel,Local
INV-1672/KEVALA/OUT/I/2024,24/Jan/24,Pahdi Alam Sejahtera,Pahdi,"27,195,000.00",Restaurant,Local
INV-1674/KEVALA/OUT/I/2024,23/Mar/24,Bali Nusaintan,The Ritz Carlton Bali,"8,791,200.00",Hotel,Local
INV-1675/KEVALA/OUT/I/2024,24/Jan/24,The Sanubari Hotel,MDA ABS Kuningan,"42,046,800.00",Hotel,Local
INV-1676/KEVALA/OUT/I/2024,01/Feb/24,Yen Group Indonesia,Yen Senopati,"13,908,300.00",Restaurant,Local
INV-1677/KEVALA/OUT/I/2024,26/Jan/24,PT Autogrill Services Indonesia,Wolf Gang Puck,"53,621,325.00",Restaurant,Local
INV-1678/KEVALA/OUT/I/2024,26/Jan/24,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"9,879,000.00",Hotel,Local
INV-1679/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"16,146,615.00",Hotel,Local
INV-1680/KEVALA/OUT/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"3,774,000.00",Hotel,Local
INV-1682/KEVALA/OUT/I/2024,26/Jan/24,Bali Boga Anugrah,Peggy Brass,"172,716,000.00",Restaurant,Local
INV-1683/KEVALA/OUT/II/2024,08/Mar/24,"Hai Ha Handicraft Co., Ltd",Hai Ha,"1,050.00",Hotel,Export
INV-1684/KEVALA/OUT/I/2024,29/Jan/24,Range Developments MSD Limited (Six Sense Grenada),Six Sense Grenada,450,Hotel,Export
INV-1685/KEVALA/OUT/I/2024,23/Mar/24,Hotel Pandan Arum,Maya Ubud,"5,272,500.00",Hotel,Local
INV-1686/KEVALA/OUT/I/2024,29/Jan/24,PMJ Sakti Gamat,Maua Penida,"9,324,000.00",Hotel,Local
INV-1687/KEVALA/OUT/I/2024,29/Jan/24,Bali Bounty,Kudeta,"7,792,200.00",Restaurant,Local
INV-1688/KEVALA/OUT/I/2024,23/Mar/24,Bokashi Berawa,Bokashi Berawa,"16,650,000.00",Restaurant,Local
INV-1689/KEVALA/OUT/I/2024,01/Mar/24,Maya Resort,Maya Sanur,"896,325.00",Hotel,Local
INV-1690/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"6,803,745.00",Hotel,Local
INV-1691/KEVALA/OUT/I/2024,30/Jan/24,Taurus Gemilang,Revolver Taurus,"12,598,500.00",Restaurant,Local
INV-1692/KEVALA/OUT/I/2024,01/May/24,Samanvaya,Zen Happy,"11,155,500.00",Hotel,Local
INV-1693/KEVALA/OUT/I/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"10,051,050.00",Hotel,Local
INV-1695/KEVALA/OUT/VII/2023,30/Jan/24,Surya Jaya Plastik SJP,SJP-Beatrice,"80,752,500.00",Personal,Local
INV-1696/KEVALA/OUT/I/2024,16/Feb/24,MG Hotel Supplies LLC,MG Hotel,864,Agent,Export
INV-1697/KEVALA/OUT/I/2024,01/Mar/24,Maya Resort,Maya Sanur,"1,708,290.00",Hotel,Local
INV-1698/KEVALA/OUT/I/2024,23/Mar/24,Hotel Pandan Arum,Maya Ubud,"4,592,347.00",Hotel,Local
INV-1699/KEVALA/OUT/I/2024,01/Mar/24,Abirupa Nusa Cipta,Tejaprana Bisma,"6,660,000.00",Hotel,Local
INV-1700/KEVALA/OUT/XI/2023,31/Jan/24,Japa Putra Wijaka,Japa Ubud,"22,866,000.00",Hotel,Local
INV-1702/KEVALA/OUT/I/2024,01/Feb/24,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"14,407,800.00",Hotel,Local
INV-1703/KEVALA/OUT/I/2024,01/Feb/24,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"15,800,000.00",Hotel,Local
INV-1704/KEVALA/OUT/I/2024,01/Feb/24,Bali Nusaintan,The Ritz Carlton Bali,"11,632,800.00",Hotel,Local
INV-1705/KEVALA/OUT/I/2024,01/Feb/24,"Loka Neka Jaya, PT",Locavore NXT,"3,413,250.00",Restaurant,Local
INV-1707/KEVALA/OUT/I/2024,01/Feb/24,Dewata Jaya Land,Amnaya Resort,"11,222,100.00",Hotel,Local
INV-1708/KEVALA/OUT/I/2024,02/Feb/24,Griya Bali Dwipa,The Legian,"45,004,950.00",Hotel,Local
INV-1710/KEVALA/OUT/I/2024,02/Feb/24,Bali Perkasa Sukses,Indigo Bali,"9,990,000.00",Hotel,Local
INV-1711/KEVALA/OUT/I/2024,02/Feb/24,Bali Perkasa Sukses,Indigo Bali,"2,821,065.00",Hotel,Local
INV-1712/KEVALA/OUT/I/2024,06/Feb/24,Sutera Bali,Mamasan Dimsum,"3,663,000.00",Restaurant,Local
INV-1713/KEVALA/OUT/I/2024,06/Feb/24,Nativa Graha Saji,Billy Ho,"1,465,200.00",Restaurant,Local
INV-1715/KEVALA/OUT/I/2024,07/Feb/24,Maya Resort,Maya Sanur,"10,465,912.00",Hotel,Local
INV-1716/KEVALA/OUT/I/2024,07/Feb/24,Maya Resort,Maya Sanur,"7,492,500.00",Hotel,Local
INV-1717/KEVALA/OUT/I/2024,08/Feb/24,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"6,909,750.00",Hotel,Local
INV-1718/KEVALA/OUT/I/2024,08/Feb/24,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"8,158,500.00",Hotel,Local
INV-1719/KEVALA/OUT/I/2024,09/Feb/24,Griya Bali Dwipa,The Legian,"4,917,300.00",Hotel,Local
INV-1720/KEVALA/OUT/I/2024,09/Feb/24,Bottega,Bottega,"15,262,500.00",Restaurant,Local
INV-1721/KEVALA/OUT/I/2024,09/Feb/24,Shelter Indonesia Group,Shelter Seminyak,"28,049,700.00",Restaurant,Local
INV-1722/KEVALA/OUT/II/2024,09/Feb/24,Bali Perkasa Sukses,Indigo Bali,"4,506,045.00",Hotel,Local
INV-1723/KEVALA/OUT/II/2024,12/Feb/24,Bokashi Berawa,Bokashi Berawa,"170,229,600.00",Restaurant,Local
INV-1724/KEVALA/OUT/II/2024,12/Feb/24,Bali Perkasa Sukses,Indigo Bali,"8,857,800.00",Hotel,Local
INV-1725/KEVALA/OUT/II/2024,13/Feb/24,Sejahtera Indoco,Nusa Dua Beach,"282,737,812.00",Hotel,Local
INV-1726/KEVALA/OUT/II/2024,13/Feb/24,Seniman Industries,Seniman Caffe,"3,552,000.00",Hotel,Local
INV-1727/KEVALA/OUT/II/2024,17/Feb/24,Citra Jimbaran Indah Hotel,Intercontinental Bali Resort,"3,885,000.00",Hotel,Local
INV-1728/KEVALA/OUT/II/2024,17/Feb/24,Indonesia Adventure Sport,Nihi Sumba,"38,295,000.00",Hotel,Local
INV-1732/KEVALA/OUT/V/2024,14/May/24,Patina Maldives Fari Islands,Patina Maldives,"37,372.50",Hotel,Export
INV-1733/KEVALA/OUT/II/2024,19/Feb/24,Clandestino Food Group,Riviera,"10,256,400.00",Restaurant,Local
INV-1735/KEVALA/OUT/II/2024,21/Feb/24,Vista Padang Asri,Suarga Resort,"2,497,500.00",Hotel,Local
INV-1736/KEVALA/OUT/II/2024,23/Feb/24,Graha Alam Lestari,The Apurva Kempinski Bali,"173,283,626.00",Hotel,Local
INV-1741/KEVALA/OUT/II/2024,26/Feb/24,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"9,190,800.00",Hotel,Local
INV-1742/KEVALA/OUT/II/2024,26/Feb/24,Indonesia Adventure Sport,Nihi Sumba,"33,699,600.00",Hotel,Local
INV-1743/KEVALA/OUT/II/2024,26/Feb/24,Maya Resort,Maya Sanur,"2,109,000.00",Hotel,Local
INV-1744/KEVALA/OUT/II/2024,26/Feb/24,Maya Resort,Maya Sanur,"421,800.00",Hotel,Local
INV-1745/KEVALA/OUT/II/2024,25/Apr/24,Hotel Pandan Arum,Maya Ubud,"2,114,272.00",Hotel,Local
INV-1746/KEVALA/OUT/II/2024,26/Feb/24,Bali Perkasa Sukses,Indigo Bali,"19,785,750.00",Hotel,Local
INV-1747/KEVALA/OUT/II/2024,26/Feb/24,Abirupa Nusa Cipta,Tejaprana Bisma,"16,983,000.00",Hotel,Local
INV-1751/KEVALA/OUT/II/2024,29/Feb/24,Kala Hospitality Group,Kala Uluwatu,"166,056,000.00",Restaurant,Local
INV-1752/KEVALA/OUT/II/2024,23/Mar/24,Prima Fenomena Jaya,Prima Fenomena Jaya,"72,333,150.00",Restaurant,Local
INV-1753/KEVALA/OUT/II/2024,23/Mar/24,Prima Fenomena Jaya,Prima Fenomena Jaya,"68,398,200.00",Restaurant,Local
INV-1754/KEVALA/OUT/II/2024,29/Feb/24,The Lombok Lodge,Lombok Lodge,"67,710,000.00",Hotel,Local
INV-1755/KEVALA/OUT/II/2024,04/Mar/24,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"23,842,800.00",Hotel,Local
INV-1756/KEVALA/OUT/II/2024,04/Mar/24,Bokashi Berawa,Bokashi Berawa,"3,996,000.00",Restaurant,Local
INV-1757/KEVALA/OUT/II/2024,04/Mar/24,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"5,427,900.00",Hotel,Local
INV-1758/KEVALA/OUT/III/2024,04/Mar/24,Maya Resort,Maya Sanur,"14,014,305.00",Hotel,Local
INV-1759/KEVALA/OUT/III/2024,05/Mar/24,Batu Mejan Sukses Bersama Bali,La Brisa,"6,393,600.00",Restaurant,Local
INV-1760/KEVALA/OUT/III/2024,26/Mar/24,Karang Mas Sejahtera,Ayana Hospitality,"16,872,000.00",Hotel,Local
INV-1761/KEVALA/OUT/III/2024,05/Mar/24,Hotel Indonesia Sanur International,Meru,"1,599,693,000.00",Hotel,Local
INV-1762/KEVALA/OUT/III/2024,05/Mar/24,Hotel Indonesia Sanur International,Meru,"116,064,000.00",Hotel,Local
INV-1763/KEVALA/OUT/III/2024,06/Mar/24,Revolver Cinta kopi,Revolver,"32,495,250.00",Restaurant,Local
INV-1764/KEVALA/OUT/III/2024,07/Mar/24,Cahaya Warna Prima,Six Sense Uluwatu,"22,200,000.00",Hotel,Local
INV-1765/KEVALA/OUT/III/2024,08/Mar/24,Maya Resort,Maya Sanur,"11,810,400.00",Hotel,Local
INV-1766/KEVALA/OUT/III/2024,14/Mar/24,Renarte General Trading LLC,Renarte,508.8,Agent,Export
INV-1767/KEVALA/OUT/III/2024,13/Mar/24,Kafe Ubud,Hanoman Kafe,"31,080,000.00",Restaurant,Local
INV-1768/KEVALA/OUT/III/2024,13/Mar/24,Amanda Arumdhani,Four Season Sayan,"29,559,300.00",Hotel,Local
INV-1769/KEVALA/OUT/III/2024,14/Mar/24,Bali Perkasa Sukses,Indigo Bali,"4,528,800.00",Hotel,Local
INV-1770/KEVALA/OUT/III/2024,14/Mar/24,Six Senses Amaala,Amaala,525.45,Hotel,Export
INV-1771/KEVALA/OUT/III/2024,15/Mar/24,Maya Resort,Maya Sanur,"37,550,745.00",Hotel,Local
INV-1772/KEVALA/OUT/III/2024,15/Mar/24,Amanda Arumdhani,Four Season Sayan,"37,945,350.00",Hotel,Local
INV-1773/KEVALA/OUT/III/2024,23/Mar/24,Bali Bayad Development,Begawan Sweet and Sawah,"118,631,250.00",Restaurant,Local
INV-1774/KEVALA/OUT/III/2024,08/Mar/24,Brett Hospitality Group,Mason Uluwatu,"29,270,700.00",Restaurant,Local
INV-1775/KEVALA/OUT/III/2024,23/Mar/24,Bukit Uluwatu Villa,Alila Uluwatu,"9,706,950.00",Hotel,Local
INV-1776/KEVALA/OUT/III/2024,23/Mar/24,Dapur Karya Enak,Woo Bo Restaurant,"94,405,500.00",Restaurant,Local
INV-1778/KEVALA/OUT/III/2024,23/Mar/24,Bukit Uluwatu Villa,Alila Uluwatu,"10,989,000.00",Hotel,Local
INV-1779/KEVALA/OUT/III/2024,23/Mar/24,Bukit Uluwatu Villa,Alila Uluwatu,"6,594,510.00",Hotel,Local
INV-1780/KEVALA/OUT/III/2024,23/Mar/24,Jaddi Globalindo,AW Kitchen,"45,421,200.00",Restaurant,Local
INV-1782/KEVALA/OUT/III/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"6,554,550.00",Hotel,Local
INV-1783/KEVALA/OUT/III/2024,23/Mar/24,Bali Perkasa Sukses,Indigo Bali,"13,691,850.00",Hotel,Local
INV-1784/KEVALA/OUT/III/2024,25/Mar/24,Bali Perkasa Sukses,Indigo Bali,"4,334,550.00",Hotel,Local
INV-1785/KEVALA/OUT/III/2024,26/Mar/24,Bukit Uluwatu Villa,Alila Uluwatu,"5,494,500.00",Hotel,Local
INV-1786/KEVALA/OUT/III/2024,26/Mar/24,Bukit Uluwatu Villa,Alila Uluwatu,"5,006,100.00",Hotel,Local
INV-1789/KEVALA/OUT/III/2024,26/Mar/24,Selera Dapur Sedap,Jin Joo,"78,854,400.00",Restaurant,Local
INV-1790/KEVALA/OUT/III/2024,26/Mar/24,Dapur Karya Enak,Woo Bo Restaurant,"12,987,000.00",Restaurant,Local
INV-1791/KEVALA/OUT/III/2024,26/Mar/24,The Sanubari Hotel,MDA ABS Kuningan,"7,492,500.00",Hotel,Local
INV-1792/KEVALA/OUT/III/2024,27/Mar/24,Indonesia Adventure Sport,Nihi Sumba,"3,729,600.00",Hotel,Local
INV-1793/KEVALA/OUT/III/2024,26/Mar/24,Amanda Arumdhani,Four Season Sayan,"28,904,400.00",Hotel,Local
INV-1796/KEVALA/OUT/III/2024,19/Apr/24,Simon Burgess,Simon Burgess,"1,840.00",Personal,Export
INV-1797/KEVALA/OUT/III/2024,29/Mar/24,Nusantara Ubud,CIPATI YUDHA PERSADA/JVJ Gastro Warung,"24,697,500.00",Restaurant,Local
INV-1800/KEVALA/OUT/III/2024,28/Mar/24,Sheraton Melbourne Hotel,Sheraton,624,Hotel,Export
INV-1802/KEVALA/OUT/III/2024,29/Mar/24,Sharon Frances,Sharon Frances,"17,138,400.00",Personal,Local
INV-1803/KEVALA/OUT/III/2024,31/Mar/24,Bukit Uluwatu Villa,Alila Uluwatu,"10,439,550.00",Hotel,Local
INV-1804/KEVALA/OUT/III/2024,31/Mar/24,Abirupa Nusa Cipta,Tejaprana Bisma,"43,401,000.00",Hotel,Local
INV-1805/KEVALA/OUT/IV/2024,01/Apr/24,Mushka Dua Bali,Blanche Bistro,"19,980,000.00",Restaurant,Local
INV-1806/KEVALA/OUT/IV/2024,01/Apr/24,Artisan Kuliner Indonesia,Artisan,"53,946,000.00",Restaurant,Local
INV-1807/KEVALA/OUT/IV/2024,02/Apr/24,Abirupa Nusa Cipta,Tejaprana Bisma,"27,916,500.00",Hotel,Local
INV-1808/KEVALA/OUT/IV/2024,02/Apr/24,Amanda Arumdhani,Four Season Sayan,"56,032,800.00",Hotel,Local
INV-1809/KEVALA/OUT/IV/2024,03/Apr/24,Bali Perkasa Sukses,Indigo Bali,"22,410,900.00",Hotel,Local
INV-1810/KEVALA/OUT/IV/2024,04/Apr/24,Indonesia Adventure Sport,Nihi Sumba,"33,699,600.00",Hotel,Local
INV-1811/KEVALA/OUT/IV/2024,04/Apr/24,Shelter Indonesia Group,Shelter Pererenan,"15,706,500.00",Restaurant,Local
INV-1812/KEVALA/OUT/IV/2024,09/Apr/24,Amanda Arumdhani,Four Season Sayan,"53,685,150.00",Hotel,Local
INV-1814/KEVALA/OUT/IV/2024,16/May/24,Four Seasons Resort Seychelles Petit Anse Development LTD,Four Seasons Resort Seychelles,366,Hotel,Export
INV-1815/KEVALA/OUT/IV/2024,16/Apr/24,Bukit Uluwatu Villa,Alila Uluwatu,"10,352,970.00",Hotel,Local
INV-1816/KEVALA/OUT/IV/2024,16/Apr/24,Bukit Uluwatu Villa,Alila Uluwatu,"2,308,800.00",Hotel,Local
INV-1817/KEVALA/OUT/IV/2024,17/Apr/24,Amanda Arumdhani,Four Season Sayan,"15,506,700.00",Hotel,Local
INV-1818/KEVALA/OUT/IV/2024,25/Apr/24,Jimbaran Villas,Bvlgari,"15,390,427.00",Hotel,Local
INV-1819/KEVALA/OUT/IV/2024,18/Apr/24,Dapur Asian Lokal,Hujan Lokal,"5,860,800.00",Restaurant,Local
INV-1820/KEVALA/OUT/IV/2024,18/Apr/24,Brett Hospitality Group,Mason Pererenan Barvera,"21,489,600.00",Restaurant,Local
INV-1821/KEVALA/OUT/IV/2024,19/Apr/24,Batu Mejan Sukses Bersama Bali,La Brisa,"5,061,600.00",Restaurant,Local
