invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type
INV-2054/KEVALA/OUT/X/2024,30/Oct/24,Amanda Arumdhani,Four Season Sayan,"29,304,000.00",Hotel,Local
INV-2056/KEVALA/OUT/X/2024,31/Oct/24,The Sanubari Hotel,MDA ABS Kuningan,"31,302,000.00",Hotel,Local
INV-2057/KEVALA/OUT/X/2024,31/Oct/24,Bali Bounty,Kudeta,"16,872,000.00",Restaurant,Local
INV-2058/KEVALA/OUT/X/2024,29/Oct/24,MNC Land Tbk,Park Hyatt Jakarta,"21,445,200.00",Hotel,Local
INV-2059/KEVALA/OUT/X/2024,01/Nov/24,Arya Sumba Resort,Arya Sumba Resort,"42,890,400.00",Hotel,Local
INV-2060/KEVALA/OUT/XI/2024,01/Nov/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"33,716,250.00",Hotel,Local
INV-2061/KEVALA/OUT/XI/2024,01/Nov/24,Jimbaran Villas,Bvlgari,"13,798,132.00",Hotel,Local
INV-2062/KEVALA/OUT/XI/2024,04/Nov/24,Bukit Uluwatu Villa,Alila Uluwatu,"26,873,932.00",Hotel,Local
INV-2063/KEVALA/OUT/X/2024,07/Nov/24,Usaha Pogu Boga,Soichiro,"16,516,800.00",Restaurant,Local
INV-2063/KEVALA/OUT/XI/2024,05/Nov/24,Pribadi Boga Utama,Buzo Restaurant/Salazon,"4,795,200.00",Restaurant,Local
INV-2064/KEVALA/OUT/X/2024,31/Oct/24,French Kiss,French Kiss,"34,032,600.00",Restaurant,Local
INV-2064/KEVALA/OUT/XI/2024,05/Nov/24,"Bandung Pakar, PT",Indigo Bandung,"413,735,850.00",Hotel,Local
INV-2065/KEVALA/OUT/XI/2024,28/Oct/24,Tejaprana Spa & Resort,Taman Ayung,"12,626,250.00",Hotel,Local
INV-2066/KEVALA/OUT/XI/2024,28/Oct/24,Tejaprana Spa & Resort,Taman Ayung,"64,835,100.00",Hotel,Local
INV-2067/KEVALA/OUT/XI/2024,07/Nov/24,Amanda Arumdhani,Four Season Sayan,"15,268,050.00",Hotel,Local
INV-2068/KEVALA/OUT/XI/2024,07/Nov/24,Tejaprana Spa & Resort,Taman Ayung,"5,538,900.00",Hotel,Local
INV-2069/KEVALA/OUT/XI/2024,07/Nov/24,Tejaprana Spa & Resort,Taman Ayung,"7,853,250.00",Hotel,Local
INV-2070/KEVALA/OUT/XI/2024,11/Nov/24,Dapur Asian Lokal,Hujan Lokal,"12,554,100.00",Restaurant,Local
INV-2071/KEVALA/OUT/XI/2024,11/Nov/24,Kala Hospitality Group,Kala Uluwatu,"21,090,000.00",Restaurant,Local
INV-2072/KEVALA/OUT/XI/2024,11/Nov/24,Brett Hospitality Group,Mason Uluwatu,"8,880,000.00",Restaurant,Local
INV-2073/KEVALA/OUT/XI/2024,11/Nov/24,Bali Radiance,Bali Radiance,"19,980,000.00",Hotel,Local
INV-2074/KEVALA/OUT/XI/2024,12/Nov/24,Badan Canggu International,Regent Canggu,"210,164,625.00",Hotel,Local
INV-2075/KEVALA/OUT/XI/2024,12/Nov/24,Badan Canggu International,Regent Canggu,"532,181,175.00",Hotel,Local
INV-2076/KEVALA/OUT/XI/2024,14/Nov/24,Groupx Kolektif Indonesia,Marea,"10,789,200.00",Restaurant,Local
INV-2077/KEVALA/OUT/XI/2024,15/Nov/24,Greenland Rajawali Utama,Four Seasons Hotel Jakarta,"14,496,600.00",Hotel,Local
INV-2078/KEVALA/OUT/XI/2024,19/Nov/24,Rayjin Ubud,Rayjin Ubud,"20,823,600.00",Restaurant,Local
INV-2079/KEVALA/OUT/XI/2024,20/Nov/24,Jimbaran Villas,Bvlgari,"12,659,272.00",Hotel,Local
INV-2080/KEVALA/OUT/XI/2024,20/Nov/24,Bukit Uluwatu Villa,Alila Uluwatu,"17,805,232.00",Hotel,Local
INV-2081/KEVALA/OUT/XI/2024,22/Nov/24,Simon & Son's,Simon & Son's,"189,238,350.00",Restaurant,Local
INV-2082/KEVALA/OUT/XI/2024,21/Nov/24,Bali Selaras Indah Sejati,The Edge,"16,872,000.00",Restaurant,Local
INV-2083/KEVALA/OUT/XI/2024,21/Nov/24,Nusadua Graha International,The Westin Resort Nusa Dua,"25,308,000.00",Hotel,Local
INV-2085/KEVALA/OUT/XI/2024,25/Nov/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"22,483,050.00",Hotel,Local
INV-2086/KEVALA/OUT/XI/2024,25/Nov/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"7,215,000.00",Hotel,Local
INV-2087/KEVALA/OUT/XI/2024,29/Nov/24,Brett Hospitality Group,Mason Uluwatu,"2,497,500.00",Restaurant,Local
INV-2088/KEVALA/OUT/XI/2024,30/Nov/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"20,257,500.00",Hotel,Local
INV-2089/KEVALA/OUT/XI/2024,30/Nov/24,Sejahtera Indoco,Nusa Dua Beach,"48,118,500.00",Hotel,Local
INV-2090/KEVALA/OUT/XI/2024,30/Nov/24,PT MDA ABS TAMORA,Age Butcher Bali,"153,080,100.00",Restaurant,Local
INV-2091/KEVALA/OUT/XI/2024,30/Nov/24,Jimbaran Villas,Bvlgari,"16,265,662.00",Hotel,Local
INV-2092/KEVALA/OUT/XI/2024,30/Nov/24,Expat Roasters Indonesia,Expat Roasters,"286,990,500.00",Restaurant,Local
INV-2093/KEVALA/OUT/XI/2024,30/Nov/24,Sutera Bali,Mamasan,"18,315,000.00",Restaurant,Local
INV-2094/KEVALA/OUT/XI/2024,30/Nov/24,Sardine,Kclub Sardine Bali,"17,615,700.00",Restaurant,Local
INV-2095/KEVALA/OUT/XI/2024,30/Nov/24,Badan Canggu International,Regent Canggu,"177,197,625.00",Hotel,Local
INV-2096/KEVALA/OUT/XI/2024,30/Nov/24,Tejaprana Spa & Resort,Taman Ayung,"16,983,000.00",Hotel,Local
INV-2097/KEVALA/OUT/XI/2024,30/Nov/24,Da Maria,Da Maria,"271,894,500.00",Restaurant,Local
INV-2098/KEVALA/OUT/XII/2024,05/Dec/24,Bukit Uluwatu Villa,Alila Uluwatu,"46,951,612.00",Hotel,Local
INV-2099/KEVALA/OUT/XII/2024,05/Dec/24,Bukit Uluwatu Villa,Alila Uluwatu,"289,987.00",Hotel,Local
INV-2100/KEVALA/OUT/XII/2024,06/Dec/24,PT Autogrill Services Indonesia,Wolf Gang Puck,"13,444,875.00",Restaurant,Local
INV-2101/KEVALA/OUT/XII/2024,11/Dec/24,Shelter Indonesia Group,Shelter Pererenan,"17,582,400.00",Restaurant,Local
INV-2102/KEVALA/OUT/XII/2024,16/Dec/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"12,010,200.00",Hotel,Local
INV-2103/KEVALA/OUT/XII/2024,17/Dec/24,Bali Perkasa Sukses,Indigo Bali,"36,297,000.00",Hotel,Local
INV-2104/KEVALA/OUT/XII/2024,18/Dec/24,Heritage Resorts and Spas,Buahan a Banyan Tree Escape,"60,359,580.00",Hotel,Local
INV-2105/KEVALA/OUT/XII/2024,18/Dec/24,Bali Bounty,Kudeta,"2,830,500.00",Restaurant,Local
INV-2106/KEVALA/OUT/XII/2024,18/Dec/24,"Eden Restaurant Events, PT",Luna Beach Club,"17,482,500.00",Restaurant,Local
INV-2108/KEVALA/OUT/XII/2024,18/Dec/24,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,"1,864,800.00",Restaurant,Local
INV-2109/KEVALA/OUT/XII/2024,18/Dec/24,Dapur Asian Lokal,Honey and Smoke Restaurant,"11,821,500.00",Restaurant,Local
INV-2110/KEVALA/OUT/XII/2024,18/Dec/24,Dapur Asian Lokal,Hujan Lokal,"2,863,800.00",Restaurant,Local
INV-2111/KEVALA/OUT/XII/2024,20/Dec/24,The Damai Hotel,Normann Indonesia,"39,538,200.00",Hotel,Local
INV-2112/KEVALA/OUT/XII/2024,21/Dec/24,Paul McAllister,Paul McAllister,205.2,Personal,Export
INV-2113/KEVALA/OUT/XII/2024,23/Dec/24,Margaret Bistro Canggu,Margaret Bistro Canggu,"123,459,750.00",Restaurant,Local
INV-2114/KEVALA/OUT/XII/2024,23/Dec/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"19,980,000.00",Hotel,Local
INV-2115/KEVALA/OUT/XII/2024,23/Dec/24,Bukit Uluwatu Villa,Alila Uluwatu,"11,388,600.00",Hotel,Local
INV-2116/KEVALA/OUT/XII/2024,23/Dec/24,Usaha Liburan Uluwatu,Mana Uluwatu Restaurant,"58,524,750.00",Restaurant,Local
INV-2117/KEVALA/OUT/XII/2024,24/Dec/24,Sejahtera Indoco,Nusa Dua Beach,"17,982,000.00",Hotel,Local
INV-2118/KEVALA/OUT/XII/2024,24/Dec/24,Shelter Indonesia Group,Shelter Pererenan,"8,325,000.00",Restaurant,Local
INV-2119/KEVALA/OUT/XII/2024,24/Dec/24,Bali Bounty,Kudeta,"27,417,000.00",Restaurant,Local
INV-2120/KEVALA/OUT/XII/2024,24/Dec/24,Nativa Graha Saji,Billy Ho,"17,288,250.00",Restaurant,Local
INV-2121/KEVALA/OUT/XII/2024,24/Dec/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"7,770,000.00",Hotel,Local
INV-2122/KEVALA/OUT/XII/2024,26/Dec/24,Prapat Agung Permai,Menjangan Dynasty Resort,"96,736,500.00",Hotel,Local
INV-2123/KEVALA/OUT/XII/2024,26/Dec/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"13,320,000.00",Hotel,Local
INV-2124/KEVALA/OUT/XII/2024,26/Dec/24,Bali Giri Kencana,Four Season Resort Jimbaran Bay,"8,480,400.00",Hotel,Local
INV-2125/KEVALA/OUT/XII/2024,26/Dec/24,Hotel Pandan Arum,Maya Ubud,"9,768,000.00",Hotel,Local
INV-2126/KEVALA/OUT/XII/2024,26/Dec/24,Amanda Arumdhani,Four Season Sayan,"20,973,450.00",Hotel,Local
INV-2127/KEVALA/OUT/XII/2024,26/Dec/24,Amanda Arumdhani,Four Season Sayan,"23,465,400.00",Hotel,Local
INV-2128/KEVALA/OUT/XII/2024,26/Dec/24,Karang Mas Sejahtera,Ayana Hospitality,"888,000.00",Hotel,Local
INV-2129/KEVALA/OUT/XII/2024,26/Dec/24,Karang Mas Sejahtera,Ayana Hospitality,"954,600.00",Hotel,Local
INV-2130/KEVALA/OUT/XII/2024,27/Dec/24,Naughty Nuris Sanur,Naughty Nuris Sanur,"5,772,000.00",Restaurant,Local
INV-2131/KEVALA/OUT/XII/2024,27/Dec/24,Bali Radiance,Bali Radiance,"27,972,000.00",Hotel,Local
INV-2132/KEVALA/OUT/XII/2024,27/Dec/24,Bali Perkasa Sukses,Indigo Bali,"36,713,250.00",Hotel,Local
INV-2133/KEVALA/OUT/XII/2024,31/Dec/24,Zi Biru,Zi Biru,"35,076,555.00",Restaurant,Local
INV-2134/KEVALA/OUT/XII/2024,31/Dec/24,"Dua Cahaya Anugrah, PT",W Hotel Bali Seminyak,"932,400.00",Hotel,Local
INV-2135/KEVALA/OUT/XII/2024,31/Dec/24,Karang Mas Sejahtera,Ayana Hospitality,"239,766,937.00",Hotel,Local
INV-2136/KEVALA/OUT/XII/2024,31/Dec/24,Batu Mejan Sukses Bersama Bali,La Brisa,"16,650,000.00",Restaurant,Local
INV-2137/KEVALA/OUT/XII/2024,06/Jan/25,Anaamaya Resort Seminyak,Alila Seminyak,"2,775,000.00",Hotel,Local
INV-2138/KEVALA/OUT/XII/2024,31/Jan/25,Revolver Cinta kopi,Revolver,"22,444,200.00",Restaurant,Local
INV-2139/KEVALA/OUT/I/2025,13/Jan/25,"SSP Taurus Gemilang Indonesia, PT",Revolver Inter/Domestik,"9,990,000.00",Restaurant,Umum
INV-2140/KEVALA/OUT/I/2025,13/Jan/25,"SSP Taurus Gemilang Indonesia, PT",Revolver Inter/Domestik,"13,320,000.00",Restaurant,Umum
INV-2141/KEVALA/OUT/I/2025,07/Jan/25,Hotel Pandan Arum,Maya Ubud,"2,797,200.00",Hotel,Local
INV-2142/KEVALA/OUT/I/2025,08/Jan/25,Maya Resort,Maya Sanur,"14,985,000.00",Hotel,Local
INV-2143/KEVALA/OUT/I/2025,08/Jan/25,Amanda Arumdhani,Four Season Sayan,"9,301,800.00",Hotel,Local
INV-2144/KEVALA/OUT/XII/2024,08/Jan/25,Amanda Arumdhani,Four Season Sayan,"5,760,900.00",Hotel,Local
INV-2145/KEVALA/OUT/I/2025,09/Jan/25,Seniman Industries,Seniman Caffe,"16,872,000.00",Hotel,Local
INV-2146/KEVALA/OUT/I/2025,10/Jan/25,Badan Canggu International,Regent Canggu,"5,994,000.00",Hotel,Local
INV-2146/KEVALA/OUT/XII/2024,31/Dec/24,Marloe Marloe Indonesia,Marloe,"1,450.00",Artist Collaboration,Local
INV-2147/KEVALA/OUT/I/2025,21/Jan/25,Badan Canggu International,Regent Canggu,"333,266,400.00",Hotel,Local
INV-2148/KEVALA/OUT/I/2025,10/Jan/25,Graha Alam Lestari,The Apurva Kempinski Bali,"12,843,810.00",Hotel,Local
INV-2149/KEVALA/OUT/I/2025,13/Jan/25,Amanda Arumdhani,Four Season Sayan,"2,869,350.00",Hotel,Local
INV-2150/KEVALA/OUT/I/2025,13/Jan/25,Karang Mas Sejahtera,Ayana Hospitality,"344,655,000.00",Hotel,Local
INV-2151/KEVALA/OUT/I/2025,14/Jan/25,Nativa Graha Saji,Billy Ho,"8,652,450.00",Restaurant,Local
INV-2152/KEVALA/OUT/I/2025,14/Jan/25,The Asa Maia,Asa Maia,"5,550,000.00",Hotel,Local
INV-2153/KEVALA/OUT/I/2025,14/Jan/25,Ungasan Semesta Resort,QQ Siti Agung Makmur (LXR),"33,916,216.00",Hotel,Local
INV-2154/KEVALA/OUT/I/2025,15/Jan/25,Anaamaya Resort Seminyak,Alila Seminyak,"14,774,100.00",Hotel,Local
INV-2155/KEVALA/OUT/I/2025,15/Jan/25,Amanda Arumdhani,Four Season Sayan,"15,157,050.00",Hotel,Local
INV-2156/KEVALA/OUT/I/2025,15/Jan/25,Colamoed Properties Management,Le Reserve,"18,481,500.00",Restaurant,Local
INV-2157/KEVALA/OUT/I/2025,20/Jan/25,Keraton At The Plaza,Plaza Indonesia Mandiri,"2,459,000.00",Hotel,Local
INV-2158/KEVALA/OUT/I/2025,22/Jan/25,Silolona Pinisi Eksplorer,Silolona,"111,621,600.00",Hotel,Local
INV-2159/KEVALA/OUT/I/2025,22/Jan/25,Ungasan Semesta Resort,QQ Siti Agung Makmur (LXR),"7,608,051.00",Hotel,Local
INV-2160/KEVALA/OUT/I/2025,22/Jan/25,Tanjung Benoa Indonesia,Holiday in Benoa,"1,248,750.00",Hotel,Local
INV-2161/KEVALA/OUT/I/2025,24/Jan/25,Indonesia Adventure Sport,Nihi Sumba,"25,840,800.00",Hotel,Local
INV-2162/KEVALA/OUT/I/2025,24/Jan/25,Anaamaya Resort Seminyak,Alila Seminyak,"23,243,400.00",Hotel,Local
INV-2163/KEVALA/OUT/I/2025,27/Jan/25,Bumi Canggu Nusantara,Motel Mexicola Canggu,"15,195,900.00",Restaurant,Local
INV-2164/KEVALA/OUT/I/2025,27/Jan/25,Bali Meraki,Trio Rukun Sejahtera,"35,070,450.00",Restaurant,Local
INV-2166/KEVALA/OUT/I/2025,28/Jan/25,Hotel Pandan Arum,Maya Ubud,"6,243,750.00",Hotel,Local
INV-2167/KEVALA/OUT/I/2025,28/Jan/25,Maya Resort,Maya Sanur,"22,144,500.00",Hotel,Local
INV-2168/KEVALA/OUT/I/2025,28/Jan/25,Maya Resort,Maya Sanur,"39,991,913.00",Hotel,Local
INV-2169/KEVALA/OUT/I/2025,28/Jan/25,Maya Resort,Maya Sanur,"17,741,963.00",Hotel,Local
INV-2170/KEVALA/OUT/I/2025,29/Jan/25,Maya Resort,Maya Sanur,"94,957,725.00",Hotel,Local
INV-2171/KEVALA/OUT/I/2025,29/Jan/25,Bokashi Berawa,Bokashi Berawa,"9,490,500.00",Restaurant,Local
INV-2172/KEVALA/OUT/I/2025,29/Jan/25,The Asa Maia,Asa Maia,"4,069,260.00",Hotel,Local
INV-2173/KEVALA/OUT/I/2025,29/Jan/25,The Asa Maia,Asa Maia,"7,770,000.00",Hotel,Local
INV-2174/KEVALA/OUT/I/2025,29/Jan/25,Badan Canggu International,Regent Canggu,"4,212,450.00",Hotel,Local
INV-2175/KEVALA/OUT/I/2025,30/Jan/25,Monokuro,Monokuro,"17,815,500.00",Restaurant,Local
INV-2176/KEVALA/OUT/I/2025,30/Jan/25,Amarterra Villa Nusa Dua,Amarterra Villa,"33,892,740.00",Hotel,Local
INV-2177/KEVALA/OUT/I/2025,30/Jan/25,Bali Bounty,Kudeta,"5,461,200.00",Restaurant,Local
INV-2178/KEVALA/OUT/I/2025,30/Jan/25,Jimbaran Greenhill,Raffles Bali,"4,928,400.00",Hotel,Local
INV-2179/KEVALA/OUT/I/2025,31/Jan/25,Awahita Indonesia Putra,Capella Ubud,"11,124,975.00",Hotel,Local
INV-2181/KEVALA/OUT/I/2025,31/Jan/25,Hiyoko 2.0 Jakarta,Hiyoko 2.0,"19,247,400.00",Restaurant,Local
INV-2182/KEVALA/OUT/I/2025,31/Jan/25,Brett Hospitality Group,Mason Uluwatu,"34,410,000.00",Restaurant,Local
INV-2183/KEVALA/OUT/I/2025,31/Jan/25,Indonesia Adventure Sport,Nihi Sumba,"26,780,970.00",Hotel,Local
INV-2184/KEVALA/OUT/I/2025,31/Jan/25,Karang Mas Sejahtera,Ayana Hospitality,"485,908,328.00",Hotel,Local
INV-2185/KEVALA/OUT/I/2025,31/Jan/25,Selera Dapur Sedap,Jin Joo,"18,514,800.00",Restaurant,Local
INV-822(2)/KEVALA/OUT/I/2024,01/Feb/24,Zil Pasyon Resorts LTD,Zil Pasyon,"8,647.10",Hotel,Export
QU-1018/KEVALA/OUT/I/2024,16/Jan/24,Rosewood Hotels (HK) Limited,Rosewood Hotels,"1,020.00",Hotel,Export
QU-1044(2)/KEVALA/OUT/II/2024,01/Feb/24,"CPRC (Maldives) Pvt, Ltd (Ritz Carlton Maldives)",Ritz Carlton Maldives,"10,094.26",Hotel,Export
QU-1092/KEVALA/OUT/II/2024,09/Feb/24,Patina Maldives Fari Islands,Patina Maldives,"11,542.00",Hotel,Export
QU-1137/KEVALA/OUT/II/2024,04/Mar/24,Waldorf Astoria Maldives Ithaa Fushi,Waldorf Astoria,"1,750.00",Hotel,Export
QU-1219/KEVALA/OUT/IV/2024,16/May/24,"JTB Trading, Inc. ( Six Sense Kyoto)",Six Sense Kyoto,542.5,Hotel,Export
QU-885/KEVALA/OUT/I/2024,19/Jan/24,Casa Neos Miami,Casa Neos,"10,837.50",Restaurant,Export
QU-987/KEVALA/OUT/VIII/2023,13/Feb/24,Alex Personal,Alex Personal,978,Personal,Export
SI.2024.01.00114,31/Jan/24,Kevala Keramik Bali,KKB,"4,029,300.00",Umum,Local
SI.2024.01.00115,03/Jan/24,Kevala Keramik Bali,KKB,"10,214,775.00",Umum,Local
SI.2024.01.00116,04/Jan/24,Kevala Keramik Bali,KKB,"11,677,200.00",Umum,Local
SI.2024.01.00117,05/Jan/24,Kevala Keramik Bali,KKB,"12,001,875.00",Umum,Local
SI.2024.01.00120,31/Jan/24,Sequitur Resorts Pty Limited (Six Senses Fiji),Six Senses Fiji,"7,250.00",Hotel,Export
SI.2024.01.00124,06/Jan/24,Kevala Keramik Bali,KKB,"10,372,950.00",Umum,Local
SI.2024.01.00125,07/Jan/24,Kevala Keramik Bali,KKB,"3,796,200.00",Umum,Local
SI.2024.01.00126,08/Jan/24,Kevala Keramik Bali,KKB,"5,486,175.00",Umum,Local
SI.2024.01.00127,09/Jan/24,Kevala Keramik Bali,KKB,"5,366,850.00",Umum,Local
SI.2024.01.00128,10/Jan/24,Kevala Keramik Bali,KKB,"4,356,750.00",Umum,Local
SI.2024.01.00129,11/Jan/24,Kevala Keramik Bali,KKB,"11,885,325.00",Umum,Local
SI.2024.01.00130,12/Jan/24,Kevala Keramik Bali,KKB,"7,276,050.00",Umum,Local
SI.2024.01.00131,13/Jan/24,Kevala Keramik Bali,KKB,"871,350.00",Umum,Local
SI.2024.01.00132,14/Jan/24,Kevala Keramik Bali,KKB,"5,633,250.00",Umum,Local
SI.2024.01.00133,15/Jan/24,Kevala Keramik Bali,KKB,"2,500,275.00",Umum,Local
SI.2024.01.00134,16/Jan/24,Kevala Keramik Bali,KKB,"2,075,000.00",Umum,Local
SI.2024.01.00135,17/Jan/24,Kevala Keramik Bali,KKB,"10,736,475.00",Umum,Local
SI.2024.01.00137,18/Jan/24,Kevala Keramik Bali,KKB,"4,070,000.00",Umum,Local
SI.2024.01.00138,19/Jan/24,Kevala Keramik Bali,KKB,"11,987,500.00",Umum,Local
SI.2024.01.00139,20/Jan/24,Kevala Keramik Bali,KKB,"2,135,000.00",Umum,Local
SI.2024.01.00140,21/Jan/24,Kevala Keramik Bali,KKB,"2,545,000.00",Umum,Local
SI.2024.01.00141,22/Jan/24,Kevala Keramik Bali,KKB,"2,675,000.00",Umum,Local
SI.2024.01.00142,23/Jan/24,Kevala Keramik Bali,KKB,"3,689,500.00",Umum,Local
SI.2024.01.00143,24/Jan/24,Kevala Keramik Bali,KKB,"4,235,000.00",Umum,Local
SI.2024.01.00144,25/Jan/24,Kevala Keramik Bali,KKB,"5,697,500.00",Umum,Local
SI.2024.01.00145,26/Jan/24,Kevala Keramik Bali,KKB,"1,755,000.00",Umum,Local
SI.2024.01.00146,27/Jan/24,Kevala Keramik Bali,KKB,"6,805,000.00",Umum,Local
SI.2024.01.00147,28/Jan/24,Kevala Keramik Bali,KKB,"5,712,500.00",Umum,Local
SI.2024.01.00148,29/Jan/24,Kevala Keramik Bali,KKB,"3,137,500.00",Umum,Local
SI.2024.01.00149,30/Jan/24,Kevala Keramik Bali,KKB,"7,485,000.00",Umum,Local
SI.2024.01.00150,31/Jan/24,Kevala Keramik Bali,KKB,"3,267,500.00",Umum,Local
SI.2024.01.00155,31/Jan/24,Kevala Keramik Bali,KKB,"33,820,160.00",Umum,Local
SI.2024.02.00029,23/Feb/24,Vista Padang Asri,Suarga Resort,"5,556,660.00",Hotel,Local
SI.2024.02.00035,01/Feb/24,Kevala Keramik Bali,KKB,"3,745,000.00",Umum,Local
SI.2024.02.00036,02/Feb/24,Kevala Keramik Bali,KKB,"3,270,000.00",Umum,Local
SI.2024.02.00037,03/Feb/24,Kevala Keramik Bali,KKB,"3,210,000.00",Umum,Local
SI.2024.02.00038,04/Feb/24,Kevala Keramik Bali,KKB,"2,947,500.00",Umum,Local
SI.2024.02.00039,05/Feb/24,Kevala Keramik Bali,KKB,"4,252,500.00",Umum,Local
SI.2024.02.00040,06/Feb/24,Kevala Keramik Bali,KKB,"16,537,500.00",Umum,Local
SI.2024.02.00041,07/Feb/24,Kevala Keramik Bali,KKB,"10,580,000.00",Umum,Local
SI.2024.02.00042,08/Feb/24,Kevala Keramik Bali,KKB,"6,477,500.00",Umum,Local
SI.2024.02.00056,09/Feb/24,Kevala Keramik Bali,KKB,"3,777,500.00",Umum,Local
SI.2024.02.00058,10/Feb/24,Kevala Keramik Bali,KKB,"4,872,500.00",Umum,Local
SI.2024.02.00063,23/Mar/24,Bumi Canggu Nusantara,Motel Mexicola Canggu,"3,942,720.00",Restaurant,Local
SI.2024.03.00001,30/Apr/24,Bidadari Dunia - La Plancha,La Plancha Bali Sejahtera,"24,975,000.00",Restaurant,Local
SI.2024.03.00034,23/Mar/24,Kevala Keramik Bali,KKB,"1,381,984.00",Umum,Local
SI.2024.03.00035,23/Mar/24,Kevala Keramik Bali,KKB,"3,277,977.00",Umum,Local
SI.2024.03.00038,23/Mar/24,Kevala Keramik Bali,KKB,"1,678,956.00",Umum,Local
SI.2024.03.00039,23/Mar/24,Kevala Keramik Bali,KKB,"4,501,991.00",Umum,Local
SI.2024.03.00040,23/Mar/24,Kevala Keramik Bali,KKB,"997,983.00",Umum,Local
SI.2024.03.00041,23/Mar/24,Kevala Keramik Bali,KKB,"2,297,086.00",Umum,Local
SI.2024.03.00042,23/Mar/24,Kevala Keramik Bali,KKB,"1,255,987.00",Umum,Local
SI.2024.03.00044,23/Mar/24,Kevala Keramik Bali,KKB,"1,617,984.00",Umum,Local
SI.2024.03.00045,23/Mar/24,Kevala Keramik Bali,KKB,"7,002,753.00",Umum,Local
SI.2024.03.00048,25/Apr/24,Kevala Keramik Bali,KKB,"2,335,528.00",Umum,Local
SI.2024.03.00049,23/Mar/24,Kevala Keramik Bali,KKB,"1,866,554.00",Umum,Local
SI.2024.03.00050,23/Mar/24,Kevala Keramik Bali,KKB,"853,992.00",Umum,Local
SI.2024.03.00051,23/Mar/24,Kevala Keramik Bali,KKB,"53,999.00",Umum,Local
SI.2024.03.00052,23/Mar/24,Kevala Keramik Bali,KKB,"8,999,089.00",Umum,Local
SI.2024.03.00053,25/Apr/24,Kevala Keramik Bali,KKB,"3,267,158.00",Umum,Local
SI.2024.03.00054,23/Mar/24,Kevala Keramik Bali,KKB,"3,278,392.00",Umum,Local
SI.2024.03.00055,23/Mar/24,Kevala Keramik Bali,KKB,"1,827,974.00",Umum,Local
SI.2024.03.00056,23/Mar/24,Kevala Keramik Bali,KKB,"1,496,132.00",Umum,Local
SI.2024.03.00057,24/Mar/24,Kevala Keramik Bali,KKB,"3,467,950.00",Umum,Local
SI.2024.03.00058,25/Mar/24,Kevala Keramik Bali,KKB,"3,107,927.00",Umum,Local
SI.2024.03.00059,26/Mar/24,Kevala Keramik Bali,KKB,"6,066,308.00",Umum,Local
SI.2024.03.00060,27/Mar/24,Kevala Keramik Bali,KKB,"3,606,945.00",Umum,Local
SI.2024.03.00061,23/Mar/24,Kevala Keramik Bali,KKB,"84,000.00",Umum,Local
SI.2024.03.00062,25/Apr/24,Kevala Keramik Bali,KKB,"745,998.00",Umum,Local
SI.2024.03.00063,23/Mar/24,Kevala Keramik Bali,KKB,"1,975,999.00",Umum,Local
SI.2024.03.00064,25/Apr/24,Kevala Keramik Bali,KKB,"149,999.00",Umum,Local
SI.2024.03.00065,23/Mar/24,Kevala Keramik Bali,KKB,"655,998.00",Umum,Local
SI.2024.03.00066,23/Mar/24,Kevala Keramik Bali,KKB,"1,357,997.00",Umum,Local
SI.2024.03.00067,25/Apr/24,Kevala Keramik Bali,KKB,"33,999.00",Umum,Local
SI.2024.03.00068,26/Mar/24,Kevala Keramik Bali,KKB,"1,639,987.00",Umum,Local
SI.2024.03.00069,23/Mar/24,Kevala Keramik Bali,KKB,"2,585,993.00",Umum,Local
SI.2024.03.00070,23/Mar/24,Kevala Keramik Bali,KKB,"251,999.00",Umum,Local
SI.2024.03.00071,23/Mar/24,Kevala Keramik Bali,KKB,"1,549,999.00",Umum,Local
SI.2024.03.00072,23/Mar/24,Kevala Keramik Bali,KKB,"2,299,999.00",Umum,Local
SI.2024.03.00073,23/Mar/24,Kevala Keramik Bali,KKB,"487,999.00",Umum,Local
SI.2024.03.00074,23/Mar/24,Kevala Keramik Bali,KKB,"4,375,415.00",Umum,Local
SI.2024.03.00075,23/Mar/24,Kevala Keramik Bali,KKB,"1,141,993.00",Umum,Local
SI.2024.03.00076,23/Mar/24,Kevala Keramik Bali,KKB,"501,997.00",Umum,Local
SI.2024.03.00077,23/Mar/24,Kevala Keramik Bali,KKB,"477,998.00",Umum,Local
SI.2024.03.00078,23/Mar/24,Kevala Keramik Bali,KKB,"2,263,994.00",Umum,Local
SI.2024.03.00079,27/Mar/24,Kevala Keramik Bali,KKB,"443,997.00",Umum,Local
SI.2024.03.00080,23/Mar/24,Kevala Keramik Bali,KKB,"2,263,994.00",Umum,Local
