Company_Name,PO Number,Date,Trade_Type,Total,Total_Quantity,Location,Customer_Category,Country
kevala keramik bali,,17/01/2025,Local,100752480.0,0,,Umum,Indonesia
kevala keramik bali,-,26/03/2025,Local,59646960.0,420,,Umum,Indonesia
kevala keramik bali,-,26/03/2025,Local,58980960.0,468,,Umum,Indonesia
kevala keramik bali,-,27/03/2025,Local,103487520.0,572,,Umum,Indonesia
kevala keramik bali,-,26/03/2025,Local,3356640.0,24,,Umum,Indonesia
keraton at the plaza,Sample,12/12/2024,Local,2109000.0,5,Bali,Hotel,Indonesia
keraton at the plaza,-,24/02/2025,Local,44677500.0,100,,Hotel,Indonesia
kebun bistro ubud,,07/02/2024,Local,18559200.0,0,,Restaurant,Indonesia
kebun bistro ubud,-,13/03/2025,Local,305250.0,1,,Restaurant,Indonesia
karya agung kisma lestari,,20/05/2024,,24420000.0,0,,Hotel,Indonesia
karya agung kisma lestari,,02/07/2024,,6660000.0,0,,Hotel,Indonesia
karang mas sejahtera,,15/04/2024,Local,136557750.0,0,,Hotel,Indonesia
karang mas sejahtera,,20/02/2024,Local,49950000.0,0,,Hotel,Indonesia
karang mas sejahtera,,20/05/2024,Local,62742750.0,0,,Hotel,Indonesia
karang mas sejahtera,,05/02/2024,Local,226480237.0,0,,Hotel,Indonesia
karang mas sejahtera,,06/06/2024,Local,1404150.0,0,,Hotel,Indonesia
karang mas sejahtera,,05/02/2024,Local,16872000.0,0,,Hotel,Indonesia
karang mas sejahtera,,28/05/2024,Local,3296700.0,0,,Hotel,Indonesia
karang mas sejahtera,,20/08/2024,Local,239766937.0,0,,Hotel,Indonesia
karang mas sejahtera,,10/09/2024,Local,15429000.0,0,,Hotel,Indonesia
karang mas sejahtera,,07/10/2024,Local,1842600.0,0,,Hotel,Indonesia
karang mas sejahtera,2025008470,23/01/2025,Local,699980852.0,3955,Bali,Hotel,Indonesia
karang mas sejahtera,2024164203 Ayana Bali SPA,26/12/2024,Local,5594400.0,24,Bali,Hotel,Indonesia
karang mas sejahtera,2024116025,18/09/2024,Local,344655000.0,1300,Bali,Hotel,Indonesia
karang mas sejahtera,2024123106,02/10/2024,Local,485908327.0,2545,Bali,Hotel,Indonesia
kala hospitality group,,03/01/2024,,166056000.0,0,,Restaurant,Indonesia
kala hospitality group,,18/09/2024,,21090000.0,0,,Restaurant,Indonesia
kaia restaurant,-,27/01/2025,Local,17982000.0,60,Bali,Restaurant,Indonesia
kafe ubud,,01/01/2024,,31080000.0,0,,Restaurant,Indonesia
"jtb trading, inc. ( six sense kyoto)",,21/03/2024,,542.5,0,,Hotel,Japan
"jtb trading, inc. ( six sense kyoto)",,29/03/2024,,1225.0,0,,Hotel,Japan
johan janssen pty ltd,,27/09/2023,,6452.0,0,,Personal,Australia
johan janssen pty ltd,,27/09/2023,,1096.0,0,,Personal,Australia
jimbaran villas,,04/03/2024,Local,40271355.0,0,,Hotel,Indonesia
jimbaran villas,,01/07/2024,Local,2985900.0,0,,Hotel,Indonesia
jimbaran villas,,05/09/2024,Local,42723067.0,0,,Hotel,Indonesia
jimbaran villas,DPSBG-00200796,06/11/2024,Local,5594400.0,24,Bali,Hotel,Indonesia
jimbaran greenhill,,19/06/2024,Local,147840900.0,0,,Hotel,Indonesia
jimbaran greenhill,PO202411-11632,20/11/2024,Local,4928400.0,24,Bali,Hotel,Indonesia
jen,-,04/06/2024,Local,47397000.0,254,Bali,Personal,Indonesia
jeffrey grimes,,29/05/2024,,2673.0,0,,Personal,Spain
jayasom amaala,,20/09/2024,,2062.15,0,,Hotel,Saudi Arabia
japa putra wijaka,,01/01/2024,Local,22866000.0,0,,Hotel,Indonesia
japa putra wijaka,-,16/01/2025,Local,118326000.0,615,,Hotel,Indonesia
jaddi globalindo,,20/12/2023,,45421200.0,0,,Restaurant,Indonesia
"island explora, pt",-,25/03/2025,Local,390137250.0,1815,Bali,Hotel,Indonesia
intercontinental bandung dago,74639,23/12/2024,Local,6737700.0,71,Jawa Barat,Hotel,Indonesia
intercontinental bandung dago,74635,23/12/2024,Local,6449100.0,25,Jawa Barat,Hotel,Indonesia
indonesia adventure sport,,16/10/2023,Local,17482500.0,0,,Hotel,Indonesia
indonesia adventure sport,,04/12/2023,Local,33699600.0,0,,Hotel,Indonesia
indonesia adventure sport,,03/01/2024,Local,33699600.0,0,,Hotel,Indonesia
indonesia adventure sport,,21/03/2024,Local,7770000.0,0,,Hotel,Indonesia
indonesia adventure sport,,29/04/2024,Local,11655000.0,0,,Hotel,Indonesia
indonesia adventure sport,,01/01/2024,Local,21844800.0,0,,Hotel,Indonesia
indonesia adventure sport,,12/01/2024,Local,3729600.0,0,,Hotel,Indonesia
indonesia adventure sport,,19/06/2024,Local,24109200.0,0,,Hotel,Indonesia
indonesia adventure sport,202501-00371,15/01/2025,Local,27972000.0,120,Sumba,Hotel,Indonesia
indonesia adventure sport,PO202501-00304,24/01/2025,Local,19425000.0,5,,Hotel,Indonesia
indonesia adventure sport,PO202412-12582,03/01/2025,Local,7770000.0,25,,Hotel,Indonesia
indonesia adventure sport,P202502-01234,13/02/2025,Local,5061600.0,24,,Hotel,Indonesia
indonesia adventure sport,,27/01/2025,Local,5466750.0,0,,Hotel,Indonesia
indonesia adventure sport,PO202503-02121,07/03/2025,Local,10256400.0,48,,Hotel,Indonesia
indonesia adventure sport,PO202502-011139,13/02/2025,Local,10656000.0,48,,Hotel,Indonesia
indonesia adventure sport,PO202501-00873,03/02/2025,Local,160816523.0,608,,Hotel,Indonesia
indonesia adventure sport,9625,03/10/2024,Local,25840800.0,144,Sumba,Hotel,Indonesia
indonesia adventure sport,PO202409-09454 & PO202409-09473,08/10/2024,Local,26780970.0,160,Bali,Hotel,Indonesia
indonesia adventure sport,PO202502-01576,17/02/2025,Local,32167800.0,92,,Hotel,Indonesia
"indoguna utama, pt",#PO21491,10/01/2025,Local,27944250.0,50,,Restaurant,Indonesia
hugo boss south east asia pte.ltd.,,18/03/2024,,5954.039954,0,,Hotel,Indonesia
hotel permata hijau,-,20/12/2024,Local,85914000.0,360,Jawa Barat,Hotel,Indonesia
hotel pandan arum,,19/12/2023,Local,37917600.0,0,,Hotel,Indonesia
hotel pandan arum,,27/11/2023,Local,50616000.0,0,,Hotel,Indonesia
hotel pandan arum,,08/12/2023,Local,57575700.0,0,,Hotel,Indonesia
hotel pandan arum,,26/06/2024,Local,8325000.0,0,,Hotel,Indonesia
hotel pandan arum,P250217052,26/02/2025,Local,488400.0,2,,Hotel,Indonesia
hotel pandan arum,,24/07/2024,Local,28207875.0,0,,Hotel,Indonesia
hotel pandan arum,,25/10/2024,Local,9768000.0,0,,Hotel,Indonesia
hotel pandan arum,P241225004,31/12/2024,Local,33966000.0,120,Bali,Hotel,Indonesia
hotel pandan arum,P250130017,05/02/2025,Local,10489500.0,1,Bali,Hotel,Indonesia
hotel pandan arum,-,01/11/2024,Local,2797200.0,24,Bali,Hotel,Indonesia
hotel pandan arum,P241225003,31/12/2024,Local,16924725.0,150,Bali,Hotel,Indonesia
hotel pandan arum,P241022025,25/10/2024,Local,6243750.0,15,Bali,Hotel,Indonesia
hotel indonesia sanur international,21659,29/01/2025,Local,35750000.0,450,Bali,Hotel,Indonesia
hotel indonesia sanur international,,18/12/2023,Local,628401000.0,0,,Hotel,Indonesia
hotel indonesia sanur international,,18/12/2023,Local,971292000.0,0,,Hotel,Indonesia
hotel indonesia sanur international,,16/03/2024,Local,20460000.0,0,,Hotel,Indonesia
hotel indonesia sanur international,21662,04/02/2025,Local,68940000.0,662,Bali,Hotel,Indonesia
hotel indonesia sanur international,21660,29/01/2025,Local,48000000.0,320,Bali,Hotel,Indonesia
hotel indonesia sanur international,21707,29/01/2025,Local,48050000.0,574,Bali,Hotel,Indonesia
hiyoko 2.0 jakarta,-,05/12/2024,Local,19247400.0,108,Jakarta,Restaurant,Indonesia
hilton london (smeeta),-,18/12/2024,Export,4305.0,380,United Kingdom,Hotel,United Kingdom
heritage resorts and spas,,05/08/2024,Local,60359580.0,0,,Hotel,Indonesia
heritage resorts and spas,BTE2501006,05/02/2025,Local,13852800.0,120,Bali,Hotel,Indonesia
heritage resorts and spas,-,28/02/2025,Local,10866900.0,51,,Hotel,Indonesia
heritage hospitality pte ltd,,11/01/2024,,5940.0,0,,Hotel,Singapore
harmoni cakrawala bali,SAMPLE,20/02/2025,Local,3441000.0,22,,Hotel,Indonesia
harmoni cakrawala bali,-,07/02/2025,Local,1098900.0,6,Bali,Hotel,Indonesia
harmoni cakrawala bali,095/HCB/I/2025,21/01/2025,Local,26356950.0,159,Bali,Hotel,Indonesia
harmoni cakrawala bali,,21/01/2025,Local,1154400.0,0,,Hotel,Indonesia
handara golf & resort bali,-,10/12/2024,Local,248684400.0,888,Bali,Hotel,Indonesia
hamish & raisa,,27/03/2024,,11194350.0,0,,Personal,Indonesia
"hai ha handicraft co., ltd",,22/01/2024,Export,1050.0,0,,Hotel,Vietnam
"hai ha handicraft co., ltd",,19/09/2024,Export,6684.0,0,,Hotel,Vietnam
"hai ha handicraft co., ltd",,01/10/2024,Export,6700.0,0,,Hotel,Vietnam
"hai ha handicraft co., ltd",2410-658/HH-KEV,31/10/2024,Export,8584.0,461,Vietnam,Hotel,Vietnam
guum pte. ltd.,,19/12/2023,,6650.0,0,,Restaurant,Singapore
groupx kolektif indonesia,,10/09/2024,,10789200.0,0,,Restaurant,Indonesia
griya pancaloka,,26/01/2024,,8680000.0,0,,Hotel,Indonesia
griya pancaloka,,21/12/2023,,42912600.0,0,,Hotel,Indonesia
griya pancaloka,,21/12/2023,,5427900.0,0,,Hotel,Indonesia
griya pancaloka,,28/06/2024,,11072250.0,0,,Hotel,Indonesia
griya pancaloka,,02/07/2024,,4745250.0,0,,Hotel,Indonesia
griya bali dwipa,,12/12/2023,,49922250.0,0,,Hotel,Indonesia
greenland rajawali utama,,21/03/2024,Local,1531800.0,0,,Hotel,Indonesia
greenland rajawali utama,,17/02/2024,Local,91668500.0,0,,Hotel,Indonesia
greenland rajawali utama,JKR0192923,21/03/2025,Local,17127300.0,61,,Hotel,Indonesia
greek restaurant in uluwatu,-,21/01/2025,Local,362210205.0,1755,Bali,Restaurant,Indonesia
grand hyatt jakarta,,10/01/2024,,44955000.0,0,,Hotel,Indonesia
grand hyatt jakarta,,16/07/2024,,932400.0,0,,Hotel,Indonesia
grand hyatt jakarta,,10/01/2024,,26640000.0,0,,Hotel,Indonesia
graha alam lestari,,25/04/2024,Local,28729852.0,0,,Hotel,Indonesia
graha alam lestari,,07/09/2023,Local,173283626.0,0,,Hotel,Indonesia
graha alam lestari,,25/04/2024,Local,76704330.0,0,,Hotel,Indonesia
graha alam lestari,,25/04/2024,Local,51311970.0,0,,Hotel,Indonesia
graha alam lestari,,25/04/2024,Local,73159101.0,0,,Hotel,Indonesia
graha alam lestari,,08/05/2024,Local,50277505.0,0,,Hotel,Indonesia
graha alam lestari,,16/09/2024,Local,3879450.0,0,,Hotel,Indonesia
graha alam lestari,HW-180126,22/11/2024,Local,12843810.0,95,Bali,Hotel,Indonesia
graha agung indah sentosa,PO 074/GAI/III/2025,18/03/2025,Local,193825000.0,1305,,Hotel,Indonesia
graha agung indah sentosa,,05/06/2024,Local,105030000.0,0,,Hotel,Indonesia
graha agung indah sentosa,,09/02/2024,Local,753777000.0,0,,Hotel,Indonesia
good food people,,17/04/2024,,7459200.0,0,,Restaurant,Indonesia
good food guys,,05/04/2024,,27500250.0,0,,Restaurant,Indonesia
good food cafe,,05/04/2024,,42485250.0,0,,Restaurant,Indonesia
good food cafe,,19/04/2024,,75147000.0,0,,Restaurant,Indonesia
good food cafe,,09/07/2024,,13431000.0,0,,Restaurant,Indonesia
gio's private villa canggu,-,20/12/2024,Local,55144800.0,264,Bali,Hotel,Indonesia
ginger moon,,18/07/2024,Local,37462500.0,0,,Restaurant,Indonesia
ginger moon,-,27/01/2025,Local,4928400.0,24,,Restaurant,Indonesia
gfh ventures company wll,21886899202488SJANDK,03/10/2024,Export,97589.8,8345,Bahrain,Hotel,Bahrain
gab's gastro bar,,06/03/2024,,223805970.0,0,,Restaurant,Indonesia
french kiss,,13/08/2024,,34032600.0,0,,Restaurant,Indonesia
french kiss,,18/07/2024,,865800.0,0,,Restaurant,Indonesia
four seasons resort seychelles petit anse development ltd,,15/04/2024,,1091.5,0,,Hotel,Seychelles
four season resort maldives,MLG0095763,07/02/2025,Export,1860.0,161,Maldives,Hotel,Maldives
four season resort maldives,MLG0090874,26/11/2024,Export,1290.0,100,Maldives,Hotel,Maldives
fortuna paradiso optima,,08/12/2023,,192214260.0,0,,Hotel,Indonesia
fortuna paradiso optima,,08/12/2023,,29040930.0,0,,Hotel,Indonesia
fortuna paradiso optima,,08/12/2023,,16028400.0,0,,Hotel,Indonesia
fortuna paradiso optima,,08/12/2023,,27285187.0,0,,Hotel,Indonesia
fieldcrest enterprise,,29/04/2024,,11832.0,0,,Agent,Singapore
fieldcrest enterprise,,17/04/2024,,7819.5,0,,Agent,Singapore
fieldcrest enterprise,,28/05/2024,,3855.0,0,,Agent,Singapore
fieldcrest enterprise,,28/03/2024,,1830.0,0,,Agent,Singapore
fairmont jakarta - pt senayan trikarya sempana,,20/05/2024,Local,324258750.0,0,,Hotel,Indonesia
fairmont jakarta - pt senayan trikarya sempana,PO2501-00788,09/01/2025,Local,185703000.0,820,Jakarta,Hotel,Indonesia
expat roasters indonesia,,16/05/2024,,65066868.0,0,,Restaurant,Indonesia
expat roasters indonesia,,19/08/2024,,286990500.0,0,,Restaurant,Indonesia
"eden restaurant events, pt",,16/09/2024,,17482500.0,0,,Restaurant,Indonesia
dwimukti graha kencana,-,27/01/2025,Local,77200500.0,300,,Restaurant,Indonesia
duta jaya perkasa,,03/05/2024,Local,16816500.0,0,,Hotel,Indonesia
duta jaya perkasa,,21/05/2024,Local,1615050.0,0,,Hotel,Indonesia
duta jaya perkasa,,31/05/2024,Local,64269000.0,0,,Hotel,Indonesia
duta jaya perkasa,,19/08/2024,Local,7659000.0,0,,Hotel,Indonesia
duta jaya perkasa,69300,18/03/2025,Local,466200.0,2,,Hotel,Indonesia
duta jaya perkasa,69386,19/03/2025,Local,16650000.0,50,,Hotel,Indonesia
duta jaya perkasa,,30/12/2024,Local,610500.0,0,,Hotel,Indonesia
duta jaya perkasa,69297,18/03/2025,Local,17343750.0,125,,Hotel,Indonesia
duta jaya perkasa,53265,18/09/2024,Local,22644000.0,60,,Hotel,Indonesia
"dua cahaya anugrah, pt",,12/11/2024,,932400.0,0,,Hotel,Indonesia
driss tabbakalt,,03/06/2024,,48618000.0,0,,Personal,Indonesia
drifter,,05/03/2024,Local,124808400.0,0,,Restaurant,Indonesia
drifter,,10/09/2024,Local,30192000.0,0,,Restaurant,Indonesia
drifter,-,27/01/2025,Local,8325000.0,100,Bali,Restaurant,Indonesia
dragonfly villa,-,16/01/2025,Local,44661960.0,240,Bali,Hotel,Indonesia
dragon tea temple,-,17/03/2025,Local,2497500.0,25,,Restaurant,Indonesia
dragon tea temple,-,28/02/2025,Local,9157500.0,100,,Restaurant,Indonesia
dharma canella,,28/12/2023,,6660000.0,0,,Restaurant,Indonesia
dharma canella,,29/11/2023,,25696500.0,0,,Restaurant,Indonesia
dewata jaya land,,31/01/2024,,11222100.0,0,,Hotel,Indonesia
dapur karya enak,,05/02/2024,,12987000.0,0,,Restaurant,Indonesia
dapur karya enak,,04/12/2023,,94405500.0,0,,Restaurant,Indonesia
dapur asian lokal,,25/03/2024,,5860800.0,0,,Restaurant,Indonesia
dapur asian lokal,,08/08/2024,,12554100.0,0,,Restaurant,Indonesia
dapur asian lokal,,13/09/2024,,2863800.0,0,,Restaurant,Indonesia
dapur asian lokal,,03/12/2024,,11821500.0,0,,Restaurant,Indonesia
da maria,,19/06/2024,,2097900.0,0,,Restaurant,Indonesia
da maria,,02/09/2024,,271894500.0,0,,Restaurant,Indonesia
"cprc (maldives) pvt, ltd (ritz carlton maldives)",,07/08/2024,Export,940.5,0,,Hotel,Maldives
"cprc (maldives) pvt, ltd (ritz carlton maldives)",,07/08/2024,Export,4218.0,0,,Hotel,Maldives
"cprc (maldives) pvt, ltd (ritz carlton maldives)",,22/05/2024,Export,5075.0,0,,Hotel,Maldives
"cprc (maldives) pvt, ltd (ritz carlton maldives)",,05/08/2024,Export,1637.5,0,,Hotel,Maldives
"cprc (maldives) pvt, ltd (ritz carlton maldives)",RCPO24007877,18/11/2024,Export,825.0,110,,Hotel,Maldives
"cprc (maldives) pvt, ltd (ritz carlton maldives)",RCPO24007622,18/11/2024,Export,950.0,100,Maldives,Hotel,Maldives
"cprc (maldives) pvt, ltd (ritz carlton maldives)",RCPO2400769,15/11/2024,Export,375.0,15,Maldives,Hotel,Maldives
colamoed properties management,,29/11/2023,Local,17760000.0,0,,Restaurant,Indonesia
colamoed properties management,14112024,14/10/2024,Local,18481500.0,168,Bali,Restaurant,Indonesia
clandestino food group,,20/12/2023,,10256400.0,0,,Restaurant,Indonesia
"citra kirana pantai, pt",PO202412-26550,26/12/2024,Local,28083000.0,200,Jakarta,Hotel,Indonesia
"citra kirana pantai, pt",PO202412-26551,26/12/2024,Local,17094000.0,40,Jakarta,Hotel,Indonesia
citra jimbaran indah hotel,,04/12/2023,Local,21317550.0,0,,Hotel,Indonesia
citra jimbaran indah hotel,,04/12/2023,Local,27861000.0,0,,Hotel,Indonesia
citra jimbaran indah hotel,,29/11/2024,Local,8658000.0,0,,Hotel,Indonesia
citra jimbaran indah hotel,58066,03/01/2025,Local,26640000.0,100,Bali,Hotel,Indonesia
"cipaku boga utama, cv",PO21496,10/01/2025,Local,22355400.0,40,Jakarta,Restaurant,Indonesia
"cipaku boga utama, cv",PO21727,30/01/2025,Local,135464400.0,516,,Restaurant,Indonesia
cempaka interior,SAMPLE,18/02/2025,Local,9057600.0,15,,Agent,Indonesia
"cayo rosario partners, llc c/o the parker company, llc",,10/09/2024,,0.0,0,,Hotel,Belize
"cayo rosario partners, llc c/o the parker company, llc",,16/09/2024,,0.0,0,,Hotel,Belize
casa neos miami,,17/11/2023,,2762.5,0,,Restaurant,United States Of America
capella sydney,,09/04/2024,,10065.0,0,,Hotel,Australia
capella singapore,,28/03/2024,,1830.0,0,,Hotel,Singapore
cap karoso development,1130,13/03/2025,Local,31872263.0,155,,Hotel,Indonesia
cap karoso development,10674,13/02/2025,Local,272172000.0,1815,,Hotel,Indonesia
cakrawala bima pratiwi,,08/02/2024,,165889500.0,0,,Hotel,Indonesia
cahaya warna prima,,24/01/2024,Local,22200000.0,0,,Hotel,Indonesia
cahaya warna prima,,13/08/2024,Local,8880000.0,0,,Hotel,Indonesia
cahaya warna prima,202412-26193,09/12/2024,Local,177156000.0,800,Bali,Hotel,Indonesia
byus management group,-,20/02/2025,Local,2997000.0,30,,Restaurant,Indonesia
bumi canggu nusantara,,17/11/2023,Local,3219000.0,0,,Restaurant,Indonesia
bumi canggu nusantara,,24/05/2024,Local,30136500.0,0,,Restaurant,Indonesia
bumi canggu nusantara,,30/09/2024,Local,15123750.0,0,,Restaurant,Indonesia
bumi canggu nusantara,31224,29/11/2024,Local,15195900.0,80,Bali,Restaurant,Indonesia
bukit uluwatu villa,,26/02/2024,Local,4262400.0,0,,Hotel,Indonesia
bukit uluwatu villa,,06/02/2024,Local,25694280.0,0,,Hotel,Indonesia
bukit uluwatu villa,,09/04/2024,Local,18037500.0,0,,Hotel,Indonesia
bukit uluwatu villa,,12/01/2024,Local,36630000.0,0,,Hotel,Indonesia
bukit uluwatu villa,,12/04/2024,Local,19314000.0,0,,Hotel,Indonesia
bukit uluwatu villa,24086178,18/07/2024,Local,284514645.0,1534,Bali,Hotel,Indonesia
budi susanti,,15/05/2024,,11655000.0,0,,Personal,Indonesia
buana giri fortuna,,13/02/2024,,56743200.0,0,,Restaurant,Indonesia
brett hospitality group,,06/03/2024,Local,21489600.0,0,,Restaurant,Indonesia
brett hospitality group,,06/05/2024,Local,22244400.0,0,,Restaurant,Indonesia
brett hospitality group,,31/10/2024,Local,8880000.0,0,,Restaurant,Indonesia
brett hospitality group,,26/11/2024,Local,2497500.0,0,,Restaurant,Indonesia
brett hospitality group,,23/10/2024,Local,2497500.0,0,,Restaurant,Indonesia
brett hospitality group,PO-40911,26/12/2024,Local,34410000.0,200,Bali,Restaurant,Indonesia
bottega,,31/01/2024,,15262500.0,0,,Restaurant,Indonesia
boma beach club,-,28/01/2025,Export,670.0,50,Vietnam,Restaurant,Indonesia
boma beach club,-,29/10/2024,Export,26432.325,1898,Vietnam,Restaurant,Indonesia
bokashi berawa,,17/04/2024,Local,31135500.0,0,,Restaurant,Indonesia
bokashi berawa,,29/11/2023,Local,23154600.0,0,,Restaurant,Indonesia
bokashi berawa,,10/01/2024,Local,3996000.0,0,,Restaurant,Indonesia
bokashi berawa,,22/05/2024,Local,17049600.0,0,,Restaurant,Indonesia
bokashi berawa,,23/05/2024,Local,5827500.0,0,,Restaurant,Indonesia
bokashi berawa,,23/07/2024,Local,3163500.0,0,,Restaurant,Indonesia
bokashi berawa,-,29/11/2024,Local,9490500.0,90,Bali,Restaurant,Indonesia
bokashi berawa,-,07/03/2025,Local,9490500.0,90,,Restaurant,Indonesia
boa development,,21/02/2024,Local,39904500.0,0,,Hotel,Indonesia
boa development,,30/07/2024,Local,150249600.0,0,,Hotel,Indonesia
boa development,122414-1,12/12/2024,Local,50443950.0,186,Rote,Hotel,Indonesia
boa development,PO122414-2,12/12/2024,Local,10656000.0,70,Rote,Hotel,Indonesia
boa development,RAG-042,25/10/2024,Local,43345500.0,200,Rote,Hotel,Indonesia
boa development,112440-2,19/12/2024,Local,5328000.0,35,Bali,Hotel,Indonesia
boa development,122440-1,19/12/2024,Local,42107850.0,176,Bali,Hotel,Indonesia
bidadari dunia - la plancha,,12/02/2024,,24975000.0,0,,Restaurant,Indonesia
bidadari dunia - la plancha,,16/07/2024,,38295000.0,0,,Restaurant,Indonesia
beyond bamboo (six senses london),,18/07/2024,Export,1651.0,0,,Hotel,United Kingdom
beyond bamboo (six senses london),56,02/04/2024,Export,21791.0,1628,United Kingdom,Hotel,United Kingdom
beyond bamboo (six senses london),133,11/10/2024,Export,3105.0,331,United Kingdom,Hotel,United Kingdom
beyond bamboo (six senses london),196,28/11/2024,Export,936.0,68,United Kingdom,Hotel,United Kingdom
beyond bamboo (six senses london),105,27/08/2024,Export,7597.0,1101,United Kingdom,Hotel,United Kingdom
beyond bamboo (six senses london),-,13/02/2025,Export,363.0,28,,Hotel,United Kingdom
bengawan villa,,20/11/2023,,60517200.0,0,,Hotel,Indonesia
belmond jimbaran puri bali,PTBA-PO-064715,16/12/2024,Local,53124600.0,265,Bali,Hotel,Indonesia
batu mejan sukses bersama bali,,13/02/2024,,5061600.0,0,,Restaurant,Indonesia
batu mejan sukses bersama bali,,04/01/2024,,6393600.0,0,,Restaurant,Indonesia
batu mejan sukses bersama bali,,04/06/2024,,45732000.0,0,,Restaurant,Indonesia
batu mejan sukses bersama bali,,09/09/2024,,16650000.0,0,,Restaurant,Indonesia
barba rossa fraters,,03/07/2024,,22727250.0,0,,Restaurant,Indonesia
"bandung pakar, pt",,04/06/2024,,413735850.0,0,,Hotel,Indonesia
"bandung boga utama, cv",PO21495,10/01/2025,Local,11177700.0,20,Kalimantan Timur,Restaurant,Indonesia
bambootel resort,583,19/02/2025,Local,205290060.0,1173,,Hotel,Indonesia
bambootel resort,PO-0631,26/03/2025,Local,15052988.0,115,,Hotel,Indonesia
"balikpapan boga utama, cv",PO21721,30/01/2025,Local,29550420.0,108,,Umum,Indonesia
"balikpapan boga utama, cv",PO21500,10/01/2025,Local,11177700.0,20,Kalimantan Timur,Umum,Indonesia
bali selaras indah sejati,,16/08/2024,,3718500.0,0,,Restaurant,Indonesia
bali selaras indah sejati,,16/09/2024,,16872000.0,0,,Restaurant,Indonesia
bali radiance,,06/03/2024,Local,122100000.0,0,,Hotel,Indonesia
bali radiance,,25/03/2024,Local,45732000.0,0,,Hotel,Indonesia
bali radiance,,10/06/2024,Local,6660000.0,0,,Hotel,Indonesia
bali radiance,,23/08/2024,Local,22200000.0,0,,Hotel,Indonesia
bali radiance,,24/10/2024,Local,27972000.0,0,,Hotel,Indonesia
bali radiance,,23/10/2024,Local,3108000.0,0,,Hotel,Indonesia
bali radiance,13546,27/01/2025,Local,51948000.0,260,Bali,Hotel,Indonesia
bali radiance,13483,15/01/2025,Local,43956000.0,220,Bali,Hotel,Indonesia
bali radiance,13614,25/02/2025,Local,3108000.0,100,,Hotel,Indonesia
bali perkasa sukses,,17/11/2023,Local,85636500.0,0,,Hotel,Indonesia
bali perkasa sukses,,23/02/2024,Local,9324000.0,0,,Hotel,Indonesia
bali perkasa sukses,,22/01/2024,Local,70485000.0,0,,Hotel,Indonesia
bali perkasa sukses,,20/11/2024,Local,11100000.0,0,,Hotel,Indonesia
bali perkasa sukses,,16/12/2024,Local,2575200.0,0,,Hotel,Indonesia
bali perkasa sukses,,15/08/2024,Local,96836400.0,0,,Hotel,Indonesia
bali perkasa sukses,PO61000,06/02/2025,Local,8325000.0,100,Bali,Hotel,Indonesia
bali perkasa sukses,PO65218,26/03/2025,Local,5328000.0,30,,Hotel,Indonesia
bali perkasa sukses,PO61480,10/02/2025,Local,17393700.0,153,Bali,Hotel,Indonesia
bali nusaintan,,18/01/2024,,20424000.0,0,,Hotel,Indonesia
bali nusaintan,,14/01/2025,,1981350.0,0,,Hotel,Indonesia
bali meraki,-,02/12/2024,Local,35070450.0,132,Bali,Restaurant,Indonesia
bali giri kencana,,17/11/2023,,7770000.0,0,,Hotel,Indonesia
bali giri kencana,,19/12/2023,,26806500.0,0,,Hotel,Indonesia
bali giri kencana,,03/09/2024,,109934400.0,0,,Hotel,Indonesia
bali giri kencana,,03/10/2024,,20257500.0,0,,Hotel,Indonesia
bali giri kencana,,02/10/2024,,48285000.0,0,,Hotel,Indonesia
bali general supply,,09/07/2024,Local,3996000.0,0,,Restaurant,Indonesia
bali general supply,,03/04/2024,Local,6127200.0,0,,Restaurant,Indonesia
bali general supply,-,01/01/2025,Local,260850.0,2,,Restaurant,Indonesia
bali general supply,-,13/03/2025,Local,3912750.0,30,,Restaurant,Indonesia
bali droom villas,,12/06/2024,,142948020.0,0,,Hotel,Indonesia
bali bounty,,07/10/2024,Local,27417000.0,0,,Restaurant,Indonesia
bali bounty,,23/07/2024,Local,16872000.0,0,,Restaurant,Indonesia
bali bounty,,15/11/2024,Local,2830500.0,0,,Restaurant,Indonesia
bali bounty,-,09/12/2024,Local,4329000.0,30,Bali,Restaurant,Indonesia
bali bounty,-,09/12/2024,Local,6993000.0,30,Bali,Restaurant,Indonesia
bali bounty,Plate 23Cm,09/05/2024,Local,33633000.0,150,Bali,Restaurant,Indonesia
"bali boga utama, cv",PO21720,30/01/2025,Local,43036920.0,168,,Restaurant,Indonesia
"bali boga utama, cv",PO21498,10/01/2025,Local,11177700.0,20,Bali,Restaurant,Indonesia
bali boga anugrah,,20/12/2023,,172716000.0,0,,Restaurant,Indonesia
bali bayad development,,22/11/2023,,118631250.0,0,,Restaurant,Indonesia
bale gelumpang lestari,-,17/03/2025,Local,17232750.0,125,Bali,Restaurant,Indonesia
balcony,,19/02/2024,,84823980.0,0,,Restaurant,Indonesia
"baguio mountainscapes, inc.",,29/05/2024,,48.0,0,,Agent,Philippines
badan canggu international,,21/12/2023,Local,622217160.0,0,,Hotel,Indonesia
badan canggu international,,25/06/2024,Local,177197625.0,0,,Hotel,Indonesia
badan canggu international,,25/06/2024,Local,210164625.0,0,,Hotel,Indonesia
badan canggu international,19256,15/11/2024,Local,4212450.0,15,Bali,Hotel,Indonesia
badan canggu international,22877,30/12/2024,Local,28871100.0,144,Baloi,Hotel,Indonesia
